Katsesõna	Tähendus	vastus	põhjendus
kupatama	kedagi (sunniviisil) kuhugi, midagi tegema saatma või ajama	informaalsetes	"Sõna ""kupatama"" tähenduses ""kedagi sunniviisil kuhugi saatma või ajama"" on pigem kõnekeelne ja informaalne väljend. See kannab endas teatavat emotsionaalset laengut ja kujundlikkust, mis on omane vabamale keelekasutusele. Seda kasutatakse sageli olukordades, kus kirjeldatakse kellegi eemale saatmist või ajamist veidi halvustava või humoorika varjundiga. Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid) kasutataks selle asemel neutraalsemaid väljendeid nagu ""suunama"", ""saatma"" või ""käskima minna"". ""Kupatama"" esineb sagedamini ilukirjanduses, blogides, sotsiaalmeedia postitustes ja argivestlustes."
käkkima	"midagi kiiruga, kehvasti tegema	 midagi ära rikkuma"	informaalsetes	"Sõna ""käkkima"" on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See esineb sageli blogides, foorumites, sotsiaalmeedia postitustes ja igapäevases suhtluses, kus kirjeldatakse hooletut või ebaõnnestunud tegevust. Sõnal on selgelt argine varjund ning seda välditakse ametlikes või formaalsetes tekstides, kus sama mõtte väljendamiseks kasutatakse neutraalsemaid sõnu nagu ""ebaõnnestuma"", ""ära rikkuma"" või ""lohakalt tegema"". Sõna ""käkkima"" on oma olemuselt slängilik ja kuulub pigem vabama keelekasutuse juurde."
leegionär	välismaalt palgatud, mitte oma maa klubis mängiv sportlane	neutraalsetes/formaalsetes	"Sõna ""leegionär"" tähenduses ""välismaalt palgatud, mitte oma maa klubis mängiv sportlane"" esineb peamiselt spordiajakirjanduses ja -uudistes, mis on oma olemuselt neutraalsed või formaalsed tekstid. See on spordikeeles levinud neutraalne termin, mida kasutatakse ilma halvustava või slängile omase varjundita. Sõna kasutatakse sageli faktilises kontekstis, kui kirjeldatakse meeskondade koosseise või sportlaste karjääre. Kuigi see on erialatermin, on see laialt kasutusel tavapärases spordimeedia keeles, mistõttu ei vaja see informaalse registri märgendit."
libekala	osava jutuga silmakirjalik tüüp	informaalsetes	"Sõna ""libekala"" tähenduses ""osava jutuga silmakirjalik tüüp"" on kõnekeelne, slängilik väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on kujundlik, metafoorne väljend, mis viitab inimese libedusele või kavalale olemusele. Sellist kõnekujundit kohtab tõenäolisemalt argivestlustes, foorumites, sotsiaalmeedia postitustes või informaalses kirjavahetuses, mitte ametlikes või akadeemilistes tekstides. Väljend kannab endas teatavat hinnangulist varjundit, mis samuti viitab informaalsele kasutusele."
luhvtitama	(raha raiskamise, hoogsa kulutamise kohta)	informaalsetes	"Sõna ""luhvtitama"" tähenduses ""raha raiskama, hoogsalt kulutama"" on selgelt kõnekeelne ja slängilik väljend. See pärineb saksa keelest (Luft - õhk) ja viitab raha ""õhku laskmisele"" ehk raiskamisele. Seda kasutatakse peamiselt informaalsetes kontekstides nagu sotsiaalmeedia postitused, foorumid, blogid ja igapäevases kõnekeeles. Ametlikes või formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""raha raiskama"" või ""kulutama"". Sõna kõnekeelset päritolu rõhutab ka selle foneetiline struktuur ja laensõnaline iseloom."
lutikas	väike pealtkuulamisseade	neutraalsetes/formaalsetes	Sõna 'lutikas' tähenduses 'väike pealtkuulamisseade' on tehniline termin, mida kasutatakse sageli ajakirjanduses, erialakirjanduses ja ametlikes tekstides, kui räägitakse pealtkuulamisest või jälgimisseadmetest. See on kujundlik, kuid üldlevinud ja neutraalne termin selles kontekstis. Kuigi sõnal on ka kõnekeelne varjund, on see spetsiifilises pealtkuulamisseadme tähenduses piisavalt levinud ja aktsepteeritud ka formaalsetes kontekstides, näiteks uudistes, turvalisust käsitlevates artiklites või ametlikes dokumentides.
läbu	sisutühi, halvustav vm häiriv jutt internetifoorumis	informaalsetes	Sõna 'läbu' tähenduses 'sisutühi, halvustav vm häiriv jutt internetifoorumis' on selgelt informaalse registri sõna. See on slängisõna, mida kasutatakse peamiselt internetisuhtluses, foorumites, kommentaariumides ja sotsiaalmeedias. Sõna on kõnekeelne ja emotsionaalselt laetud, seda ei kasutata ametlikes või formaalsetes tekstides. Sõna 'läbu' on tüüpiline näide internetikeele sõnavarast, mis on tekkinud ja levinud just informaalsetes suhtluskeskkondades.
läbu	joomapidu, kus enda järelt ei koristata	informaalsetes	Sõna 'läbu' tähenduses 'joomapidu, kus enda järelt ei koristata' on selgelt informaalse registri sõna. See on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kirjalikes kontekstides nagu sotsiaalmeedia postitused, foorumid, blogid või noortekeeles. Sõnal on negatiivne konnotatsioon ja see ei sobi ametlikku või formaalsesse keelekasutusse. Neutraalses või formaalses kontekstis kasutataks selle asemel pigem väljendeid nagu 'metsik pidu', 'korrastamata joomapidu' või kirjeldataks olukorda neutraalsemalt.
läbu	maha jäetud sodi, räpased jäägid	informaalsetes	Sõna 'läbu' tähenduses 'maha jäetud sodi, räpased jäägid' on pigem kõnekeelne ja kasutatakse informaalsetes kontekstides. See ei ole neutraalne või formaalne termin, mida leiaks ametlikes dokumentides või akadeemilistes tekstides. Sõna kannab endas teatavat ekspressiivset varjundit ja on levinud pigem argikeeles, sotsiaalmeedia postitustes, blogides ja mitteametlikus suhtluses. Neutraalsemas või formaalsemas kontekstis kasutataks tõenäoliselt sõnu nagu 'praht', 'jäätmed', 'sodi' või täpsemaid kirjeldusi.
läbustama	(hoogsalt, kärarikkalt) pidutsema	informaalsetes	"Sõna ""läbustama"" tähenduses ""(hoogsalt, kärarikkalt) pidutsema"" on selgelt kõnekeelne ja slängilik väljend, mida kohtab peamiselt informaalsetes kontekstides. See on levinud noorte kõnepruugis, sotsiaalmeedia postitustes, foorumites ja muudes mitteametlikes suhtluskanalites. Sõnal on teatav kõnekeelne varjund, mis ei sobi neutraalsesse või formaalsesse keelekasutusse. Ametlikes tekstides või formaalses kõnes kasutataks selle asemel neutraalsemaid väljendeid nagu ""pidutsema"", ""pidu pidama"" või ""lõbutsema""."
läbustama	"endast rämpsu ja jäätmeid maha jätma	 midagi maha ajama või peale tilgutama"	informaalsetes	"Sõna ""läbustama"" tähenduses ""endast rämpsu ja jäätmeid maha jätma, midagi maha ajama või peale tilgutama"" on selgelt informaalse registri sõna. See on kõnekeelne väljend, mida kasutatakse pigem vabamas suhtluses, foorumites, kommentaariumides või sotsiaalmeedia postitustes. Sõnal on negatiivne konnotatsioon ja see ei sobi ametlikku või formaalsesse keelekasutusse. Neutraalses või formaalses kontekstis kasutataks selle asemel väljendeid nagu ""prügi maha jätma"", ""reostama"" või ""määrima""."
läbustama	internetifoorumis sisutühja, halvustavat või roppu teksti kirjutama	informaalsetes	"Sõna ""läbustama"" tähenduses ""internetifoorumis sisutühja, halvustavat või roppu teksti kirjutama"" on selgelt informaalse registri sõna. See on slängisõna, mida kasutatakse peamiselt internetisuhtluses, foorumites ja sotsiaalmeedia kontekstis. Sõna ise on kõnekeelne ja kannab negatiivset konnotatsiooni, mis viitab ebasoovitavale käitumisele internetis. Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) kasutataks selle asemel neutraalsemaid väljendeid nagu ""ebasobivat sisu postitama"" või ""ropendama"". Sõna ""läbustama"" on tüüpiline internetikeele näide, mis on tekkinud ja levinud just informaalsetes suhtluskeskkondades."
lällama	joobnuna pehmel keelel rääkima, laulujoru ajama vms	informaalsetes	"Sõna ""lällama"" on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See kirjeldab joobes inimese ebaselget kõnet või laulmist ja kannab endas teatavat halvustavat või humoorikat alatooni. Seda sõna võib kohata blogides, sotsiaalmeedia postitustes, foorumites ja igapäevases kõnekeeles, kuid see ei ole sobilik ametlikes või formaalsetes tekstides. Sõna on oma kõlalt ka mõnevõrra onomatopoeetiline, mis viitab samuti selle informaalsele kasutusele."
lällutama	joobnuna pehmel keelel rääkima, laulujoru ajama vms	informaalsetes	"Sõna ""lällutama"" on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See kirjeldab joobes inimese ebaselget kõnet või laulmist ning kannab endas teatud halvustavat või humoorikat alatooni. Seda tüüpi sõnu kohtab sagedamini suulises kõnes, blogides, foorumites, sotsiaalmeedia postitustes või ilukirjanduses tegelaskõne osana. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutataks tõenäoliselt neutraalsemaid väljendeid nagu ""ebaselgelt rääkima"" või ""joobnuna kõnelema""."
mats	heade kommeteta, labase käitumise ja rääkimisega inimene, ka sõimusõnana	informaalsetes	"Sõna 'mats' antud tähenduses on selgelt informaalse registri sõna, kuna tegemist on halvustava, labase käitumise kirjeldamiseks kasutatava sõnaga, mida kasutatakse ka sõimusõnana. Sellised halvustavad ja emotsionaalselt laetud sõnad kuuluvad tavaliselt informaalsesse keelekasutusse. Seda tüüpi sõnu kohtab enamasti kõnekeeles, sotsiaalmeedia postitustes, kommentaariumides, ilukirjanduses tegelaste kõnes, aga mitte ametlikes või akadeemilistes tekstides. Formaalsetes kontekstides kasutataks tõenäoliselt neutraalsemaid väljendeid nagu ""ebaviisakas isik"" või ""halbade kommetega inimene""."
mihkel	millegi peale hakkaja, milleski osav	informaalsetes	"Sõna 'mihkel' tähenduses 'millegi peale hakkaja, milleski osav' on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on kujundlik, isikustav väljend (tuletatud eesnimest Mihkel), mida kohtab pigem vabamas suhtluses, nt ""Ta on igasuguste masinate peale mihkel"" või ""Poiss on matemaatika peale mihkel"". Formaalsetes tekstides või ametlikus keelekasutuses eelistatakse neutraalsemaid väljendeid nagu ""osav"", ""võimekas"" või ""andekas"". Sõna selline kasutus on iseloomulik just argisele keelekasutusele."
moor	eakas naine	informaalsetes	"Sõna ""moor"" tähenduses ""eakas naine"" on pigem informaalse registri sõna, mida kasutatakse kõnekeeles ja vabamas suhtluses. Sellel on sageli veidi halvustav või familiaarne varjund. Neutraalses või formaalses kontekstis kasutatakse pigem väljendeid nagu ""eakas naine"", ""vanemaealine naine"" või ""vanurieas naine"". ""Moor"" esineb tihti rahvajuttudes, ilukirjanduses tegelaste kõnes ning vabamas suulises suhtluses, mis viitab selle informaalsele kasutusele."
mutt	eakas, vana naine	informaalsetes	"Sõna 'mutt' tähenduses 'eakas, vana naine' on selgelt informaalse registri sõna. See on kõnekeelne, veidi familiaarne ja mõnikord isegi halvustava varjundiga väljend, mida kasutatakse peamiselt vabamas suhtluses, mitte ametlikes või formaalsetes kontekstides. Seda võib kohata blogides, foorumites, sotsiaalmeedia postitustes, igapäevases kõnekeeles ja ilukirjanduses tegelaste kõnes. Neutraalses või formaalses kontekstis (nt ametlikes dokumentides, uudistes) kasutatakse pigem väljendeid nagu ""eakas naine"", ""vanemaealine naine"" või lihtsalt ""vana naine""."
möga	"jama, totrus, mõttetus	 segane, totter, sisuta ja mõtteta jutt"	informaalsetes	"Sõna ""möga"" tähenduses ""jama, totrus, mõttetus, segane jutt"" on selgelt informaalse registri sõna. See on kõnekeelne väljend, mida kasutatakse peamiselt vabamas suhtluses, sotsiaalmeedia postitustes, foorumites ja muudes mitteametlikes kontekstides. Sõnal on halvustav varjund ning see ei sobi ametlikku või formaalsesse keelekasutusse. Seda tüüpi slängisõnu kasutatakse tihti emotsionaalse rõhutuse vahendina, et väljendada rahulolematust millegi sisutühja või eksitava suhtes."
mööbeldama	"kõvasti rahmeldama	 kärarikkalt toimetama"	informaalsetes	"Sõna ""mööbeldama"" tähenduses ""kõvasti rahmeldama, kärarikkalt toimetama"" on kõnekeelne väljend, mida kasutatakse pigem informaalsetes kontekstides. See on kujundlik, ekspressiivne sõna, mis ei kuulu neutraalsesse või formaalsesse keelekasutusse. Sellist tüüpi kõnekujundlikke verbe kohtab sagedamini suulises kõnes, blogides, sotsiaalmeedia postitustes ja muudes mitteametlikes suhtlussituatsioonides. Sõna kõlaline ja tähenduslik iseloom viitab selgelt informaalsele registrile."
naga	(hrl pahameelt väljendades poisikese, nooruki kohta)	informaalsetes	Sõna 'naga' tähenduses 'poisike, nooruk' (eriti pahameelt väljendades) on selgelt informaalse registri sõna. See on kõnekeelne, emotsionaalselt laetud väljend, mida kasutatakse tüüpiliselt mitteametlikus suhtluses. Seda tüüpi halvustavad või familiaarsed nimetused noorte kohta (nagu ka 'jõnglane', 'võrukael' jms) kuuluvad tavaliselt informaalsesse keelekasutusse. Formaalses või neutraalses tekstis (nt ametlikes dokumentides, uudistes) kasutataks tõenäoliselt neutraalsemaid sõnu nagu 'nooruk', 'poiss' või 'teismeline'.
nitro	kütus, mille üks komponent sisaldab nitrorühma	informaalsetes	Sõna 'nitro' tähenduses 'kütus, mille üks komponent sisaldab nitrorühma' on pigem informaalse registri sõna, mida kasutatakse enamasti hobidega seotud kontekstides (nt autohuviliste, mudellennukite ehitajate foorumites) ja kõnekeeles. Ametlikes või teaduslikes tekstides kasutatakse täpsemaid termineid nagu 'nitrokütus', 'nitromeetaan' või kirjeldatakse kütuse koostist täpsemalt. 'Nitro' on lühendvorm, mis viitab selle kasutusele informaalsetes suhtlusolukordades.
nõks	"kaval võte	 leidlik toimimisviis, (kaval) võte"	neutraalsetes	"Sõna ""nõks"" tähenduses ""kaval võte, leidlik toimimisviis"" on eesti keeles üsna neutraalse registriga. Seda kasutatakse nii igapäevases kõnekeeles kui ka kirjalikes tekstides ilma selge informaalsuse märgita. Kuigi sõnal on teatav kõnekeelne varjund, ei ole see piisavalt tugev, et liigitada sõna selgelt informaalseks. Sõna esineb nii ajakirjanduses, õpetustes, nõuannetes kui ka üldkeeles ilma stilistilise markeerituseta. Näiteks võib kohata väljendeid nagu ""kasulikud nõksud"", ""töö tegemise nõksud"", ""õppimise nõksud"" jms neutraalsetes kontekstides."
näitemäng	"hrl laval esitamiseks mõeldud dialoogivormis kirjandusteos	 kirjutatud teos, mis on mõeldud näitlejatele teatris esitamiseks	 selle ettekanne"	neutraalsetes/formaalsetes	"Sõna ""näitemäng"" on neutraalse või formaalse registriga sõna, mida kasutatakse nii tavalises kõnekeeles kui ka ametlikes kontekstides. See on eesti keele põhisõnavara osa, mis tähistab teatris esitatavat teost. Sõna esineb nii haridus- ja kultuuritekstides, teatriarvustustes kui ka igapäevases neutraalses keelekasutuses. Sellel puuduvad slängile või väga informaalsele keelekasutusele omased tunnused. Informaalses kontekstis võidakse eelistada sõna ""näidend"" või ""etendus"", kuid ""näitemäng"" ise ei ole registriliselt märgistatud."
nöps	keegi või miski väike ja ümar (ning armas, kena)	informaalsetes	Sõna 'nöps' tähenduses 'keegi või miski väike ja ümar (ning armas, kena)' on pigem informaalse registri sõna. See on hellitav, emotsionaalne väljend, mida kasutatakse sageli kõnekeeles, sotsiaalmeedia postitustes ja mitteametlikus suhtluses. Sõna kannab endas hellitavat ja familiaarsust väljendavat tooni, mis ei sobi ametlikku või formaalsesse keelekasutusse. Seda kasutatakse tihti laste, lemmikloomade või armsate väikeste asjade kirjeldamiseks emotsionaalse varjundiga kontekstis.
odamees	odaviskega tegelev sportlane	neutraalsetes/formaalsetes	Sõna 'odamees' tähenduses 'odaviskega tegelev sportlane' on neutraalne sporditermin, mida kasutatakse peamiselt spordiajakirjanduses ja -kommentaarides. See on ametlik, kirjakeelne termin, mis tähistab konkreetset spordiala harrastajat. Sõnal puuduvad slängile või informaalsele keelekasutusele omased tunnused. Seda kasutatakse neutraalsetes kontekstides nagu uudised, spordiülevaated ja ametlikud sporditekstid.
pasundama	üliagaralt kuulutama, teatama või edasi rääkima	informaalsetes	"Sõna ""pasundama"" tähenduses ""üliagaralt kuulutama, teatama või edasi rääkima"" on pigem informaalse registri sõna. See on kujundlik ja veidi halvustava varjundiga väljend, mida kasutatakse sageli kõnekeeles ja informaalsetes kontekstides, kui soovitakse rõhutada, et keegi levitab infot liiga innukalt või pealetükkivalt. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutataks selle asemel neutraalsemaid väljendeid nagu ""teatama"", ""kuulutama"" või ""levitama"". ""Pasundama"" esineb sagedamini arvamusartiklites, blogides, sotsiaalmeedia postitustes ja kõnekeelses suhtluses."
