Katsesõna	Tähendus	vastus	põhjendus
tips	tütarlaps, neiu	informaalsetes	"Minu treeningandmetes esineb sõna ""tips"" peamiselt jutumärkides dialoogis või jutustuses, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  Samuti on see seotud noortekeskse keelekasutusega."
tipsi	tütarlaps, neiu	informaalsetes	"Sõna ""tipsi"" tütarlapse/neiu kohta viitab pigem hellitlevale või familiaarsele suhtumisele ja seetõttu sobib see paremini mitteametlikku, informaalsesse keelekasutusse.  See ei oleks sobiv ametlikes dokumentides või formaalsetes olukordades."
tissitama	last rinnaga toitma	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""tissitama"" peamiselt mitteametlikes vestlustes ja foorumites, kus emad jagavad imetamise kogemusi. See on rahvapärane ja argikeelne sõna, mis sobib hästi sellisesse konteksti. Formaalsemates tekstides ja ametlikes nõuannetes eelistatakse pigem sõna ""imetama""."
tohm	rumal, ohmakas, loll	informaalsetes	"Minu treeningandmetes esineb sõna ""tohm"" selles tähenduses peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  See esineb ka kontekstides, kus kirjeldatakse ebaviisakat või emotsionaalset kõnepruuki."
tohmakas	rumal, ohmakas, loll	informaalsetes	"""Tohmakas"" omab negatiivset ja halvustavat varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See on emotsionaalselt laetud sõna, mida ametlikes või neutraalsetes tekstides üldiselt välditakse."
tohter	"arst (kasutatakse sageli arsti perekonnanime ees)	 inimene, kelle töö on haigeid ravida	 kõrgema meditsiinilise haridusega inimene, kellele on antud õigus haigeid uurida ja ravi määrata"	informaalsetes	"Sõna ""tohter"" kasutatakse perekonnanime ees ja kõnekeeles, mis viitab informaalsele kasutusele.  See on pigem hellitav või lugupidav nimetus, mitte ametlik või formaalne."
tolk	aru, mõistus, taip(amine)	informaalsetes	"Minu treeningandmetes esineb sõna ""tolk"" tähenduses 'aru, mõistus, taip(amine)' peamiselt otsekõnes ja dialoogides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse kasutusega.  Näiteks olen kohanud lauseid nagu ""Kas sul tolku peas pole?"" või ""Lõpuks ometi tuli talle tolk pähe.""  Need laused ei sobiks formaalsesse teksti."
topka	"viina- vms pits	 väike napsiklaas, (viina)pits"	informaalsetes	"Sõna ""topka"" viitab alkoholi tarvitamisele ja on slängisõna.  Seda kasutatakse pigem argises kõnekeeles ja mitteametlikes olukordades. Seega sobib see informaalse registri alla."
toto	kihlveokassa (nt hobuste võiduajamistel)	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""toto"" peamiselt spordiennustuste ja kihlvedude kontekstis, kus see on kasutusel kui ametlik termin. See viitab pigem neutraalsele või formaalsele keelekasutusele.  Ma ei ole kohanud seda sõna informaalses või slängis kontekstis."
totu	(hrl heatahtlikult:) rumal, taipamatu	informaalsetes	"Sõna ""totu"" selles tähenduses kannab endas heatahtlikku halvustamist või naljatlemist, mis on iseloomulik pigem mitteametlikule suhtlusele.  See kõlab vestluskeeles loomulikult, kuid ametlikus või formaalses kontekstis võib tunduda sobimatu."
transa	transportimine, vedu	informaalsetes	"Minu treeningandmetes esineb ""transa"" peamiselt argikeeles ja slängis transportimise või vedamise tähenduses. See viitab sõna mitteametlikule ja informaalsele kasutusele."
transa	transporditööline	informaalsetes	"Sõna ""transa"" transporditöölise tähenduses viitab slängile ja kõnekeelele, mida kasutatakse mitteametlikes olukordades. See ei ole ametlik ega neutraalne termin."
trukk	"hoog	 rõhk, surve"	informaalsetes	"Minu treeningandmetes esineb sõna ""trukk"" tähenduses 'hoog, rõhk, surve' peamiselt argikeeles ja mitteametlikes kontekstides. Näiteks lausetes nagu ""Pane trukki!"" või ""Andis ikka trukki!"".  See viitab sõna mitteformaalsele iseloomule."
trööpama	ohtralt kasutama, selle tõttu (ära) kulutama või rikkuma	informaalsetes	"Minu treeningandmetes esineb ""trööpama"" peamiselt internetikommentaarides ja jutuvormis tekstides, kus väljendub emotsionaalne või humoorikas suhtumine. See viitab sõna mitteametlikule ja argisele kasutusele.  Näiteks olen kohanud seda väljendit nagu ""trööpab raha maha"" või ""trööpab oma tervist"", mis kõlab pigem kõnekeelne ja mitteametlik."
tsiviil	erariie (hrl vastanduses sõjaväevormile)	neutraalsetes/formaalsetes	"Sõna ""tsiviil"" selles tähenduses esineb minu treeningandmetes kirjeldustes ja uudistes, mis viitab pigem neutraalsele või formaalsele keelekasutusele.  Näiteks on mainitud ""tsiviilriietes politseinikke"" või ""presidendi esinemist tsiviilis"".  See ei tundu olevat tüüpiline sõna  vabas vormis suhtluses või argikeeles."
tudeerima	uurima, tundma õppima	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""tudeerima"" peamiselt akadeemilises kontekstis või siis kirjeldamas süvenemist mingisse teemasse. See viitab pigem formaalsemale või neutraalsemale registrile.  Näiteks on seda kasutatud seoses teadusliku uurimistöö või õpingutega.  Ma ei ole kohanud seda sõna selgelt informaalses kontekstis nagu näiteks slängis või netivestlustes."
tudeerima	(kõrgkoolis) õppima	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""tudeerima"" peamiselt akadeemilises kontekstis või ametlikus kõnepruugis.  See viitab õppimisele kõrgkoolis ja on seotud süvenemise ja teadusliku lähenemisega.  Seega sobib see pigem formaalsemasse registrisse.  Kuigi ma ei välista selle esinemist ka informaalsetes tekstides, pole ma seda oma treeningandmetes piisavalt kohanud, et seda informaalseks liigitada."
tuksi	korrast ära mineku kohta, nt rikki, katkiseks, haigeks	informaalsetes	"Sõna ""tuksi"" selles tähenduses esineb minu treeningandmetes peamiselt otsekõnes ja jutumärkides, mis viitab kõnekeelsele ja mitteformaalsele stiilile.  See viitab ka vigastusele või rikkele kergemas ja humoorikamas toonis, mis on samuti informaalse keele tunnus."
tuksis	korrast ära, nt rikkis, katki, haige	informaalsetes	"Sõna ""tuksis"" kõlab kõnekeelselt ja argisemalt.  See sobib hästi igapäevasesse suhtlusse ja mitteametlikesse olukordadesse. Näiteks olen kohanud seda väljendit juttudes, kus kirjeldatakse katkist kodumasinat või haigestumist.  See ei tundu sobivat ametlikesse dokumentidesse või akadeemilistesse tekstidesse."
turva	"inimene, kelle töö on valvata ja kaitsta mingit hoonet, inimest või asutust	 töötaja, kes kaitseb objekte või inimesi, tagab üritustel korda, valvab valveseadmestiku üle vm"	neutraalsetes/formaalsetes	"Sõna ""turva"" viitab ametlikule ametikohale ja seda kasutatakse sageli  töökuulutustes, seadustes ja uudistes.  Näiteks ""Turvafirma otsib töötajaid"" või ""Turvamees hoidis korda"".  See ei ole selline sõna, mida tavaliselt argises vestluses või mitteametlikes tekstides kasutataks."
täkutama	käivitusjuhtmete abil teiselt akult autot käivitama	informaalsetes	"""Täkutama"" kõlab slängina ja seega sobib pigem argikeelde ja mitteametlikesse olukordadesse.  See meenutab sõna ""täkk"", mis viitab isasele hobusele, ja annab edasi ettekujutuse jõulisest käivitamisest, mis on tüüpiline argikeelele."
uimama	(uimasena) aeglaselt liikuma või tegutsema	informaalsetes	"""Uimama"" selles tähenduses kõlab kõnekeelse ja argise sõnana.  See sobiks hästi otsekõnesse või jutustusse, mis püüab edasi anda vabamat ja mitteametlikku stiili.  Kuigi ma ei saa välistada selle esinemist ka neutraalsetes tekstides, tundub see siiski pigem informaalse stiili tunnus."
umbluu	"(millegi või kellegi ebateaduslikuks või muidu kahtlaseks peetava kohta, hrl seoses mitmesuguste pseudoteadustega, para- ja alternatiivõpetustega)	 segane, mitte tõsiselt võetav jutt, jama, totrus"	informaalsetes	"Sõna ""umbluu"" kannab endas negatiivset ja halvustavat hinnangut ning on stiililt ebaviisakas. Seega sobib see pigem argise ja mitteametliku suhtluse konteksti, näiteks foorumitesse või blogidesse.  Tõsisema ja ametlikuma suhtluse puhul kasutataks pigem neutraalsemaid ja viisakamaid sünonüüme."
vaikelu	vaikne ja rahulik, oluliste sündmusteta ja tegevuseta olek	neutraalsetes/formaalsetes	"""Vaikelu"" selles tähenduses tundub sobivat nii ametlikumatesse kui ka igapäevastesse kirjutistesse. See ei ole släng ega liiga argikeelne, samas pole ka ülemäära formaalne. Näiteks sobiks see nii ajaleheartiklisse kui ka isiklikku blogisse."
vanakas	(likööri Vana Tallinn kohta)	informaalsetes	"""Vanakas"" on lühike ja kõnekeelne vorm sõnast ""Vana Tallinn"", mis viitab otsekoheselt tuntud liköörile.  See sarnaneb teiste slängisõnadega, mis lühendavad ja lihtsustavad väljendeid.  Seega sobib see pigem mitteametlikku ja argisesse suhtlusse."
veering	raha, eriti väiksem rahasumma	informaalsetes	"Minu treeningandmetes esineb ""veering"" raha tähenduses peamiselt argises kõnekeeles ja mitteametlikes olukordades. See viitab sõna mitteformaalsele iseloomule."
vereproov	analüüsimiseks soonest eraldatud veri	neutraalsetes/formaalsetes	"""Vereproov"" on meditsiiniline termin, mida kasutatakse nii ametlikes dokumentides kui ka patsientidega suheldes. See ei ole släng ega kõnekeelne väljend.  Minu treeningandmetes esineb see sõna just meditsiinilises kontekstis ja ametlikus keeles."
vesistama	"kui sa nutad, siis voolavad su silmadest pisarad, sest sa oled kurb või sul on valus	 kurbust, muret, valu vm pisaratega väljendama"	informaalsetes	"""Vesistama"" kõlab lastekeelse ja pisut halvustavana.  See sobib otsekõnesse või jutustusse, kus kirjeldatakse emotsionaalset inimest pisut irooniliselt.  Formaalsetes või neutraalsetes tekstides kasutataks pigem sõnu ""nutma"", ""pisaraid valama"" vms."
võmm	"inimene, kes töötab politseis	 politseiasutuses töötav isik"	informaalsetes	"Sõna ""võmm"" on släng ja seda kasutatakse peamiselt mitteametlikes olukordades ja tekstides. See on politseinike kohta käiv kõnekeelne ja sageli humoorikas või halvustav nimetus, mida ametlikes dokumentides või uudistes ei kohta."
võrr	väikesemahulise mootoriga kaherattaline sõiduk, abimootoriga jalgratas	informaalsetes	"""Võrr"" on lühike ja kõnekeelne vorm sõnast ""mopeed"".  Minu treeningandmetes esineb see peamiselt jutumärkides või kontekstides, mis viitavad argikeelele ja mitteametlikule suhtlusele. Näiteks dialoogides noorte vahel või blogipostitustes, kus kirjeldatakse lapsepõlvemälestusi.  Ametlikes tekstides ja uudistes kasutatakse pigem sõna ""mopeed""."
õudselt	väga, äärmiselt	informaalsetes	"Minu treeningandmetes esineb ""õudselt"" peamiselt argises kõnekeeles ja mitteametlikes tekstides. See annab edasi intensiivsust, kuid teeb seda emotsionaalselt laetud ja mitteformaalsel viisil.  Seega sobib see paremini vestluskeelde, blogipostitustesse vms."
äpu	inimene, kelle käes kõik äpardub, saamatu inimene	informaalsetes	"Sõna ""äpu"" kannab endas halvustavat ja ebaviisakat varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See ei oleks sobilik ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides.  Minu treeningandmetes on see sõna esinenud peamiselt jutumärkides dialoogides või internetikommentaarides, mis viitab sellele, et tegemist on pigem kõnekeelse ja informaalse sõnaga."
ärikas	vaheltkasu teenimisega tegeleja, hrl ebaseadusliku äriga tegeleja	informaalsetes	"Sõna ""ärikas"" antud tähenduses kannab negatiivset ja halvustavat varjundit, mis on iseloomulikum informaalsele keelekasutusele.  See viitab salakeelule ja kõnekeelsele stiilile, mida kasutatakse pigem mitteametlikes olukordades."
üle soolama	liialdama, üle pakkuma	informaalsetes	"""Üle soolama"" kõlab kõnekeelse ja kujundliku väljendina, mis sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse. See ei ole termin ega ametlik väljend, mida kasutataks näiteks teadusartiklites või ametlikes dokumentides."
aastanumber	kalendriaastat märkiv arv	neutraalsetes/formaalsetes	"""Aastanumber"" on täpne ja ametlik termin aasta tähistamiseks arvuna.  Minu treeningandmetes esineb see sageli ametlikes dokumentides, andmebaasides ja tehnilistes kirjeldustes.  See ei oma kõnekeelset või slängilist varjundit, mis viitaks informaalsele kasutusele."
ahnepäits	ahne loom või inimene	informaalsetes	"""Ahnepäits"" kõlab halvustava ja rahvapärase väljendina, mida tõenäolisemalt kasutatakse emotsionaalses ja mitteametlikus suhtluses.  See sobib pigem argikeelde ja ebaviisakaks peetavasse kõnepruuki."
ainsam	"ainult üks	 selline, mida või keda on ainult üks"	neutraalsetes/formaalsetes	"Sõna ""ainsam"" esineb minu treeningandmetes mitmesugustes kontekstides, sh ilukirjanduses, ametlikes kirjades ja uudistes. See viitab sellele, et sõna sobib nii formaalsesse kui ka neutraalsesse keelekasutusse.  Näiteid informaalsest kasutusest on vähem ja need piirduvad pigem kirjanduslike dialoogidega, mis ei ole piisav alus sõna informaalseks märkimiseks."
ainumalt	ainult, üksnes	informaalsetes	"Minu treeningandmetes esineb ""ainumalt"" peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga."
ajutu	totter, ogar, napakas	informaalsetes	"Sõna ""ajutu"" kannab endas negatiivset ja halvustavat varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  See on emotsionaalselt laetud ja sarnaneb teiste informaalsete sõnadega nagu ""loll"" või ""napakas"".  Formaalsetes või neutraalsetes tekstides kasutatakse tõenäolisemalt pehmemaid ja objektiivsemaid väljendeid."
ajuvaba	totter, ogar, napakas	informaalsetes	"""Ajuvaba"" tähenduses ""totter, ogar, napakas"" kannab selgelt negatiivset ja halvustavat emotsionaalset laengut. Seega sobib see pigem argikeelde ja mitteametlikku suhtlusse.  Seda kasutatakse sageli emotsionaalse reaktsioonina millelegi rumalale või ärritavale.  Treeningandmetes pole ma kohanud seda sõna ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides."
akuraat	(pedantselt) korralik või korras, nõudeid järgiv või nõuetele täpselt vastav	neutraalsetes/formaalsetes	"""Akuraat"" viitab täpsusele ja korrektsusele, mis sobib nii neutraalsesse kui ka formaalsesse keelekasutusse.  Sõna ei oma selgelt informaalset varjundit ega slängilist tähendust.  Seega sobib see ametlikesse dokumentidesse, teadusartiklitesse ja teistesse formaalsetesse tekstidesse, aga samas ka igapäevasesse suhtlusse ja neutraalsesse keelekasutusse."
akuraatne	(pedantselt) korralik või korras, nõudeid järgiv või nõuetele täpselt vastav	neutraalsetes/formaalsetes	"""Akuraatne"" viitab täpsusele ja korrektsusele, mis on omane pigem ametlikule ja korrektsele keelekasutusele.  Seda võib kohata näiteks õigusaktides, teadusartiklites või ametlikes kirjades. Samas ei ole sõna kasutamine piiratud ainult formaalse kontekstiga. Seda võib kasutada ka igapäevases suhtluses, näiteks kiites kellegi korralikkust või täpsust. Seega sobib sõna nii neutraalsesse kui ka formaalsesse konteksti."
alko	"joogid, mis sisaldavad alkoholi, näiteks viin, õlu ja vein	 joovastava toimega jook (nt vein, õlu, viin), mille kangus tuleneb joogis sisalduvast etanooli hulgast"	informaalsetes	"""Alko"" on lühend sõnast ""alkohol"" või ""alkohoolsed joogid"". Lühendeid kasutatakse tavaliselt mitteformaalsetes olukordades, näiteks sõpradega vesteldes või internetikommentaarides.  See kõlab kõnekeelselt ja lühemalt.  Formaalsetes tekstides ja ametlikus suhtluses eelistatakse täisversiooni."
alla jätma	hinda alandama, odavamalt müüma kui esialgu küsitud	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""alla jätma"" hinna alandamise kontekstis nii ametlikes uudistes kui ka igapäevasemas kõnekeeles. Seega ei tundu see olevat piiratud ühegi konkreetse registriga."
alt minema	"mingis toimingus, otsuses eksima	 petta saama"	informaalsetes	"Väljend ""alt minema"" antud tähenduses kõlab kõnekeelne ja argine.  See sobiks hästi näiteks jutustavasse teksti, kus tegelane kirjeldab oma eksimust, või blogipostitusse, kus autor jagab isiklikku kogemust.  Formaalsemas või ametlikumas kontekstis kasutataks pigem teistsuguseid väljendeid, näiteks ""eksima"", ""viga tegema"", ""eksitusse sattuma"" või ""petta saama""."
