"Katsesõna","Tähendus","vastus","põhjendus"
"läbu","sisutühi, halvustav vm häiriv jutt internetifoorumis","informaalsetes","Sõna ""läbu"" kasutatakse antud tähenduses peamiselt argises ja mitteametlikus kontekstis, näiteks internetifoorumites või sõpradevahelises suhtluses, kus väljendatakse hinnangut või emotsiooni. See ei sobi ametlikesse või formaalsetesse tekstidesse, kuna sõnal on selgelt halvustav ja subjektiivne varjund, mis ei ole neutraalne ega professionaalne. Neutraalsetes tekstides, näiteks ajakirjanduses või ametlikes aruteludes, eelistatakse täpsemaid ja vähem emotsionaalseid väljendeid. Seetõttu on sõna kasutamine piiratud informaalse keelega."
"läbu","joomapidu, kus enda järelt ei koristata","informaalsetes","Sõna ""läbu"" tähenduses ""joomapidu, kus enda järelt ei koristata"" on selgelt kõnekeelne ja mitteametlik. See kannab endas negatiivset või hukkamõistvat varjundit ning seda kasutatakse pigem sõpradevahelises vestluses või argises kontekstis, mitte ametlikes või formaalsetes tekstides. Formaalses keeles eelistataks neutraalsemaid või täpsemaid väljendeid, nagu ""koristamata jäetud pidu"" või ""vastutustundetu käitumine peol"". Seetõttu sobib sõnale ""läbu"" registrimärgend ""informaalne""."
"läbu","maha jäetud sodi, räpased jäägid","informaalsetes","Sõna ""läbu"" tähenduses ""maha jäetud sodi, räpased jäägid"" on pigem kõnekeelne ja emotsionaalse varjundiga, mis viitab hoolimatusele või korratusele. See ei ole neutraalne ega formaalne, kuna ametlikes või tõsistes kontekstides kasutatakse pigem sõnu nagu ""prügi"", ""jäägid"" või ""sodi"". ""Läbu"" kasutamine on omane pigem argisele, vabale suhtlusele, näiteks kõnekeeles või mitteametlikes tekstides."
"läbustama","(hoogsalt, kärarikkalt) pidutsema","informaalsetes","Sõna ""läbustama"" tähenduses ""(hoogsalt, kärarikkalt) pidutsema"" kannab endas kõnekeelset ja vaba tooni, mis viitab pigem sõpruskonna või argisuhtluse kontekstile. See ei sobi ametlikesse või formaalsetesse tekstidesse, kus eelistatakse neutraalsemaid või viisakamaid väljendeid nagu ""pidutsema"" või ""tähistama"". Sõna emotsionaalne varjund ja seos kärarikka või hoogsaga käitumisega rõhutab selle kasutust pigem mitteametlikes olukordades."
"läbustama","endast rämpsu ja jäätmeid maha jätma, midagi maha ajama või peale tilgutama","informaalsetes","Sõna ""läbustama"" kasutatakse antud tähenduses pigem kõnekeeles ja mitteametlikes olukordades, kuna see kannab endas emotsionaalset või hinnangulist varjundit, viidates hooletule või hoolimatule käitumisele (nt prügi maha jätmine või määrimine). Formaalses või neutraalses kontekstis eelistatakse täpsemaid ja vähem emotsionaalseid väljendeid, nagu ""prügi maha jätma"" või ""määrima"". Seetõttu sobib sõna kasutamine pigem informaalsetesse tekstidesse või kõnekeelde."
"läbustama","internetifoorumis sisutühja, halvustavat või roppu teksti kirjutama","informaalsetes","Sõna ""läbustama"" antud tähenduses on selgelt seotud internetikultuuri ja foorumite slängiga, mis on omane pigem vabale ja mitteametlikule suhtlusele. Seda ei kasutata ametlikes ega formaalsetes kontekstides, kuna tähendus viitab negatiivsele või sobimatule käitumisele, mis ei sobi neutraalse või tõsise tooniga tekstidesse. Seetõttu on sobiv märgend ""informaalne"", kuna sõna kasutatakse peamiselt argises, lõdvas või mängulises keeles."
"lällama","joobnuna pehmel keelel rääkima, laulujoru ajama vms","informaalsetes","Sõna ""lällama"" on kõnekeelne ja väljendab mitteametlikku, argist olukorda, mis on seotud joobeseisundi ja lõdva, kohati kohatu kõneviisiga. See ei sobi formaalsetesse ega neutraalsetesse kontekstidesse, kuna kannab endas pigem humoorikat või halvustavat varjundit ning on omane pigem sõpruskonna või argivestluste keelepruugile. Seetõttu sobib see kasutamiseks informaalsetes tekstides või kõnes."
"lällutama","joobnuna pehmel keelel rääkima, laulujoru ajama vms","informaalsetes","Sõna ""lällutama"" kasutatakse antud tähenduses peamiselt kõnekeeles ja mitteametlikes olukordades, kuna see viitab joobeseisundile ja sellega seotud käitumisele, mis ei ole formaalseks või neutraalseks suhtluseks sobiv. Sõna toon ja kontekst on pigem familiaarne või argine, mistõttu see ei sobi ametlikesse tekstidesse. Seetõttu on sobiv lisada registrimärgend, mis viitab informaalisele kasutusele."
"mats","heade kommeteta, labase käitumise ja rääkimisega inimene, ka sõimusõnana","informaalsetes","Sõna ""mats"" kasutatakse peamiselt kõnekeeles ja mitteametlikes olukordades, kuna see kannab sageli halvustavat või emotsionaalset varjundit. See ei sobi formaalsetesse kontekstidesse, nagu ametlikud dokumendid või kõned, ning neutraalsetes tekstides eelistatakse pigem ametlikumaid või vähem hinnangulisi väljendeid. Sõna kasutamine sõimusõnana rõhutab veelgi selle sobivust pigem vabamas, informaalses keeles."
"mihkel","millegi peale hakkaja, milleski osav","informaalsetes","Sõna ""mihkel"" tähenduses ""millegi peale hakkaja, milleski osav"" on pigem kõnekeelne ja mitteametlik. See ei ole tavapärane ametlikes või formaalsetes kontekstides, kus eelistatakse neutraalseid või täpseid väljendeid nagu ""osav"" või ""vilunud"". Sõna ""mihkel"" kasutamine on omane pigem igapäevasele suhtlusele, sõpradevahelisele jutule või rahvalikule keelepruugile, mistõttu sobib see kõige paremini informaalsesse registrisse. Lisaks võib sõnal olla ka irooniline või mänglev varjund, mis veelgi rõhutab selle sobivust mitteametlikku konteksti."
"moor","eakas naine","informaalsetes","Sõna ""moor"" tähenduses ""eakas naine"" on rahvapärane ja sageli kasutatud kõnekeeles või tuttavlikus kontekstis. See võib kanda ka teatavat emotsionaalset või hinnangulist varjundit, mis ei sobi formaalsetesse või neutraalsetesse tekstidesse. Seetõttu on selle kasutamine pigem piiratud informaalse keelega, näiteks vestlustes või folklooris."
"mutt","eakas, vana naine","informaalsetes","Sõna ""mutt"" tähenduses ""eakas, vana naine"" on kõnekeelne ja sageli kasutatud pigem tuttavlikus või naljatlevas kontekstis. See ei ole neutraalne ega formaalne, kuna võib kanda kergelt halvustavat või stereotüüpset varjundit, mis ei sobi ametlikku või tõsisesse keelekasutusse. Seetõttu sobib see kasutamiseks peamiselt informaalsetes olukordades, näiteks sõpradevahelises vestluses."
"möga","jama, totrus, mõttetus, segane, totter, sisuta ja mõtteta jutt","informaalsetes","Sõna ""möga"" on kõnekeelne ja emotsionaalselt laetud väljend, mida kasutatakse peamiselt argises, mitteametlikus kontekstis. See ei sobi formaalsetesse ega neutraalsetesse tekstidesse, kuna kannab endas pigem halvustavat või emotsionaalset hinnangut. Sõna kasutamine on tüüpiline sõpradevahelises vestluses või mitteametlikes olukordades, kus väljendatakse rahulolematust või kriitikat. Seetõttu sobib sellele registrimärgend ""informaalne""."
"mööbeldama","kõvasti rahmeldama, kärarikkalt toimetama","informaalsetes","Sõna ""mööbeldama"" tähenduses ""kõvasti rahmeldama, kärarikkalt toimetama"" kannab endas kõnekeelset ja emotsionaalset varjundit, mis viitab pigem vabale ja mitteformaalsele keelekasutusele. See ei ole neutraalne ega ametlik, kuna sõna kasutamine eeldab teatavat familiaarsust või konteksti, kus selline väljend on sobiv, näiteks argivestluses või ilukirjanduses, kuid mitte ametlikes dokumentides või tõsistes aruteludes. Sõna võib kanda ka kergelt hinnangulist või humoorikat tooni, mis veelgi rõhutab selle sobivust pigem informaalsesse konteksti."
"naga","(hrl pahameelt väljendades poisikese, nooruki kohta)","informaalsetes","Sõna ""naga"" kasutamine tähenduses, mis väljendab pahameelt poisikese või nooruki kohta, on omane pigem kõnekeelsele ja mitteametlikule suhtlusele. See sõna kannab emotsionaalset või hinnangulist tooni, mis ei sobi formaalsetesse või neutraalsetesse kontekstidesse, nagu ametlikud dokumendid või tõsised arutelud. Sellist väljendit kohtab pigem igapäevases vestluses, näiteks pereliikmete või sõprade vahel, kus lubatakse vabamat ja emotsionaalsemat keelekasutust. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"nitro","kütus, mille üks komponent sisaldab nitrorühma","informaalsetes","Sõna ""nitro"" kasutatakse antud tähenduses (kütus, mille üks komponent sisaldab nitrorühma) peamiselt kõnekeeles või spetsiifilistes kontekstides, nagu autospordi või tehniliste harrastajate ringkondades (nt nitrometaanil põhinev kütus). See on lühendatud ja mitteametlik vorm, mis ei ole tavapärane ametlikes või teaduslikes tekstides, kus eelistatakse täpsemaid termineid nagu ""nitrometaan"" või ""nitrokütus"". Seetõttu sobib see pigem informaalsesse registrisse."
"nõks","kaval võte, leidlik toimimisviis, (kaval) võte","informaalsetes","Sõna ""nõks"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna see kannab endas mängulist või kergelt familiaarset tooni. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""võte"", ""meetod"" või ""lahendus"". Sõna ""nõks"" seostub pigem igapäevase suhtluse ja loomingulise või kavaluse rõhutamisega, mis sobib paremini informaalsesse keelekasutusse."
"näitemäng","hrl laval esitamiseks mõeldud dialoogivormis kirjandusteos, kirjutatud teos, mis on mõeldud näitlejatele teatris esitamiseks, selle ettekanne","neutraalsetes","Sõna ""näitemäng"" on neutraalne termin, mida kasutatakse teatrikirjanduse ja lavastuste kontekstis konkreetse žanri või vormi tähistamiseks. See ei ole seotud kindla emotsionaalse või sotsiaalse registriga, nagu näiteks släng või ametlik kõne. Sõna esineb nii igapäevases keeles kui ka ametlikes tekstides (nt teatrikriitika, õpikud), kuid ei ole spetsiifiliselt formaalne ega informaalne. Seetõttu sobib see neutraalseks kasutuseks."
"nöps","keegi või miski väike ja ümar (ning armas, kena)","informaalsetes","Sõna ""nöps"" on pigem hellitav ja mänglev väljend, mida kasutatakse igapäevases kõnes, eriti lastega suhtlemisel või armastavas kontekstis (nt lapse või lemmiklooma kohta). See ei sobi ametlikesse või formaalsetesse tekstidesse, kuna kannab emotsionaalset ja mitteametlikku tooni. Neutraalses kontekstis võib see tunduda kohatu, kuna sõna on selgelt kõnekeelne ja hellitav. Seetõttu on sobivaim märgend ""informaalsetes""."
"odamees","odaviskega tegelev sportlane","informaalsetes","Sõna ""odamees"" on kõnekeelne ja pigem mitteametlik väljend, mida kasutatakse igapäevases suhtluses või ajakirjanduses, kuid mitte ametlikes või formaalsetes kontekstides. Formaalsemates tekstides eelistatakse täpsemat ja neutraalsemat terminit, näiteks ""odaviskaja"". Sõna ""odamees"" võib kanda ka mänglevat või sõbralikku tooni, mis sobib pigem vabamas keeles kasutamiseks."
"pasundama","üliagaralt kuulutama, teatama või edasi rääkima","informaalsetes","Sõna ""pasundama"" kasutatakse antud tähenduses pigem kõnekeeles ja mitteametlikes kontekstides, kuna sellel on sageli irooniline või emotsionaalselt laetud varjund. See ei sobi formaalsetesse tekstidesse, kus eelistatakse neutraalsemaid või ametlikumaid väljendeid nagu ""kuulutama"" või ""teatama"". Neutraalsetes kontekstides võib see samuti tunduda kohatu, kuna sõna kannab endas teatavat ekspressiivsust või ülepingutatust. Seetõttu sobib see kõige paremini informaalsetesse olukordadesse, näiteks vestlustesse või ilukirjanduslikesse tekstidesse, kus tahetakse rõhutada emotsionaalset või kujundlikku tooni."
"pehmik","leebe ja järeleandlik, abituna mõjuv, mittekarm inimene, hrl mehe kohta","informaalsetes","Sõna ""pehmik"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna sellel on sageli kergelt halvustav või irooniline varjund, mis ei sobi formaalsesse või neutraalsesse keelekasutusse. See viitab inimese iseloomuomadustele (leebe, järeleandlik) viisil, mis võib tunduda hinnanguline või familiaarne, mistõttu see ei ole tavapärane ametlikes tekstides või tõsistes aruteludes. Näiteks võiks seda kasutada sõpradevahelises vestluses, kuid mitte ametlikes dokumentides või akadeemilistes tekstides."
"perse","tagumik","informaalsetes","Sõna ""perse"" tähenduses ""tagumik"" on kõnekeelne ja pigem labane väljend, mida kasutatakse igapäevases, mitteametlikus suhtluses. See ei sobi formaalsetesse ega neutraalsetesse kontekstidesse, kus eelistatakse neutraalsemaid või meditsiinilisi termineid nagu ""tuharad"" või ""tagumik"". Seetõttu on sõna kasutamine piiratud informaalsete olukordade ja tekstidega, kus selline keelekasutus on vastuvõetav."
"pill","televiisor, muusikakeskus, auto, fotokaamera vms riist","informaalsetes","Sõna ""pill"" kasutamine tähenduses ""televiisor, muusikakeskus, auto, fotokaamera vms riist"" on slängi või kõnekeelne väljend, mis ei sobi ametlikesse või formaalsetesse kontekstidesse. See on pigem vaba ja sõbraliku suhtluse osa, mida kasutatakse igapäevases kõnes tuttavate inimeste vahel. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"pillitama","hellitama, poputama","informaalsetes","Sõna ""pillitama"" tähenduses ""hellitama, poputama"" on pigem kõnekeelne ja emotsionaalse varjundiga, mida kasutatakse igapäevases suhtluses, eriti laste või lähedaste inimeste kontekstis. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või standardsemaid väljendeid nagu ""hellitama"" või ""hoolitsema"". Seetõttu sobib see sõna pigem informaalsesse registrisse."
"pillitama","nututama","informaalsetes","Sõna ""pillitama"" tähenduses ""nututama"" on pigem kõnekeelne ja emotsionaalselt laetud väljend, mida kasutatakse igapäevases suhtluses või kirjanduslikes kontekstides, kus tahetakse edasi anda familiaarset või tundelist tooni. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid sõnu nagu ""nutma"" või ""pisaraid valama"". Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"pillitama","(jahti pidades) vilega lindu või looma peibutama","informaalsetes","Sõna ""pillitama"" kasutamine tähenduses ""vilega lindu või looma peibutama"" on pigem spetsiifiline ja seotud jahinduse või rahvapärase keelega, mis ei ole ametlikes või formaalsetes kontekstides tavapärane. See sõna ei kuulu neutraalsesse ega formaalsesse keelde, kuna sellel on pigem kõnekeelne või kontekstispetsiifiline varjund, mis sobib pigem vabas või tuttavlikus suhtluses, näiteks jahimeeste omavahelises vestluses. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"pilves","narkootikumist tingitult joobeseisundis, narkouimas","informaalsetes","Sõna ""pilves"" kasutamine tähenduses ""narkootikumist tingitult joobeseisundis, narkouimas"" on omane pigem kõnekeelele ja mitteametlikele kontekstidele. See on slängiväljend, mida ei kohta ametlikes või formaalsetes tekstides, kus eelistatakse täpsemaid ja neutraalsemaid termineid nagu ""joobeseisundis"" või ""narkootikumide mõju all"". Informaalsetes olukordades, näiteks sõpradevahelises vestluses, on selle kasutamine tavapärane ja loomulik. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"pipstükk","mingi paremat, peenemat sorti toit või toidupala","informaalsetes","Sõna ""pipstükk"" kasutatakse kõnekeeles ja pigem mitteametlikes olukordades, kuna see kannab endas mängulist või rahvalikku varjundit. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""maiustus"" või ""hõrgutis"". Sõna kasutamine viitab pigem sõbralikule, vabale suhtlusstiilile, mis on omane informaalsele keelekasutusele."
"pipstükk","peps (nõudlik ja valiv) inimene","informaalsetes","Sõna ""pipstükk"" tähenduses ""peps (nõudlik ja valiv) inimene"" on kõnekeelne ja pigem mänglev või irooniline väljend, mida kasutatakse pigem sõprade või tuttavate vahelises suhtluses. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kuna kannab endas emotsionaalset või hinnangulist varjundit, mis ei ole neutraalne. Sõna kasutamine on seega piiratud pigem vabamas ja sõbralikus keskkonnas, mistõttu sobib sellele registrimärgend ""informaalne""."
