Katsesõna	Tähendus	vastus	põhjendus
luhvtitama	(raha raiskamise, hoogsa kulutamise kohta)	informaalsetes	"Sõna 'luhvtitama' on kõnekeelne, saksa laensõnast 'Luft' (õhk) tuletatud väljend, mida kasutatakse peamiselt argises kõnes ja informaalsetes kontekstides. See on slängilik väljend, mis viitab raha ""tuulde laskmisele"" ehk raiskamisele. Seda tüüpi sõnavara ei kasutata ametlikes dokumentides või formaalses kirjakeeles, vaid pigem sotsiaalmeedia postitustes, foorumites ja igapäevases suhtluses."
lutikas	väike pealtkuulamisseade	neutraalsetes/formaalsetes	Sõna 'lutikas' tähenduses 'pealtkuulamisseade' on tehniline termin, mida kasutatakse sageli ajakirjanduses, uurivates artiklites ja turvalisust puudutavates tekstides. See ei ole slängilik väljend, vaid üldlevinud neutraalne termin sellise seadme tähistamiseks. Kuigi sõna on metafoorne (tuletatud putuka nimest), on see tähendus keeles piisavalt kinnistunud ja professionaalses kontekstis kasutatav.
läbu	sisutühi, halvustav vm häiriv jutt internetifoorumis	informaalsetes	Sõna 'läbu' selles tähenduses on tüüpiline internetikeele slängisõna, mida kasutatakse peamiselt just informaalsetes veebikeskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia. See on halvustava varjundiga sõna, mis ei sobi ametlikku või neutraalsesse keelekasutusse. Sõna ise on tekkinud ja levinud just informaalses internetisuhtluses, kus see viitab madala kvaliteediga või häirivale veebisisule.
läbu	joomapidu, kus enda järelt ei koristata	informaalsetes	"Sõna 'läbu' on selgelt slängilise varjundiga väljend, mida kasutatakse peamiselt mitteametlikus kõnepruugis ja vabamas suhtluses. See on tüüpiline näide sõnast, mida võib kohata noorte omavahelises suhtluses, sotsiaalmeedia postitustes, foorumites ja mitteametlikes vestlustes. Sõna kannab endas teatavat halvustavat või humoorikat alatooni ning ei sobi ametlikku või formaalsesse keelekasutusse. Neutraalses või formaalses kontekstis kasutataks pigem väljendeid nagu ""pidu"", ""alkoholi liigtarbimine"" või ""korratult lõppenud pidu""."
läbu	maha jäetud sodi, räpased jäägid	informaalsetes	Sõna 'läbu' selles tähenduses on pigem kõnekeelne ja argine väljend, mida kasutatakse vabamas keelekasutuses. See pole neutraalne või ametlik sõna, vaid emotsionaalselt laetud ja mitteformaalse varjundiga. Seda tüüpi sõna kohtab tõenäolisemalt argivestlustes, foorumites, sotsiaalmeedia postitustes või mitteametlikus suhtluses, mitte ametlikes dokumentides või formaalses kirjakeeles, kus sama mõtte väljendamiseks kasutataks neutraalsemaid sõnu nagu 'praht', 'jäätmed' või 'jäägid'.
läbustama	(hoogsalt, kärarikkalt) pidutsema	informaalsetes	Sõna 'läbustama' on slängilik väljend, mida kasutatakse peamiselt vabamas ja mitteametlikus suhtluses. See on kõnekeelne sõna, mis esineb tüüpiliselt noorte omavahelises suhtluses, sotsiaalmeedias, foorumites ja muudes informaalsetes keskkondades. Sõna kannab endas teatavat hooletut ja mängulist varjundit ning ei sobi ametlikku või formaalsesse keelekasutusse. Neutraalsema väljendusviisi puhul kasutataks pigem sõnu nagu 'pidutsema' või 'pidu pidama'.
läbustama	"endast rämpsu ja jäätmeid maha jätma	 midagi maha ajama või peale tilgutama"	informaalsetes	"Sõna 'läbustama' antud tähenduses on pigem kõnekeelne ja halvustava varjundiga väljend, mida kasutatakse enamasti informaalsetes situatsioonides. See pole neutraalne kirjeldav sõna, vaid emotsionaalselt laetud väljend, mida võib kohata näiteks sotsiaalmeedia postitustes, foorumites või argivestlustes, kus keelekasutus on vabam. Neutraalses või formaalses kontekstis (nt ametlikes dokumentides või uudistes) kasutataks pigem väljendeid nagu ""prügi maha jätma"", ""reostama"" või ""määrima""."
läbustama	internetifoorumis sisutühja, halvustavat või roppu teksti kirjutama	informaalsetes	"Sõna 'läbustama' antud tähenduses on selgelt internetisuhtluse slängisõna, mida kasutatakse peamiselt just informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia. Sõna ise viitab juba madalstiilsele või halvustavale tegevusele (""sisutühja, halvustavat või roppu teksti kirjutama"") ning selline tegevus ja selle kirjeldamine on omane just informaalsetele suhtluskeskkondadele. Formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised) kasutataks sellise tegevuse kirjeldamiseks neutraalsemaid väljendeid."
lällama	joobnuna pehmel keelel rääkima, laulujoru ajama vms	informaalsetes	"Sõna 'lällama' on oma olemuselt kõnekeelne ja mitteametlik väljend, mida kasutatakse peamiselt vabamas suhtluses. See on ekspressiivne ja veidi halvustava varjundiga sõna, mis esineb tüüpiliselt just informaalsetes kontekstides nagu foorumid, sotsiaalmeedia postitused või argivestlused. Sõna ei sobi ametlikku või neutraalsesse keelekasutusse, kus sama nähtuse kirjeldamiseks valitaks pigem neutraalsem väljend (nt ""purjuspäi rääkima/laulma""). Sõna kõlab familiaarselt ja on oma häälikuliselt koosseisult (lä-lä) deskriptiivne, mis on samuti omane just informaalsele keelekasutusele."
lällutama	joobnuna pehmel keelel rääkima, laulujoru ajama vms	informaalsetes	Sõna 'lällutama' on oma olemuselt kõnekeelne ja väljendab halvustavat või naljatlevat suhtumist purjus inimese ebaselgesse kõnesse või laulmisesse. Seda tüüpi deskriptiivverbid on iseloomulikud just vabamale keelekasutusele ja esinevad tavaliselt mitteametlikes suhtlusolukordades, nagu sotsiaalmeedia postitused, foorumid või argivestlused. Sõna häälikuline koostis (lällutama) on samuti mänglev ja jäljendab kirjeldatavat tegevust, mis on tüüpiline informaalsele keelekasutusele.
mats	heade kommeteta, labase käitumise ja rääkimisega inimene, ka sõimusõnana	informaalsetes	Sõna 'mats' antud tähenduses on halvustava varjundiga sõimusõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes olukordades. See esineb sageli emotsionaalses kõnes, foorumites, kommentaariumides ja sotsiaalmeedia postitustes, kus inimesed väljendavad oma pahameelt või negatiivset suhtumist kellegi käitumisse. Formaalsetes tekstides või ametlikus suhtluses välditakse selliseid halvustavaid väljendeid ning eelistatakse neutraalsemaid sõnu inimese käitumise kirjeldamiseks.
mihkel	millegi peale hakkaja, milleski osav	informaalsetes	"Sõna 'mihkel' selles tähenduses on pigem kõnekeelne ja argine väljend, mida kohtab sagedamini vabamas suhtluses ja informaalsetes tekstides. Näiteks laused nagu ""Ta on igasugu meisterdamiste peale mihkel"" või ""Poiss on matemaatika peale mihkel"" on tüüpilisemad just vabamas keelekasutuses. See pole neutraalne või formaalne termin, mida kasutataks ametlikus kirjakeeles või akadeemilistes tekstides, vaid pigem rahvapärane väljend."
moor	eakas naine	informaalsetes	"Sõna 'moor' tähenduses 'eakas naine' on pigem kõnekeelne ja veidi familiaarne väljend, mida kohtab sagedamini mitteametlikus suhtluses, ilukirjanduses tegelaste kõnes ning informaalsetes tekstides. See ei ole neutraalne viis eaka naise kohta rääkimiseks, vaid kannab endas teatud emotsionaalset varjundit, mis võib olla nii sooja-familiaarne kui ka veidi halvustav. Ametlikes dokumentides või formaalsetes olukordades kasutatakse neutraalsemaid väljendeid nagu ""eakas naine"" või ""vanemaealine naine""."
mutt	eakas, vana naine	informaalsetes	"Sõna 'mutt' tähenduses 'eakas, vana naine' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. See on veidi halvustava varjundiga slängilik väljend, mida ei peeta viisakaks kasutada ametlikus või formaalses kontekstis. Seda kohtab sageli just informaalsetes keskkondades nagu sotsiaalmeedia postitused, foorumid ja argikõne. Formaalses kontekstis kasutatakse selle asemel neutraalsemaid väljendeid nagu ""eakas naine"" või ""vanemaealine naine""."
möga	"jama, totrus, mõttetus	 segane, totter, sisuta ja mõtteta jutt"	informaalsetes	"Sõna 'möga' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. See on halvustava või negatiivse varjundiga sõna, mis ei sobi ametlikku või formaalsesse konteksti. Seda kohtab sageli internetikommentaarides, sotsiaalmeedia postitustes ja vabamas vestluses, kus see väljendab kõneleja negatiivset suhtumist millegi sisutühjuse või mõttetuse suhtes. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""ebaoluline info"" või ""sisutühi jutt""."
mööbeldama	"kõvasti rahmeldama	 kärarikkalt toimetama"	informaalsetes	See on kõnekeelne, ekspressiivne sõna, mis on tuletatud sõnast 'mööbel', kuid kasutatud ülekantud tähenduses. Selline loominguline sõnakasutus ja kõnekeelne väljendusviis on iseloomulik just informaalsetele suhtlussituatsioonidele. Sõna kõlab mänguliselt ja familiaarselt ning seda ei kohta ametlikes dokumentides või akadeemilistes tekstides. See sobib pigem igapäevasesse suhtlusesse, blogidesse või sotsiaalmeediasse, kus keelekasutus on vabam.
naga	(hrl pahameelt väljendades poisikese, nooruki kohta)	informaalsetes	Sõna 'naga' on oma olemuselt halvustava varjundiga kõnekeelne väljend, mida kasutatakse eelkõige informaalses suhtluses, kui tahetakse väljendada pahameelt või negatiivset suhtumist noore poisi või nooruki suhtes. Selline sõnakasutus on tüüpiline just vabamas õhkkonnas, näiteks argivestlustes, foorumites või sotsiaalmeedia postitustes, mitte ametlikes või neutraalsetes tekstides. Halvustav varjund ja emotsionaalne laeng viitavad selgelt informaalsele kasutuskontekstile.
nitro	kütus, mille üks komponent sisaldab nitrorühma	informaalsetes	Sõna 'nitro' on lühendatud/slängilik vorm pikemast tehnilisest terminist 'nitrokütus' või 'nitromeetaan'. Seda kasutatakse peamiselt informaalses kontekstis, eriti autospordi- ja tehnikahuvilistest koosnevates kogukondades, foorumites ja sotsiaalmeedia vestlustes. Formaalsetes või tehnilistes tekstides kasutatakse tavaliselt täispikka ja täpsemat terminit. 'Nitro' on seega pigem kõnekeelne väljend, mida kasutatakse vabamas suhtluses.
nõks	"kaval võte	 leidlik toimimisviis, (kaval) võte"	informaalsetes	"Sõna 'nõks' selles tähenduses on pigem kõnekeelne ja mitteametlik väljend. Seda kasutatakse sageli vabamas suhtluses, kui räägitakse kavalast või nutikast lahendusest. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutataks selle asemel tõenäoliselt neutraalsemaid väljendeid nagu ""meetod"", ""võte"" või ""lahendus"". Sõna 'nõks' kannab endas teatud mängulisust ja familiaarsust, mis viitab selgelt informaalsele kasutusele."
näitemäng	"hrl laval esitamiseks mõeldud dialoogivormis kirjandusteos	 kirjutatud teos, mis on mõeldud näitlejatele teatris esitamiseks	 selle ettekanne"	neutraalsetes/formaalsetes	Sõna 'näitemäng' on neutraalne kirjakeelne termin, mida kasutatakse laialdaselt nii ajakirjanduses, teatrikriitikas kui ka hariduskontekstis. See ei ole argikõneline ega slängilik väljend. Sõna esineb sageli kultuuritekstides, teatriarvustustes, õppematerjalides ja ametlikes teatritekstides. Kuigi sõna võib esineda ka informaalsetes tekstides, on see oma põhiolemuselt neutraalne kirjakeelne termin, mis sobib kasutamiseks ka formaalses kontekstis. Sõna ei kanna endas stilistilist markeeritust, mis viitaks informaalsele kasutusele.
nöps	keegi või miski väike ja ümar (ning armas, kena)	informaalsetes	Sõna 'nöps' on hellitlev ja emotsionaalselt laetud väljend, mida kasutatakse peamiselt argikeeles ja mitteametlikus suhtluses. See on tüüpiline deminutiivne (hellitav) sõna, mida kohtab sageli just informaalses kontekstis, näiteks lapsega rääkides, sotsiaalmeedia postitustes või sõbralikus vestluses. Sõna kannab endas positiivset ja familiaarselt hellitavat varjundit, mis ei sobi ametlikku või formaalsesse keelekasutusse. Formaalsemas kontekstis kasutataks selle asemel neutraalsemaid sõnu nagu 'väike', 'pisike' või 'ümar'.
odamees	odaviskega tegelev sportlane	neutraalsetes/formaalsetes	Sõna 'odamees' on sporditermin, mida kasutatakse peamiselt spordiajakirjanduses ja -reportaažides, kus keel on üldjuhul neutraalne või formaalne. See on professionaalne nimetus odaviskajale, mis ei kanna endas kõnekeelset või slängilikku varjundit. Sõna on moodustatud neutraalselt, ühendades spordiala vahendi (oda) ja tegija (mees), mis on eesti keeles tavaline viis spordialade esindajate nimetamiseks (vrd kettamees, kuulitõukaja).
pasundama	üliagaralt kuulutama, teatama või edasi rääkima	informaalsetes	Sõna 'pasundama' antud tähenduses kannab endas teatavat halvustavat või iroonilis-kriitilist varjundit ning seda kasutatakse pigem kõnekeelsetes ja informaalsetes kontekstides. See ei ole neutraalne viis info edastamise kirjeldamiseks, vaid väljendab kõneleja kriitilist suhtumist kellegi liigagarasse info levitamisse. Sõna sobib hästi sotsiaalmeedia postitustesse, blogidesse ja argivestlustesse, kuid ametlikes dokumentides või akadeemilistes tekstides kasutataks selle asemel neutraalsemaid väljendeid nagu 'teatama', 'kuulutama' või 'levitama'.
pehmik	leebe ja järeleandlik, abituna mõjuv, mittekarm inimene, hrl mehe kohta	informaalsetes	Sõna 'pehmik' on oma olemuselt pigem kõnekeelne ja veidi halvustava varjundiga väljend, mida kasutatakse enamasti mitteametlikus suhtluses. See on tüüpiline näide sõnast, mida võib kohata internetifoorumites, sotsiaalmeedia postitustes või vabamas vestluses, kuid mitte ametlikes dokumentides või akadeemilistes tekstides. Sõna kannab endas subjektiivset hinnangut ja emotsionaalset laengut, mis on iseloomulik just informaalsele keelekasutusele. Seda tüüpi inimest kirjeldavad tuletised (-ik-liitelised) on sageli just kõnekeelsed.
perse	tagumik	informaalsetes	"Sõna 'perse' on selgelt informaalse registriga sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. See on tagumiku kohta käiv argisõna, mida välditakse ametlikes või formaalsetes olukordades, kus eelistatakse neutraalsemaid vasteid nagu ""tagumik"" või ""istmik"". Sõna esineb tihti just informaalsetes keskkondades nagu internetikommentaarid, sotsiaalmeedia postitused, argikõne ja slängitekstid. Selle kasutamine formaalses kontekstis võib mõjuda kohatuna või ebaviisakana."
pill	televiisor, muusikakeskus, auto, fotokaamera vms riist	informaalsetes	See sõna tähenduses 'tehniline seade/riist' on selgelt argikeelne väljend, mida kasutatakse peamiselt vabamas suhtluses. Seda kohtab sageli internetifoorumites, blogides ja sotsiaalmeedia postitustes, kus inimesed räägivad oma tehnikaseadmetest vabamas vormis. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel konkreetseid seadmete nimetusi nagu 'televiisor', 'auto' või 'fotoaparaat'. Sõna 'pill' sellises tähenduses on slängilik laiendus sõna algsest tähendusest (muusikainstrument).
pillitama	hellitama, poputama	informaalsetes	"Sõna 'pillitama' tähenduses 'hellitama, poputama' on pigem argikõnele omane väljend, mida kohtab sagedamini mitteametlikus suhtluses ja informaalsetes tekstides. See on emotsionaalselt laetud sõna, mis väljendab teatud hinnangulisust (tihti negatiivset) kellegi üleliigse hellitamise või poputamise suhtes. Näiteks võidakse öelda ""Ära pillita last nii palju!"" või ""Vanaema pillitab lapselapsi"". Neutraalsemas või ametlikumas kontekstis kasutatakse pigem sõnu nagu 'hellitama' või 'poputama'."
pillitama	nututama	informaalsetes	Sõna 'pillitama' tähenduses 'nututama' on pigem kõnekeelne ja emotsionaalselt laetud väljend, mida kasutatakse enamasti mitteametlikus suhtluses. See on ekspressiivne sõna, mis sageli esineb just argikeeles, näiteks laste nutmise kirjeldamisel. Sõna kõlab familiaarselt ja on oma olemuselt pigem informaalse registri tunnus. Ametlikes või formaalsetes tekstides kasutatakse tavaliselt neutraalsemaid väljendeid nagu 'nutma' või 'nutust tõstma'.
pillitama	(jahti pidades) vilega lindu või looma peibutama	neutraalsetes/formaalsetes	See on jahinduse erialane termin, mida kasutatakse peamiselt jahindusega seotud tekstides ja kirjeldustes. Kuna tegemist on spetsiifilise tegevuse kirjeldamisega, mis ei ole argikeelne väljend, vaid pigem tehniline termin, siis see kuulub neutraalsesse/formaalsesse registrisse. Sõna kasutatakse asjalikus kontekstis, kui kirjeldatakse jahipidamise meetodeid ja tehnikaid, mitte vabamas suhtluses või slängina.
