Katsesõna;Tähendus;Hindaja_1;Hindaja_2;Hindaja_3;Koondarvamus;split
sapakas;sõiduauto Zaporožets, Vene-aegne väike auto;JAH;JAH;JAH;JAH;eval
sapikas;sõiduauto Zaporožets, Vene-aegne väike auto;JAH;JAH;JAH;JAH;eval
seaduseauk;seadusega reguleerimata koht, seaduses puuduv asjaolu;EI;EI;EI;EI;eval
seadusemees;seaduse esindaja seaduste järgija, hrl jurist;JAH;JAH;EI;JAH;eval
seamoodi;väga (palju), rohkesti, kõvasti;JAH;JAH;JAH;JAH;eval
seatemp;inetu, häbematu või alatu tegu või käitumine;JAH;JAH;JAH;JAH;eval
seda’p;just seda just seda, nimelt seda;JAH;JAH;JAH;JAH;eval
sedavärki;selletaoline, sedamoodi, sedasorti;JAH;JAH;JAH;JAH;eval
seebiseriaal;peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval;EI;EI;EI;EI;eval
seerima;(mingi aja jooksul) siin-seal käima, sõitma vm moel ringi liikuma;JAH;JAH;EI;JAH;eval
seeru;nooremseersandile järgnev ja vanemseersandile eelnev nooremallohvitseri auaste Eesti jt riikide kaitseväes selles auastmes ohvitser;JAH;JAH;JAH;JAH;eval
seesinane;(viitab kellelegi või millelegi:) see;JAH;JAH;EI;JAH;eval
sehkendus;joonistus, pilt;JAH;JAH;EI;JAH;eval
sehvt;tihe, lähedane suhtlemine kellegagi (nt äri ajades või kurameerides);JAH;JAH;JAH;JAH;eval
sehvtitama;kellegagi tihedalt, lähedalt suhtlema (nt äri ajades või kurameerides);JAH;JAH;JAH;JAH;eval
seitel;(pikk kitsas) vahekoht juustes;EI;EI;EI;EI;eval
seivima;(arvutis) salvestama;JAH;JAH;JAH;JAH;eval
seljasaun;keretäis, nahatäis;JAH;JAH;JAH;JAH;eval
semlak;kellegagi samast kohast pärinev või samas kohas elanud inimene, sõber või muidu tuttav inimene (ka kerge kirumissõnana);EI;JAH;JAH;JAH;eval
sent;sentimeeter;JAH;JAH;JAH;JAH;eval
sess;eksamiteks määratud ajavahemik hrl kõrgkoolis;EI;JAH;JAH;JAH;eval
shopping;kauplusi mööda ringi käimine, neis sisseostude tegemine;EI;JAH;JAH;JAH;eval
sihker;kindel, selge;JAH;JAH;EI;JAH;eval
sihuke;niisugune, seesugune;JAH;JAH;JAH;JAH;eval
sihukene;niisugune, seesugune;JAH;JAH;JAH;JAH;eval
sihvkad;päevalille musta kestaga väikesed seemned, millest pressitakse õli ja mida ka süüakse päevalille musta koorega väikesed seemned, mida süüakse ja millest tehakse õli;JAH;JAH;EI;JAH;eval
siiam;Kagu-Aasiast pärit siniste silmadega, hrl lühikese pruunika karvaga sale ja nõtke kass;JAH;EI;EI;EI;eval
silmaklaasid;kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha;JAH;JAH;EI;JAH;eval
sinder;leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral;JAH;JAH;JAH;JAH;eval
sindrinahk;leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral;JAH;JAH;JAH;JAH;eval
sinikrae;tööline, teenindaja, müüja vm teenindavat või tootvat tööd tegev inimene;EI;JAH;EI;EI;eval
sinisukk;(naise kohta, kel on kirjanduslikke vm vaimutegevuse kalduvusi, ent kes ei pruugi sel alal õnnestuda);EI;JAH;EI;EI;eval
sisse vehkima;varastama, näppama;EI;JAH;JAH;JAH;eval
sitaseen;söögiks kõlbmatu, mittesöödav seen;JAH;JAH;JAH;JAH;eval
sitasti;halvasti;JAH;JAH;JAH;JAH;eval
sitavesi;solgivesi;JAH;JAH;JAH;JAH;eval
siva;ruttu, kiiresti;JAH;JAH;JAH;JAH;eval
skinn;heterogeense noorte subkultuuri liige, eripärase riietuse ja paljakspöetud peaga ja sageli rassistlike vaadetega hrl noor mees;JAH;JAH;EI;JAH;eval
skiso;skisofreenia all kannatav inimene;JAH;JAH;EI;JAH;eval
snitt;millegi üldilme (mis millestki lähtub), millegi laad, mingi eriline võte vms;JAH;JAH;EI;JAH;eval
sobi;pettus, sohk;JAH;JAH;EI;JAH;eval
soendama;soojaks või soojemaks tegema soojenemist põhjustama temperatuurilt soojaks või soojemaks tegema;JAH;JAH;EI;JAH;eval
soenema;temperatuurilt soojaks või soojemaks muutuma;JAH;JAH;EI;JAH;eval
soge;sonimüts;EI;JAH;EI;EI;eval
sohipoeg;väljaspool abielu, vallaslapsena sündinud poeg;EI;JAH;EI;EI;eval
sohver;bussi- või autojuht;EI;EI;EI;EI;eval
somm;(soomlase kohta);JAH;JAH;JAH;JAH;eval
soodom;suur segadus, kaos;JAH;JAH;EI;JAH;eval
soodukas;soodusmüük, sooduspakkumine;EI;JAH;JAH;JAH;eval
soojanatuke;lühidalt kestnud soe ilm vähene soojus;JAH;JAH;EI;JAH;eval
soolaputka;ruum arreteeritute lühiajaliseks kinnipidamiseks;JAH;JAH;EI;JAH;eval
sopajoodik;paadunud joodik;JAH;JAH;JAH;JAH;eval
sopakas;põnevust, meelelahutust vms taotlev kunstiväärtuseta raamat või ajakiri;JAH;JAH;JAH;JAH;eval
sopakäi;keegi või miski väga sopane, porine;JAH;JAH;JAH;JAH;eval
soperdis;kehv, viletsalt tehtud töö, hrl kirjatöö kohta;JAH;JAH;JAH;JAH;eval
soperdus;kehv, viletsalt tehtud töö, hrl kirjatöö kohta;JAH;JAH;JAH;JAH;eval
soru;ühtlane vedeliku juga;JAH;EI;EI;EI;eval
soru;pudel, tops vm kogus viina (vm kanget alkoholi);JAH;JAH;EI;JAH;eval
sots;inimene, kes toetab vasakpoolset ideoloogiat, nt riigi sekkumist majandusse sotsiaalse õigluse ja stabiilsuse huvides;JAH;JAH;EI;JAH;eval
sotsiaalporno;(väga masendava elu skandaalimaigulise käsitlemise kohta);JAH;JAH;EI;JAH;eval
sovetiaeg;Nõukogude Liidu võimu aeg Eestis 1940-1941 ja 1944–1991;EI;JAH;EI;EI;eval
speller;sõnade õigekirja kontrolliv arvutiprogramm;EI;EI;EI;EI;eval
spets;kindla otstarbega kindla, määratud otstarbega, millegi jaoks mõeldud, valmistatud või kasutatav;JAH;JAH;JAH;JAH;eval
stagna;stagnatsioon, hrl 1970.–1980. aastatel NSV Liidus valitsenud stagnatsiooni kohta;JAH;JAH;JAH;JAH;eval
stipp;raha, mida makstakse kellelegi tema õpingute või loomingulise töö toetamiseks õpinguiks, teadus- või loometööks (korrapäraselt) makstav abiraha;EI;JAH;EI;EI;eval
stoori;lugu, jutt;JAH;JAH;JAH;JAH;eval
stressama;stressi all kannatama stressi tekitama;EI;JAH;JAH;JAH;eval
stripp;striptiis;JAH;JAH;JAH;JAH;eval
suht;suhteliselt, üsna;JAH;JAH;JAH;JAH;eval
suhu võtma;peenist suuga erutama, mehele oraalseksi tegema;JAH;EI;JAH;JAH;eval
suller;suli;JAH;JAH;JAH;JAH;eval
sumbuti;müra vähendav seade nt sisepõlemismootorites, tulirelvades;JAH;EI;EI;EI;eval
summer;heli tekitav signalisatsiooniseadis;JAH;JAH;EI;JAH;eval
sunnik;leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral;JAH;JAH;JAH;JAH;eval
supelsaks;inimene, kes veedab suvepuhkust (mere)rannas, kuurordis vm puhkekohas;EI;JAH;EI;EI;eval
supilontrus;(kirudes või tögades inimese kohta, harvem naljatamisi ka koera kohta);JAH;JAH;JAH;JAH;eval
supivalgus;(endisajal supile lisatud piima kohta, ka piima kohta üldse);JAH;JAH;EI;JAH;eval
supler;seade, millega mõõdetakse esemete pikkust, läbimõõtu ja sügavust ning mis koosneb mõõteharudega ja põhiskaalaga joonlauast ja sellel nihutatavast lisaskaalaga raamist;JAH;EI;EI;EI;eval
susped;lühikesed püksid, mida mehed kannavad, kui ujumas käivad ujumisel kantavad lühikese säärega püksid (meestel, lastel);JAH;JAH;JAH;JAH;eval
sutikene;väike hulk, vähene määr;JAH;JAH;JAH;JAH;eval
sutsu;natuke, veidi, pisut;JAH;JAH;JAH;JAH;eval
suumulk;(suu kohta, sageli rääkimisega ühenduses);JAH;JAH;JAH;JAH;eval
suusoojaks;(ainult) moepärast, (niisama) jutujätkuks, tõsisema (taga)mõtteta;JAH;JAH;EI;JAH;eval
suuvärk;(kõneosavuse, väljendusviisi kohta);JAH;JAH;JAH;JAH;eval
svipsi;(kergelt) purju;JAH;JAH;JAH;JAH;eval
svipsis;alkoholiuimas, napsitanud (olekus), (kergelt) purjus;JAH;JAH;JAH;JAH;eval
sõrataud;ägedalt kulgev ja väga nakkav sõraliste viirushaigus, mille korral tekivad põletikulised villid suuõõne limaskestale, udaranahale vm;JAH;JAH;EI;JAH;eval
säherdune;(osutab eelnevas või järgnevas mainitud asjaolule:) seda tüüpi, selle moodi viitab konkreetsele esemele, asjaolule, nähtusele, olendile: seda tüüpi, selle moodi;JAH;JAH;JAH;JAH;eval
sämplima;arvutis helisignaali töötlema, helilõiku sampleri abil digitaalsena talletama;JAH;JAH;EI;JAH;eval
sänikael;(põikpäise, isemeelse, sõnakuulmatu inimene kohta, ka kirumissõnana);JAH;JAH;EI;JAH;eval
säärejooks;(jalasäärte välimuse, hrl sihvakate säärte kohta);JAH;JAH;EI;JAH;eval
säärevarjud;püksid;JAH;JAH;EI;JAH;eval
sääreväristaja;väikesemahulise mootoriga kaherattaline sõiduk, abimootoriga jalgratas;JAH;JAH;JAH;JAH;eval
söömamees;(meessoost) inimene, kes sööb meeleldi ja palju;JAH;JAH;JAH;JAH;eval
sügavkülm;eraldi külmkapp või külmkapi osa, kus on väga madal temperatuur ja toiduained säilivad kauem külmkapp toiduainete säilitamiseks temperatuuril kuni -35 °C;EI;EI;EI;EI;eval
šampus;(šampanja vm vahuveini kohta);JAH;EI;JAH;JAH;eval
šnitt;millegi üldilme (mis millestki lähtub), millegi laad, mingi eriline võte vms;JAH;JAH;EI;JAH;eval
šoppama;kauplusi mööda ringi käima, neis sisseoste tegema;EI;JAH;JAH;JAH;eval
šoppamine;kauplusi mööda ringi käimine, neis sisseostude tegemine;EI;JAH;JAH;JAH;eval
taevakanal;(satelliittelevisiooni kanali kohta);EI;JAH;EI;EI;eval
tagaspidi;selg või tagumine pool ees selg, tagumine pool ees, tagasisuunas tavapärasele liikumisele vastupidises suunas;JAH;JAH;JAH;JAH;eval
tagi;lühike jakk või jope;EI;EI;EI;EI;eval
tahaplaanile;teisejärgulisele, vähemtähtsale kohale või positsioonile;EI;EI;EI;EI;eval
taibu;nutikas, hea taibuga inimene;EI;JAH;EI;EI;eval
takkaotsa;muule lisaks, ka veel;JAH;EI;JAH;JAH;eval
takkapihta;muule lisaks, ka veel;JAH;EI;JAH;JAH;eval
tamka;kahe inimese lauamäng, mida mängitakse lamedate nuppudega spetsiaalsel mustade ja valgete ruutudega alusel kahe vastase lauamäng kabenditega tumedate ja heledate ruutudega nelinurksel laual;JAH;JAH;EI;JAH;eval
tanta;(vanamoeliselt, saksikult tädi või vanema naise kohta);EI;JAH;JAH;JAH;eval
tante;(vanamoeliselt, saksikult tädi või vanema naise kohta);EI;JAH;JAH;JAH;eval
tapvalt;väga, äärmiselt;EI;EI;JAH;EI;eval
tatistama;nuuskama sülitama;EI;JAH;JAH;JAH;eval
tatraveski;(esineb lobisemise ja lobiseja kohta käivates väljendites ja võrdlustes);JAH;JAH;JAH;JAH;eval
tavaar;kaup, kraam;JAH;JAH;JAH;JAH;eval
tegelinski;mingi (tähtis) asjamees vms;JAH;JAH;JAH;JAH;eval
teisesooiharus;seksuaalne ja emotsionaalne tõmme teisest soost inimese vastu;JAH;JAH;EI;JAH;eval
tele;liikuvate kujutiste ja helisignaali edastamine elektrisignaalide abil (raadiolainete vahendusel) liikuvate piltide ja helide läbi õhu saatmine nii, et inimesed saavad neid televiisorist vaadata sellekohane süsteem;JAH;JAH;EI;JAH;eval
terekest;sõna, mida sa ütled, kui sa kellegagi kohtud tervitussõna, mida kasutatakse kohtumisel või kellegi poole pöördumisel;JAH;JAH;JAH;JAH;eval
tibens-tobens;nii nagu vaja, korras, tipp-topp;JAH;JAH;JAH;JAH;eval
tibi;välimusele suurt rõhku panev, hrl efektne, silmahakkav tüdruk või noor naine;JAH;EI;JAH;JAH;eval
tihu;puidu mahuühik, mille aluseks on 1 m3 puhta puidu maht ilma koore ja õhuvahedeta;JAH;JAH;EI;JAH;eval
till;mehe suguti;JAH;JAH;JAH;JAH;eval
tinakas;joomiskõlbmatuks tehtud piiritus vm aine, mis on mõeldud ainult tehniliseks kasutamiseks;JAH;JAH;JAH;JAH;eval
tindijüri;(kirjatöötegija kohta);JAH;JAH;JAH;JAH;eval
tinutama;(ohtralt, kanget) alkoholi jooma, viina võtma;JAH;JAH;JAH;JAH;eval
tips;väike kogus alkoholi;JAH;JAH;JAH;JAH;eval
tiss;üks kahest naise pehmest ümarast elundist, millest lapse sünni järel eritub piima üks kahest ümarast pehmest osast naise kehal, kust beebi saab piima juua;JAH;JAH;JAH;JAH;eval
tissima;rinda imema;JAH;JAH;EI;JAH;eval
tohterdama;ravima, ravitsema;EI;JAH;EI;EI;eval
tohutu;väga, määratult;EI;EI;EI;EI;eval
toi;vana mees;JAH;JAH;EI;JAH;eval
tong;(padruni) sütik;EI;JAH;EI;EI;eval
tongi;(kergelt) purju;JAH;JAH;JAH;JAH;eval
tongis;alkoholiuimas, napsitanud (olekus), (kergelt) purjus;JAH;JAH;JAH;JAH;eval
torujüri;torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp;JAH;JAH;JAH;JAH;eval
torumees;torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp;EI;EI;JAH;EI;eval
tou;hoop, löök;JAH;JAH;JAH;JAH;eval
transvaal;madin, möll, kisa-kära;JAH;JAH;JAH;JAH;eval
trett;kord käik, teekond;JAH;JAH;JAH;JAH;eval
trikkel;päästik (käsitulirelval);JAH;EI;EI;EI;eval
tritsutama;(tritsudega) uisutama;JAH;JAH;EI;JAH;eval
tropp;naps viina vm kangemat alkoholi;JAH;JAH;JAH;JAH;eval
trotuaar;jalakäijate tee, näiteks tänava või maantee ääres jalakäijatele mõeldud, hrl kõva kattega kaetud teeosa;JAH;JAH;EI;JAH;eval
truba;otsast laieneva, pikerguse kujuliseks painutatud toruga, kõrgeima heliulatusega vaskpuhkpill;JAH;JAH;JAH;JAH;eval
träni;igasugused (mõttetud) asjad rämps, pahn;JAH;EI;JAH;JAH;eval
trään;igasugused (mõttetud) asjad rämps, pahn;JAH;JAH;JAH;JAH;eval
tsikkel;kahe või kolme rattaga mootorsõiduk, mille mootori töömaht on vähemalt 50 cm3 ja mis liigub kiirusega vähemalt 45 km/h mootoriga sõiduk, millel on kaks ratast;EI;JAH;EI;EI;eval
tsipa;väike hulk, vähene määr;JAH;JAH;JAH;JAH;eval
tsipakene;väike hulk, vähene määr;JAH;JAH;JAH;JAH;eval
tss;vaikusele või vaikimisele manitsev häälitsus;JAH;EI;JAH;JAH;eval
tšau;tervitus- ja hüvastijätusõna;EI;JAH;JAH;JAH;eval
tšikk;välimusele suurt rõhku panev, hrl efektne, silmahakkav tüdruk või noor naine;JAH;JAH;JAH;JAH;eval
tuhajuhan;rumal, taipamatu inimene, lollpea;JAH;JAH;JAH;JAH;eval
tuleriist;relv, mille haavlilaeng, kuul, miin, mürsk vm paiskub rauaõõnest välja püssirohu vm lõhkeaine plahvatusel tekkinud gaaside survel;EI;JAH;EI;EI;eval
tulivesi;(viina või piirituse kohta);JAH;JAH;EI;JAH;eval
tummahammas;(vaikse, sõnakehva inimese kohta);JAH;JAH;JAH;JAH;eval
turuvarblane;endale juhutöödega ülalpidamist teeniv isik;JAH;JAH;JAH;JAH;eval
tutakas;löök, hoop;JAH;JAH;JAH;JAH;eval
tutikas;täiesti uus;JAH;JAH;JAH;JAH;eval
tuunima;(inimese kohta:) üles lööma, atraktiivseks tegema sõidukit vm asja ilusamaks, võimsamaks vms tegema;EI;JAH;JAH;JAH;eval
tõmbetükk;menukas lavateos;JAH;JAH;EI;JAH;eval
täiega;täiesti, täielikult väga suurel määral, suure intensiivsusega vms;EI;JAH;JAH;JAH;eval
täika;turg, kus kaubeldakse vanade, kasutatud asjadega;JAH;EI;JAH;JAH;eval
täitsa;osutab millegi täit määra, seda samas rõhutamata;JAH;JAH;JAH;JAH;eval
täiturg;turg, kus kaubeldakse vanade, kasutatud asjadega;JAH;EI;EI;EI;eval
täto;naha sisse torgitud joonistus, täht või number inimese nahal (hrl kaunistuseks);JAH;JAH;EI;JAH;eval
tätokas;naha sisse torgitud joonistus, täht või number inimese nahal (hrl kaunistuseks);JAH;JAH;JAH;JAH;eval
täägima;sotsiaalmeedias märgistama, nt pildile nimesilti lisama;JAH;JAH;EI;JAH;eval
tööpost;(esineb väljendites kellegi tööpaiga, ametikoha või töötamisega ühenduses);EI;JAH;EI;EI;eval
tümm;monotoonse tugeva rütmiga muusika;EI;JAH;EI;EI;eval
tüng;altminek, pettasaamine altvedamine;EI;JAH;JAH;JAH;eval
tüürman;eriharidusega laevajuht, kes vastutab ohutu meresõidu eest, kapteni abi;EI;JAH;EI;EI;eval
uimerdama;(uimasena) aeglaselt liikuma või tegutsema;EI;EI;JAH;EI;eval
uimerdis;(aeglase ja uimase inimese kohta);EI;JAH;JAH;JAH;eval
ulmekas;ulmežanris film, romaan, jutustus vm teos;JAH;JAH;JAH;JAH;eval
umbjoove;väga purjus olek;JAH;EI;EI;EI;eval
untsakas;kerglane, tühine inimene linnainimene, linliku elulaadiga inimene;EI;JAH;JAH;JAH;eval
untsantsakas;kerglane, tühine inimene linnainimene, linliku elulaadiga inimene;JAH;JAH;JAH;JAH;eval
ussipuru;röövikute poolt täiesti rikutud ese, läbinisti ussitanud puuvili vm;JAH;JAH;JAH;JAH;eval
ute;emane lammas;JAH;EI;EI;EI;eval
uun;elektriga ahi, mis teeb toidu väga kiiresti soojaks mikrolainete abil kiiresti ja ühtlaselt (toitu) kuumutav elektriahi;JAH;JAH;JAH;JAH;eval
va;esineb rõhutus asendis, kuid on tunderõhulise hinnanguga, väljendab hrl kas halvakspanu või tunnustust;JAH;EI;JAH;JAH;eval
vaaritama;süüa (või midagi joodavat) tegema, eriti midagi keetes;EI;EI;JAH;EI;eval
vaart;hoog, liikumise kiirus;JAH;JAH;JAH;JAH;eval
vabatmees;endisaegne vabamees vaba, siduvate kohustusteta mees;JAH;JAH;EI;JAH;eval
vaevuma;millekski (armuliselt, lahkesti) valmis olema viitsima midagi teha;EI;EI;EI;EI;eval
vahmiil;perekond suguvõsa, suguselts;JAH;JAH;JAH;JAH;eval
valevorst;see, kes ilmast ilma valetab, valetaja;JAH;JAH;EI;JAH;eval
valgekrae;ametniku, teenistuja vm hrl kontoritööd tegev inimene;JAH;JAH;EI;JAH;eval
vaps;(aastail 1929–1934:) Eesti Vabadussõjalaste Keskliidu ja Eesti Vabadussõjalaste Liidu liige või toetaja;EI;EI;EI;EI;eval
vedima;tirima, sikutama, vedama;EI;JAH;EI;EI;eval
Vene värk;(enamasti ühenduses nõukogudeaegse korralageduse, lohakuse, viletsa kvaliteedi, seadusetusega);EI;JAH;JAH;JAH;eval
venku;(venelase kohta);JAH;JAH;JAH;JAH;eval
vennaihu;(sealiha kohta);EI;JAH;JAH;JAH;eval
vennike;(mehe, poisi kohta, sageli haletsevalt või põlastavalt);JAH;JAH;JAH;JAH;eval
vennikene;(mehe, poisi kohta, sageli haletsevalt või põlastavalt);JAH;JAH;JAH;JAH;eval
vigurivärk;kummaline asi, imevigur;JAH;JAH;JAH;JAH;eval
viiekas;rahatäht, mille väärtus on viis ühikut (nt viieeurone);JAH;JAH;JAH;JAH;eval
viiemees;viitele õppija, väga hea õpilane;JAH;JAH;EI;JAH;eval
viil;tööst vm tegevusest kõrvalehoidja;JAH;JAH;JAH;JAH;eval
viinane;alkoholijoobes, alkoholi tarvitanud olekus selline, kes on joonud nii palju alkoholi, et ei suuda enam selgelt mõelda või rääkida;JAH;EI;EI;EI;eval
viinanina;alkoholi armastav inimene, kõva viinavõtja, joodik;JAH;JAH;JAH;JAH;eval
viinavend;(alkoholi armastava inimese, kõva viinavõtja kohta joomasõbra kohta);JAH;JAH;JAH;JAH;eval
viinusk;alkoholi sisaldav kange jook, mis näeb välja nagu vesi peamiselt teraviljast või kartulist saadav kange värvitu alkohoolne jook, mis sisaldab vett ja destilleeritud etanooli;JAH;JAH;JAH;JAH;eval
vilka;plotski;JAH;JAH;JAH;JAH;eval
vimka;väike, kelmikas vemp või temp;EI;EI;JAH;EI;eval
virimokk;hädaldama, virisema kalduv inimene inimene, eriti laps, kes kergesti nutma või hädaldama hakkab;JAH;JAH;EI;JAH;eval
voh;rõhutab imetlust, vaimustust, nõustumist vms;JAH;EI;JAH;JAH;eval
volle;sportlik mäng, kus kaks võistkonda löövad palli kätega üle kõrge võrgu sportlik pallimäng erilisel, võrguga poolitatud väljakul kahe võistkonna vahel, kus võitjaks osutub kaks kolmest geimist või kolm viiest geimist võitnud võistkond;EI;JAH;EI;EI;eval
vonn;mõisnik, saks;JAH;JAH;JAH;JAH;eval
vot;(rõhutav üldlaiend:) tugevdab ja rõhutab lauses väljendatud üllatust, tunnustust, pahameelt, kinnitust vms;JAH;EI;JAH;JAH;eval
vuhva;(halvustavalt ülesmukitud, uhke olekuga naise kohta);EI;JAH;JAH;JAH;eval
vunk;hoog, ind teravus, särtsakus;EI;EI;JAH;EI;eval
vuntsima;hoolikalt korrastama, (väliselt) ilusaks tegema;JAH;JAH;EI;JAH;eval
vurhv;(sätitud, klanitud) välimus, olek;JAH;JAH;JAH;JAH;eval
vurle;kerglane, tühine inimene linnainimene, linliku elulaadiga inimene;JAH;JAH;EI;JAH;eval
vutt;sportlik mäng, kus üks võistkond püüab palli jalaga teise võistkonna väravasse lüüa sportmäng, milles kumbki meeskond püüab palli jalaga (või peaga) lüües vastaspoole väravasse saata;EI;JAH;EI;EI;eval
võidumees;see, kes on teistest parem, kes võidab võistluse vm mõõduvõtmise;EI;JAH;EI;EI;eval
võimendus;heli võimendamine sellise seadme abil võimendusseade või -seadmete süsteem;EI;EI;EI;EI;eval
võpsik;kasutamata rohumaale, raiesmikule vms tekkiv eeskätt lehtpuude noor mets või põõsastik sellise noore metsa või põõsastikuga kaetud ala;EI;EI;EI;EI;eval
väits;nuga;EI;EI;EI;EI;eval
välja sööma;kedagi oma tegevuse või käitumisega kusagilt lahkuma sundima kedagi tegutsemast või midagi tarvitusest, käibelt kõrvale tõrjuma;JAH;EI;JAH;JAH;eval
väljamaa;mitteoma maa või riik, maa või riik väljaspool kodumaad ükskõik milline maa, mis ei ole sinu kodumaa;JAH;JAH;JAH;JAH;eval
vänts;(väike) laps;JAH;JAH;JAH;JAH;eval
väntsakas;(väike) laps;JAH;JAH;JAH;JAH;eval
värgindus;mingi täpsemalt määratlemata, ebamäärane asi, nähtus, tegevus vm;JAH;JAH;JAH;JAH;eval
värsitreial;(kehvade) luuletuste kirjutaja;JAH;JAH;JAH;JAH;eval
õllekas;õllebaar, -kõrts vm õllejoogikoht;JAH;JAH;JAH;JAH;eval
äkane;roojaga koos;JAH;JAH;JAH;JAH;eval
äkisti;(kiiresti ja) nii et ei osanud ette näha äkki üllatuslikult (kiiresti, sel samal hetkel), ette nägematult, ette teatamata vms;JAH;JAH;JAH;JAH;eval
ämmatoss;vana murumuna vm puguseene rahvapärane nimetus;JAH;EI;JAH;JAH;eval
ära kargama;(riigist, vangistusest, kinnipidamisasutusest vm) põgenema;EI;JAH;JAH;JAH;eval
ära ratsima;liigselt lihtsustama, seeläbi mittemõistlikuks tegema;JAH;JAH;JAH;JAH;eval
ärima;midagi müüma, hankima või ostma;JAH;EI;EI;EI;eval
öko;keskkonnahoidlikku mõttelaadi pooldav keskkonnateadlikke inimesi koondav;EI;EI;EI;EI;eval
ööbla;(reisija) ööbimiskoht, majutuspaik;JAH;JAH;EI;JAH;eval
ühekorra;mingil ajal minevikus või tulevikus mingil ebamäärasel, täpselt määratlemata ajal, millalgi minevikus või tulevikus, ühel (heal) päeval;JAH;JAH;EI;JAH;eval
ühikas;maja, mis on mõeldud tavaliselt üliõpilaste elukohaks üliõpilastele, õpilastele, töölistele vm ajutiseks elamiseks mõeldud elamu;EI;EI;JAH;EI;eval
üks-kaks;kiiresti, ruttu;JAH;JAH;JAH;JAH;eval
ükspäev;mingil ajal minevikus või tulevikus mingil ebamäärasel, täpselt määratlemata ajal, millalgi minevikus või tulevikus, ühel (heal) päeval;JAH;EI;JAH;JAH;eval
ükstaskõik;kui sul on millegi suhtes ükskõik, siis see pole sinu jaoks oluline, sinu jaoks vahet ei ole märgib ükskõikset suhtumist, ükskõiksust mingi olukorra suhtes: sama see, teeb üks välja;JAH;JAH;JAH;JAH;eval
ülesse;üles;JAH;JAH;JAH;JAH;eval
üüratu;väga, määratult;EI;EI;EI;EI;eval
