Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
leegionär	välismaalt palgatud, mitte oma maa klubis mängiv sportlane	neutraalsetes/formaalsetes	Sõna 'leegionär' selles tähenduses esineb sageli spordiajakirjanduses, uudistes ja ametlikes spordiülevaadetes. Näiteks Eesti Jalgpalli Liidu materjalides, Postimehe ja Delfi spordirubriikides kasutatakse seda terminit neutraalse kirjeldava sõnana. See ei ole slängilik ega informaalne väljend, vaid pigem spordivaldkonna oskussõna. Sõna kasutatakse ka ametlikes spordistatistikates ja -analüüsides. Kuigi sõna võib esineda ka informaalsetes tekstides (nt foorumites), on selle põhiline kasutuskontekst neutraalne/formaalne ajakirjanduslik ja erialane tekst.	
libekala	osava jutuga silmakirjalik tüüp	informaalsetes	"Sõna ""libekala"" on kõnekeelne ja halvustava varjundiga väljend, mida kohtab peamiselt informaalsetes keskkondades. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb peamiselt kommentaariumides, foorumites ja ajakirjanduse arvamuslugudes, kus kasutatakse vabamat keelt. Samuti viitab sõna metafoorne olemus (kala, kes on libe = inimene, kes on kaval ja libekeelne) selle informaalsele kasutusele. Sõna ei ole sobilik ametlikus asjaajamises või akadeemilises kontekstis."	
luhvtitama	(raha raiskamise, hoogsa kulutamise kohta)	informaalsetes	"Sõna ""luhvtitama"" on slängilik väljend, mis pärineb saksa keelest (Luft - õhk) ja on eesti keeles kasutusel argikõnes. Seda kinnitavad näited Eesti Keele Instituudi slängisõnastikust ja esinemised internetifoorumites ning kommentaariumides. Sõna ei esine ametlikes dokumentides ega formaalsetes tekstides. Selle asemel kasutatakse neutraalseid väljendeid nagu ""raha raiskama"" või ""raha tuulde loopima"". Sõna argine iseloom ja kasutuskontekst viitavad selgelt informaalsele registrile."	
lutikas	väike pealtkuulamisseade	neutraalsetes/formaalsetes	"Sõna ""lutikas"" tähenduses ""pealtkuulamisseade"" esineb sageli ajakirjanduses, uudistes ja ametlikes tekstides, kus käsitletakse jälgimisseadmeid või turvalisuse teemasid. See on tehniline termin, mida kasutatakse neutraalses kontekstis. Näiteks Eesti Keele Instituudi andmebaasis ja meediatekstides kasutatakse seda sõna ilma kõnekeelsuse või informaalsuse märkideta. Sõna on kasutusel ka erialakirjanduses ja politsei ning julgeolekuasutuste ametlikus kommunikatsioonis."	
läbu	sisutühi, halvustav vm häiriv jutt internetifoorumis	informaalsetes	"Sõna 'läbu' selles tähenduses esineb peamiselt internetisuhtluses ja -kommentaarides, foorumites ning sotsiaalmeedias. See on slängilik väljend, mida kasutatakse just vabamas ja mitteametlikus keskkonnas. Eesti Keele Instituudi slängisõnastik kinnitab selle sõna informaalset kasutust. Formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) seda väljendit tavaliselt ei kasutata, seal eelistatakse neutraalsemaid väljendeid nagu ""ebasobiv sisu"" või ""häiriv kommentaar""."	
läbu	joomapidu, kus enda järelt ei koristata	informaalsetes	Sõna 'läbu' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides. Seda kinnitavad mitmed allikad:	
läbu	maha jäetud sodi, räpased jäägid	informaalsetes	"Sõna 'läbu' selles tähenduses esineb peamiselt argikeelsetes kontekstides. Eesti Keele Instituudi sõnaveeb.ee märgib sõna 'läbu' kui argikeelset sõna. See ilmneb ka sõna kasutuskontekstidest - seda kohtab enamasti internetifoorumites, kommentaariumides ja mitteametlikes kirjeldustes. Formaalsetes tekstides kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""praht"", ""jäätmed"" või ""jäägid""."	
läbustama	(hoogsalt, kärarikkalt) pidutsema	informaalsetes	Sõna 'läbustama' on selgelt argikeelne väljend, mida kohtab peamiselt informaalsetes keskkondades. Seda kinnitavad mitmed allikad: Eesti Keele Instituudi slängisõnastik sisaldab seda sõna, samuti esineb see sageli internetifoorumites, blogides ja sotsiaalmeedia postitustes. Sõna ei kasutata ametlikes dokumentides ega formaalsetes tekstides. Eesti õigekeelsussõnaraamat ÕS 2018 märgib seda kui argikeelset sõna. Sõna emotsionaalne laeng ja kasutuskontekst viitavad selgelt informaalsele registrile.	
läbustama	"endast rämpsu ja jäätmeid maha jätma	 midagi maha ajama või peale tilgutama"	informaalsetes	Sõna 'läbustama' esineb peamiselt informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused. See on kõnekeelne ja veidi halvustava varjundiga sõna, mida kasutatakse tihti kirjeldamaks hoolimatut või lohakat käitumist. Sõna ei esine ametlikes dokumentides, uudistes ega akadeemilistes tekstides. Eesti Keele Instituudi andmebaasides on see märgitud argikeelsena. Sõna kasutuskontekst viitab selgelt informaalsele keelekasutusele.	
läbustama	internetifoorumis sisutühja, halvustavat või roppu teksti kirjutama	informaalsetes	"Sõna 'läbustama' antud tähenduses esineb peamiselt internetisuhtluses ja veebifoorumites, kus kirjeldatakse häirivat või ebasoovitavat käitumist. Eesti Keele Instituudi slängisõnastik märgib seda kui internetislängi sõna. Sõna kasutatakse sageli negatiivses kontekstis, kirjeldamaks trollimist või tahtlikku provotseerimist foorumites. Formaalsetes või ametlikes tekstides seda sõna sellises tähenduses ei kasutata, selle asemel eelistatakse neutraalsemaid väljendeid nagu ""ebasobivalt kommenteerima"" või ""provokatiivselt postitama""."	
lällama	joobnuna pehmel keelel rääkima, laulujoru ajama vms	informaalsetes	"Sõna ""lällama"" esineb peamiselt informaalsetes kontekstides, mida kinnitavad järgmised tähelepanekud:"	
lällutama	joobnuna pehmel keelel rääkima, laulujoru ajama vms	informaalsetes	"Sõna ""lällutama"" esineb peamiselt informaalsetes kontekstides, mida kinnitavad järgmised tähelepanekud:"	
mats	heade kommeteta, labase käitumise ja rääkimisega inimene, ka sõimusõnana	informaalsetes	"Sõna ""mats"" selles tähenduses esineb peamiselt informaalsetes kontekstides, mida kinnitavad mitmed allikad. EKSS märgib selle halvustava sõnana, mis viitab informaalsele kasutusele. Sõna leiab sageli internetikommentaaridest, foorumitest ja sotsiaalmeediast, kus seda kasutatakse sõimusõnana või halvustava nimetusena. Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) seda tähendust tavaliselt ei kasutata, välja arvatud juhul, kui kirjeldatakse või tsiteeritakse kellegi kõnepruuki. Sõna emotsionaalne ja halvustav iseloom seob selle selgelt informaalse keelekasutusega."	
mihkel	millegi peale hakkaja, milleski osav	informaalsetes	"Sõna 'mihkel' tähenduses 'millegi peale hakkaja, milleski osav' esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Eesti Keele Instituudi sõnaraamat märgib seda kui kõnekeelset sõna. See väljend on levinud just vabamas suhtluses, foorumites ja sotsiaalmeedias, näiteks fraasides nagu ""ta on igale asjale mihkel"" või ""pole sellele mihkel"". Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""võimekas"" või ""osav""."	
moor	eakas naine	informaalsetes	"Sõna ""moor"" tähenduses ""eakas naine"" on selgelt informaalse registri sõna. Eesti Keele Instituudi sõnaraamat märgib seda kui kõnekeelset sõna. See esineb sageli just vabamas suhtluses, ilukirjanduses tegelaskõnes ning informaalsetes veebitekstides. Sõnal on ka veidi halvustav varjund, mis samuti viitab informaalsele kasutusele. Neutraalsetes või formaalsetes tekstides kasutatakse selle asemel pigem sõnu ""eakas naine"", ""vanainimene"" või ""vanaproua""."	
mutt	eakas, vana naine	informaalsetes	"Sõna 'mutt' tähenduses 'eakas, vana naine' on selgelt informaalse registri sõna. Seda kinnitavad mitmed allikad: EKSS märgib selle tähenduse juures märgendit ""kõnek"" (kõnekeelne), mis viitab informaalsele kasutusele. Sõna esineb sageli just informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""eakas naine"" või ""vanemaealine naine"". Sõnal on ka veidi halvustav varjund, mis samuti kinnitab selle informaalset kasutust."	
möga	"jama, totrus, mõttetus	 segane, totter, sisuta ja mõtteta jutt"	informaalsetes	Sõna 'möga' esineb peamiselt informaalses keelekasutuses, mida kinnitavad mitmed allikad. Eesti Keele Instituudi slängisõnastik sisaldab seda sõna, mis juba viitab selle informaalsele olemusele. Sõna kasutatakse sageli internetikeeles, foorumites, kommentaariumides ja sotsiaalmeedia postitustes. Seda ei kohta ametlikes dokumentides, akadeemilistes tekstides ega formaalses kirjavahetuses. Sõna emotsionaalne ja halvustav varjund ning kõnekeelne päritolu toetavad samuti selle liigitamist informaalseks keelendiks.	
mööbeldama	"kõvasti rahmeldama	 kärarikkalt toimetama"	informaalsetes	"Sõna ""mööbeldama"" tähenduses ""kõvasti rahmeldama, kärarikkalt toimetama"" esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitab sõna esinemine internetifoorumites ja kommentaariumides. Eesti Keele Instituudi sõnaveebis on see märgitud kõnekeelseks sõnaks. Tegemist on ekspressiivse verbiga, mis on oma olemuselt pigem argine ja sobib kasutamiseks mitteametlikus suhtluses. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse tavaliselt neutraalsemaid sünonüüme nagu ""toimetama"" või ""askeldama""."	
naga	(hrl pahameelt väljendades poisikese, nooruki kohta)	informaalsetes	"Sõna ""naga"" selles tähenduses esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Eesti Keele Instituudi sõnaraamat märgib selle sõna juures halvustavat varjundit, mida kasutatakse just pahameele väljendamiseks. Sellised emotsionaalselt laetud ja halvustavad väljendid on tüüpiliselt omased informaalsele keelekasutusele. Sõna leiab kasutust peamiselt foorumites, kommentaariumides ja argivestlustes, mitte ametlikes või neutraalsetes tekstides."	
nitro	kütus, mille üks komponent sisaldab nitrorühma	informaalsetes	"Sõna ""nitro"" selles tähenduses esineb peamiselt informaalsetes kontekstides, eriti autospordi- ja tehnikafoorumites, blogides ning sotsiaalmeedia vestlustes. See on lühendvorm pikemast tehnilisest terminist ""nitromeetaan"" või ""nitrokütus"". Formaalsetes või tehnilistes tekstides kasutatakse tavaliselt täispikka terminit. Eesti Keele Instituudi korpustest ja veebiotsingust nähtub, et ""nitro"" on eriti levinud hobiautoentusiastide ja tehnikahuviliste mitteametlikus suhtluses."	
nõks	"kaval võte	 leidlik toimimisviis, (kaval) võte"	informaalsetes	"Sõna ""nõks"" selles tähenduses esineb sagedamini informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna kasutatakse tihti blogides, foorumites ja ajakirjanduse vabamas stiilis (nt nõuanded, intervjuud). Formaalsetes tekstides kasutatakse sama mõtte väljendamiseks pigem neutraalsemaid sünonüüme nagu ""võte"", ""meetod"" või ""lahendus"". Sõna ""nõks"" kannab endas teatud mängulisust ja kavalust, mis sobib paremini vabama suhtlusstiili juurde."	
näitemäng	"hrl laval esitamiseks mõeldud dialoogivormis kirjandusteos	 kirjutatud teos, mis on mõeldud näitlejatele teatris esitamiseks	 selle ettekanne"	neutraalsetes/formaalsetes	Sõna 'näitemäng' on neutraalne/formaalne termin, mida kasutatakse laialdaselt ametlikes kontekstides, kirjandusteaduslikes tekstides, teatriarvustustes ja hariduses. Seda kinnitab sõna sage esinemine Eesti Keele Instituudi korpustes, teatrialases kirjanduses ja õppematerjalides. See on eesti keele standardsõnavara osa, millel puuduvad kõnekeelsed või slängilised konnotatsioonid. Informaalses kontekstis kasutatakse sageli pigem sõnu nagu 'etendus' või 'tükk', samas kui 'näitemäng' on ametlikum termin, mis viitab konkreetselt teatrižanrile ja kirjandusteose tüübile.	
nöps	keegi või miski väike ja ümar (ning armas, kena)	informaalsetes	Sõna 'nöps' on selgelt informaalse registriga, mida kinnitavad mitmed allikad. Eesti Keele Instituudi sõnaraamat märgib seda hellitussõnana. Sõna esineb sageli just argikeelsetes kontekstides, blogides, sotsiaalmeedia postitustes ja mitteametlikes kirjutistes, kus kirjeldatakse midagi väikest ja armsat. Seda kasutatakse tihti hellitava või mängulise varjundiga, mis on iseloomulik just informaalsele keelekasutusele. Ametlikes dokumentides või formaalsetes tekstides seda sõna tavaliselt ei kohta.	
odamees	odaviskega tegelev sportlane	neutraalsetes/formaalsetes	Sõna 'odamees' esineb peamiselt spordiajakirjanduses ja -uudistes, kus seda kasutatakse neutraalse terminina odaviskajate kohta. Näiteks leiab seda sõna Delfi, ERRi ja teiste meediaväljaannete spordiuudistes. See on ajakirjanduskeeles levinud neutraalne sünonüüm sõnale 'odaviskaja', mida kasutatakse ka ametlikes sporditekstides. Sõna kasutus ei viita informaalsele registrile, vaid see on pigem neutraalne spordiala esindaja tähistaja.	
pasundama	üliagaralt kuulutama, teatama või edasi rääkima	informaalsetes	"Sõna ""pasundama"" tähenduses ""üliagaralt kuulutama/teatama"" on selgelt informaalse registri sõna. Seda kinnitavad mitmed allikad: 1) EKSS märgib selle puhul stiilimärgendi ""kõnek"" (kõnekeelne), 2) sõna esineb sageli just informaalsetes keskkondades nagu kommentaariumid ja sotsiaalmeedia, kus sellel on sageli halvustav varjund, 3) ajakirjanduses kasutatakse seda peamiselt emotsionaalsemates ja vähem formaalsetes tekstides. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""kuulutama"", ""teatama"" või ""levitama""."	
pehmik	leebe ja järeleandlik, abituna mõjuv, mittekarm inimene, hrl mehe kohta	informaalsetes	"Sõna ""pehmik"" esineb peamiselt informaalsetes kontekstides, mida näitab selle sage kasutus foorumites, kommentaariumides ja sotsiaalmeedias. Sõnal on sageli halvustav või pilkav alatoon ning seda kasutatakse tihti slängina või kõnekeelse väljendina. Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) eelistatakse neutraalsemaid väljendeid nagu ""leebe"" või ""järeleandlik inimene"". Eesti Keele Instituudi korpustest leiab sõna ""pehmik"" kasutust peamiselt just vabamas suhtluses ja ilukirjanduse dialoogides, mis samuti kinnitab selle informaalset registrit."	
perse	tagumik	informaalsetes	"Sõna ""perse"" on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja mitteametlikes situatsioonides. Eesti Keele Instituudi sõnaraamat (EKSS) märgib seda kui ""vulg"" (vulgaarne) sõna. Seda kohtab sageli internetikommentaarides, sotsiaalmeedias ja mitteametlikus suulises suhtluses. Neutraalsetes või formaalsetes kontekstides kasutatakse selle asemel sõnu nagu ""tagumik"", ""istmik"" või ""tuharad"". ""Perse"" on oma olemuselt madalstiilne või argisõna, mida välditakse ametlikus kirjakeeles ja formaalses suhtluses."	
pill	televiisor, muusikakeskus, auto, fotokaamera vms riist	informaalsetes	"Sõna 'pill' kasutamine tehniliste seadmete või masinate tähenduses on selgelt argikeelne/slängilik väljend. Seda kinnitavad Eesti Keele Instituudi slängisõnaraamat ja erinevad internetiallikad, kus see esineb peamiselt informaalsetes kontekstides nagu foorumid ja sotsiaalmeedia. Näiteks võib leida väljendeid nagu ""uus pill ostetud"" (auto kohta) või ""kallis pill"" (tehnikaseadme kohta). Ametlikes või formaalsetes tekstides kasutatakse selle asemel konkreetseid seadmete nimetusi (televiisor, auto jne)."	
pillitama	hellitama, poputama	informaalsetes	Sõna 'pillitama' tähenduses 'hellitama, poputama' esineb peamiselt informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi korpuste andmed, kus sõna leidub enamasti foorumites, kommentaariumides ja blogides. Näiteks Eesti slängi sõnaraamat märgib seda kui kõnekeelset väljendit. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse pigem neutraalsemaid sünonüüme nagu 'hellitama' või 'poputama'. Sõna emotsionaalne varjund ja kasutuskontekst viitavad selgelt informaalsele registrile.	
pillitama	nututama	informaalsetes	Sõna 'pillitama' tähenduses 'nututama' esineb peamiselt informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi sõnaraamatud, kus see on märgitud kõnekeelseks sõnaks. Sõna kasutatakse sageli just blogides, foorumites ja sotsiaalmeedia postitustes, eriti laste nutmise kirjeldamisel. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse tavaliselt neutraalsemat sõna 'nutma'. Eesti slängisõnaraamat ja erinevad keelefoorumid kinnitavad samuti sõna informaalset kasutust.	
