"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"möga"	"jama, totrus, mõttetus	 segane, totter, sisuta ja mõtteta jutt"	"informaalsetes"	"Sõna ""möga"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et kirjeldada midagi, mis on jama, totrus või mõttetus. See on pigem slängi kuuluv väljend, mida kasutatakse igapäevases vestluses, mitte ametlikes või formaalsetes tekstides."	""
"mööbeldama"	"kõvasti rahmeldama	 kärarikkalt toimetama"	"informaalsetes"	"Sõna ""mööbeldama"" on kõnekeelne väljend, mida kasutatakse pigem mitteametlikes olukordades. Sellel on rahvalik ja mänguline varjund, mis sobib hästi igapäevasesse vestlusesse, kuid mitte ametlikesse või akadeemilistesse tekstidesse. Sellised väljendid on tavaliselt levinud suulises kõnes ja mitteametlikes kirjutistes nagu blogid või sotsiaalmeedia postitused."	""
"naga"	"(hrl pahameelt väljendades poisikese, nooruki kohta)"	"informaalsetes"	"Sõna ""naga"" kasutatakse sageli pahameelt või halvustavat suhtumist väljendades, viidates poisikesele või noorukile. Selline väljend on tavaliselt levinud kõnekeeles ja mitteametlikes olukordades, nagu näiteks sõpradevahelised vestlused või argised arutelud, mitte ametlikes või formaalsetes tekstides."	""
"nitro"	"kütus, mille üks komponent sisaldab nitrorühma"	"informaalsetes"	"Sõna ""nitro"" kasutatakse sageli lühendina või slängina, viidates kütusele, mille üks komponent sisaldab nitrorühma. Sellised lühendid ja slängiterminid on tavaliselt levinud mitteametlikes kontekstides, nagu autohuviliste foorumid, vestlused ja muud sarnased mitteametlikud suhtluskeskkonnad. Neutraalsetes või formaalsetes tekstides eelistatakse tõenäoliselt täpsemat ja ametlikumat terminoloogiat."	""
"nõks"	"kaval võte	 leidlik toimimisviis, (kaval) võte"	"informaalsetes"	"Sõna ""nõks"" kasutatakse tihti igapäevases kõnekeeles, et kirjeldada midagi, mis on kaval või leidlik. See on pigem kõnekeelne väljend, mida võib kohata vestlustes, blogides või sotsiaalmeedias, kuid mitte ametlikes dokumentides või formaalsetes tekstides."	""
"näitemäng"	"hrl laval esitamiseks mõeldud dialoogivormis kirjandusteos	 kirjutatud teos, mis on mõeldud näitlejatele teatris esitamiseks	 selle ettekanne"	"neutraalsetes/formaalsetes"	"Sõna ""näitemäng"" viitab kirjandusteosele, mis on mõeldud laval esitamiseks, ning seda kasutatakse sageli kirjanduse, teatri ja kultuuri kontekstis. Sellised kontekstid on tavaliselt neutraalsed või formaalsed, näiteks akadeemilistes tekstides, teatriarvustustes ja kultuuriväljaannetes. Sõna ei ole seotud slängi ega igapäevase kõnepruugiga, mistõttu ei ole see tüüpiline informaalsetes tekstides."	""
"nöps"	"keegi või miski väike ja ümar (ning armas, kena)"	"informaalsetes"	"Sõna ""nöps"" kasutatakse sageli hellitavalt või kirjeldamaks midagi väikest ja armsat, mis on tavaliselt iseloomulik mitteametlikule suhtlusele. Sellised väljendid on levinud igapäevases kõnekeeles, sotsiaalmeedias ja sõpradevahelises suhtluses, kuid mitte ametlikes või formaalsetes tekstides."	""
"odamees"	"odaviskega tegelev sportlane"	"neutraalsetes/formaalsetes"	"Sõna ""odamees"" kasutatakse sporditerminina, viidates konkreetsele spordialale ja sellel osalevale sportlasele. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna neid kasutatakse ametlikes spordiaruannetes, võistluste kirjeldustes ja spordiga seotud artiklites. Sõna ei ole seotud slängi või argikeelega, mis viitaks informaalsetele tekstidele."	""
"pasundama"	"üliagaralt kuulutama, teatama või edasi rääkima"	"informaalsetes"	"Sõna ""pasundama"" kannab endas veidi negatiivset või pilkavat alatooni, viidates liigsele agarusele või pealetükkivusele teabe edastamisel. Sellised väljendid on tavaliselt omased mitteametlikule suhtlusele, kus kasutatakse kõnekeelseid ja värvikamaid väljendeid, et emotsioone või suhtumist edasi anda. Seetõttu sobib see pigem informaalsetesse tekstidesse nagu blogid, foorumid või sotsiaalmeedia postitused."	""
"pehmik"	"leebe ja järeleandlik, abituna mõjuv, mittekarm inimene, hrl mehe kohta"	"informaalsetes"	"Sõna ""pehmik"" kasutatakse sageli iseloomustamaks kedagi, kes on leebe ja järeleandlik, ning see omab tihti kerget halvustavat või naljatlevat alatooni. Selline kirjeldus on tavaliselt omane mitteametlikele vestlustele ja kontekstidele, nagu sõpradevahelised jutud, sotsiaalmeedia postitused või foorumiarutelud, kus kasutatakse kõnekeelseid ja vähem formaalseid väljendeid."	""
"perse"	"tagumik"	"informaalsetes"	"Sõna ""perse"" kasutatakse eesti keeles sageli slängina või vulgaarse väljendina, viidates tagumikule. Selline sõna on tavaliselt omane mitteametlikule suhtlusele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või foorumid. Formaalsetes või ametlikes tekstides eelistatakse neutraalsemaid või viisakamaid termineid."	""
"pill"	"televiisor, muusikakeskus, auto, fotokaamera vms riist"	"informaalsetes"	"Sõna ""pill"" kasutamine tähenduses televiisor, muusikakeskus, auto, fotokaamera vms riist on slängiline ja mitteametlik. Selline keelekasutus on tavaliselt levinud noorte seas ja mitteametlikes vestlustes, nagu näiteks sõpradevahelised vestlused, sotsiaalmeedia postitused või foorumid. Formaalsetes või neutraalsetes tekstides kasutatakse tõenäolisemalt täpsemaid ja ametlikumaid termineid."	""
"pillitama"	"hellitama, poputama"	"informaalsetes"	"Sõna ""pillitama"" kasutatakse pigem kõnekeeles ja mitteametlikes olukordades, näiteks pereringis või sõprade vahel, kui räägitakse kellegi hellitamisest või poputamisest. See ei ole tavapärane sõna, mida kohtaks ametlikes dokumentides või formaalsetes tekstides."	""
"pillitama"	"nututama"	"informaalsetes"	"Sõna ""pillitama"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses ja mitteametlikes olukordades, näiteks sõprade vahelises suhtluses või sotsiaalmeedias. See on vähem tõenäoline, et seda kasutatakse ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid või formaalsemaid väljendeid nagu ""nutma""."	""
"pillitama"	"(jahti pidades) vilega lindu või looma peibutama"	"neutraalsetes/formaalsetes"	"Sõna ""pillitama"" on spetsiifiline termin, mida kasutatakse jahindusega seotud kontekstides. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna need kuuluvad erialasesse sõnavarasse ja neid kasutatakse täpsete tegevuste kirjeldamiseks. Selline sõna ei ole tavaliselt levinud igapäevases kõnepruugis ega informaalses suhtluses."	""
"pilves"	"narkootikumist tingitult joobeseisundis, narkouimas"	"informaalsetes"	"Sõna ""pilves"" kasutatakse sageli slängina, et kirjeldada narkootikumide tarvitamisest tingitud joobeseisundit. Selline väljend on tüüpiline mitteametlikes olukordades, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused ja muud mitteametlikud tekstid. Formaalsetes või neutraalsetes tekstides kasutatakse tõenäoliselt täpsemaid ja ametlikumaid termineid, et kirjeldada narkootikumide mõju."	""
"pipstükk"	"mingi paremat, peenemat sorti toit või toidupala"	"informaalsetes"	"Sõna ""pipstükk"" viitab mingile peenemale toidule, kuid selle kõla ja kasutusviis on pigem rahvalik ja kõnekeelne. Selliseid väljendeid kasutatakse tihti igapäevases kõnes, sõprade vahelises vestluses või mitteametlikes tekstides, nagu blogid või sotsiaalmeedia postitused, kus soovitakse väljendada midagi erilist või maitsvat, kuid mitte tingimata formaalses või ametlikus kontekstis."	""
"pipstükk"	"peps (nõudlik ja valiv) inimene"	"informaalsetes"	"Sõna ""pipstükk"" on kõnekeelne ja omab veidi humoorikat või iroonilist alatooni, mida kasutatakse pigem igapäevases vestluses või mitteametlikes tekstides. Selline väljend sobib hästi sõpradevahelisse suhtlusesse või mitteametlikesse kirjutistesse, kuid ei ole tavapärane formaalsetes või ametlikes kontekstides."	""
"plass"	"(näovärvi kohta:) kahvatu, jumetu	 (värvide kohta:) ereduseta, erksuseta"	"neutraalsetes/formaalsetes"	"Sõna ""plass"" kasutatakse sageli kirjeldamaks füüsilisi omadusi, nagu näovärv või värvide erksus. Sellised kirjeldused võivad esineda nii neutraalsetes kui ka formaalsetes tekstides, näiteks kirjanduses, ajakirjanduses või teaduslikes artiklites, kus on vaja täpset ja objektiivset keelekasutust. Sõna ei ole slängiline ega kõnekeelne, mistõttu ei ole see tavaliselt seotud informaalsete tekstidega."	""
"poppar"	"popmuusik	 popmuusika fänn"	"informaalsetes"	"Sõna ""poppar"" on lühendatud ja kõnekeelne vorm, mida kasutatakse sageli noorte seas ja mitteametlikes olukordades, näiteks vestlustes sõprade vahel, sotsiaalmeedias või foorumites. Selline sõna ei ole tavaliselt levinud ametlikes või akadeemilistes tekstides, kus eelistatakse täpsemat ja formaalsemat keelt."	""
"porte"	"mustriga ilustatud riba, lint või nöör rõivaste, tapeedi vm äärel"	"neutraalsetes/formaalsetes"	"Sõna ""porte"" viitab konkreetsele esemele või detailile, mida kasutatakse rõivaste, tapeedi või muude esemete kaunistamiseks. Sellised terminid on tavaliselt seotud moe, disaini või käsitöö valdkondadega, kus kasutatakse täpseid ja spetsiifilisi termineid. Seetõttu on tõenäoline, et seda sõna kasutatakse pigem neutraalsetes või formaalsetes kontekstides, näiteks disaini- või moealastes tekstides, kus on oluline täpsus ja detailide kirjeldamine."	""
"prahmakas"	"ebaõnnestumine	 ekslik tegu, (suur) viga"	"informaalsetes"	"Sõna ""prahmakas"" on kõnekeelne väljend, mida kasutatakse tihti igapäevases vestluses, et kirjeldada suurt viga või ebaõnnestumist. See sõna kannab endas veidi humoorikat või kergemeelset tooni, mis sobib hästi mitteametlikesse olukordadesse nagu sõpradevaheline vestlus või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja täpsemaid väljendeid."	""
"puukeel"	"purssiv võõrkeele kõnelemine"	"informaalsetes"	"Sõna ""puukeel"" kasutatakse sageli humoorikas või mitteametlikus kontekstis, et kirjeldada olukorda, kus keegi räägib võõrkeelt ebatäiuslikult või vigadega. Selline väljend sobib hästi igapäevasesse vestlusesse, blogidesse või sotsiaalmeediasse, kus inimesed võivad lõbusalt viidata oma või teiste keeleoskuse puudujääkidele. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja täpsemaid väljendeid."	""
"põrakas"	"(tugev) hoop	 pauk või plahvatus"	"informaalsetes"	"Sõna ""põrakas"" on kõnekeelne väljend, mida kasutatakse sageli mitteametlikes olukordades, näiteks vestlustes sõprade vahel või kirjeldades midagi argises kontekstis. See ei ole tavaliselt kasutusel ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid või formaalsemaid väljendeid."	""
"pätakas"	"(väike) laps"	"informaalsetes"	"Sõna ""pätakas"" kasutatakse sageli kõnekeeles ja see on pigem hellitav või naljatlev väljend, mida kasutatakse väikeste laste kohta. Selline sõna on tavaliselt levinud igapäevases vestluses, pereringis või sõprade vahel, mitte ametlikes või formaalsetes tekstides."	""
"reaktiiv"	"ühe või mitme reaktiivmootoriga lennuk"	"neutraalsetes/formaalsetes"	"Sõna ""reaktiiv"" tähenduses ""ühe või mitme reaktiivmootoriga lennuk"" on tehniline termin, mida kasutatakse peamiselt lennunduse ja inseneriteaduse kontekstis. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna neid kasutatakse ametlikes dokumentides, teaduslikes artiklites ja tehnilistes kirjeldustes. Seetõttu ei ole see sõna seotud informaalsete tekstidega."	""
"ropsima"	"kui sa oksendad, siis tuleb toit su kõhust suu kaudu välja	 pooleldi seeditud toitu koos maomahlaga tahtele allumatult suu kaudu välja paiskama"	"informaalsetes"	"Sõna ""ropsima"" on slängi- või kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses ja mitteametlikes olukordades. See ei ole tavaliselt kasutusel ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid või meditsiinilisemaid termineid nagu ""oksendama""."	""
"satikas"	"(parasiit)putukas"	"informaalsetes"	"Sõna ""satikas"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses ja mitteametlikes kontekstides, näiteks sõprade vahelises suhtluses või sotsiaalmeedias. See ei ole tavaliselt kasutusel ametlikes või teaduslikes tekstides, kus eelistatakse täpsemaid termineid nagu ""parasiit"" või ""putukas""."	""
"siiberdama"	"edasi-tagasi (logelevalt, lõdvalt) liikuma, sel viisil midagi tegema"	"informaalsetes"	"Sõna ""siiberdama"" viitab tegevusele, mis on lõdvalt ja logelevalt tehtud, ning sellel on veidi mänguline või kõnekeelne varjund. Selliseid väljendeid kasutatakse sagedamini mitteametlikes olukordades, näiteks sõpradevahelises vestluses või mitteametlikes kirjutistes nagu blogid ja sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."	""
"sittama"	"mustaks, räpaseks tegema, jäätmetega saastama, reostama"	"informaalsetes"	"Sõna ""sittama"" on slängi või kõnekeele väljend, mis on seotud vulgaarse või ebaviisaka keelekasutusega. Selliseid sõnu kasutatakse tavaliselt mitteametlikes olukordades, näiteks sõprade vahelises vestluses, sotsiaalmeedias või muudes mitteametlikes tekstides. Formaalsetes või neutraalsetes tekstides eelistatakse kasutada viisakamaid ja neutraalsemaid väljendeid."	""
"soss"	"saamatu, käpardlik"	"informaalsetes"	"Sõna ""soss"" kasutatakse sageli kõnekeeles, et kirjeldada kedagi, kes on saamatu või käpardlik. See on pigem slängi kuuluv väljend, mida võib kohata mitteametlikes vestlustes, nagu sõpradevahelised jutud, sotsiaalmeedia postitused või kommentaarid. Formaalsetes tekstides kasutatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."	""
"suksutama"	"naisega armusuhtes olema, sellele ahvatlema"	"informaalsetes"	"Sõna ""suksutama"" on slängi kuuluv väljend, mida kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides. Sellised väljendid on tavaliselt levinud sõpradevahelistes vestlustes, sotsiaalmeedias ja muudes mitteametlikes suhtluskanalites. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja viisakamaid väljendeid."	""
"surmasõlm"	"(lennunduses:) vigurlennu element, mida sooritav lennuk teeb õhus vertikaalse ringi"	"neutraalsetes/formaalsetes"	"Sõna ""surmasõlm"" viitab konkreetsele lennundusterminile, mis kirjeldab vigurlennu elementi. Selliseid termineid kasutatakse tavaliselt tehnilistes, ametlikes või hariduslikes kontekstides, nagu lennundusalased väljaanded, õpikutes või ametlikes dokumentides. Seetõttu on selle kasutus pigem neutraalsetes või formaalsetes tekstides."	""
"sutsakas"	"lühiajaline sooritus, eriti väike teatri- või filmiroll"	"informaalsetes"	"Sõna ""sutsakas"" on kõnekeelne väljend, mida kasutatakse sageli mitteametlikes olukordades. See on pigem slängilaadne termin, mis sobib hästi igapäevasesse vestlusesse, näiteks sõprade vahel või sotsiaalmeedias. Formaalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid väljendeid."	""
"sürr"	"(sürrealistlikke) nägemusi, (veidraid) kujutluspilte sisaldav või muul moel uskumatu ja põnev"	"informaalsetes"	"Sõna ""sürr"" on lühend ja slängivorm sõnast ""sürrealistlik"" ning seda kasutatakse sageli igapäevases kõnekeeles, et kirjeldada midagi veidrat või uskumatut. Selline lühendatud ja mitteametlik sõnavara on iseloomulik pigem informaalsetele tekstidele nagu vestlused, blogid ja sotsiaalmeedia postitused."	""
"tatine"	"tatiga koos, tatiga määrdunud"	"informaalsetes"	"Sõna ""tatine"" on kõnekeelne väljend, mida kasutatakse pigem igapäevastes ja mitteametlikes olukordades. Selline sõna võib esineda vestlustes, kus kirjeldatakse midagi, mis on määrdunud või ebameeldiv, kuid see ei ole tõenäoliselt kasutusel ametlikes või formaalsetes tekstides."	""
"tatt"	"(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)"	"informaalsetes"	"Sõna ""tatt"" kasutatakse sageli halvustavalt või sõimusõnana, viidates noorele inimesele või lapsele. Selline väljendusviis on iseloomulik mitteametlikule suhtlusele, nagu näiteks vestlused sotsiaalmeedias, foorumites või argivestlustes, kus kasutatakse kõnekeelseid ja vahel ka vulgaarseid väljendeid. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt viisakamat ja neutraalsemat keelekasutust."	""
"tatt"	"ninast erituv lima, ninasekreet	 sülg"	"informaalsetes"	"Sõna ""tatt"" kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes olukordades, näiteks vestlustes sõprade vahel või sotsiaalmeedias. See on pigem familiaarne ja võib mõnes kontekstis tunduda labane, mistõttu ei sobi see hästi formaalsetesse või ametlikesse tekstidesse."	""
"tiiskant"	"(kõrge kileda hääle kohta)	 kõrge lapse-, poisihääl koorilaulus"	"neutraalsetes/formaalsetes"	"Sõna ""tiiskant"" on spetsiifiline termin, mida kasutatakse muusikaga seotud kontekstides, eriti koorilaulude kirjeldamisel. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna neid kasutatakse professionaalses või akadeemilises kontekstis, näiteks muusikaõpetuses, koorilaulu juhendamisel või muusikakriitikas. Seetõttu ei ole see sõna tõenäoliselt levinud igapäevases või mitteametlikus suhtluses."	""
