Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
odamees	odaviskega tegelev sportlane	neutraalsetes/formaalsetes	"""Odamees"" on spordialase ametliku kõnepruugi sõna, mida kasutatakse spordiuudiste, -reportaažide ja muu sporditeemalise kirjanduse kontekstis.  See ei ole släng ega omane argikeelele, seega sobib see pigem formaalsemasse ja neutraalsesse registrisse."	
pasundama	üliagaralt kuulutama, teatama või edasi rääkima	informaalsetes	"""Pasundama"" omab negatiivset konnotatsiooni ja viitab liialdatud või ebausaldusväärsele levitamisele.  See teeb selle sobimatuks formaalseks või neutraalseks keelekasutuseks.  Sõna emotsionaalne laeng sobib pigem argikeelde ja informaalsete tekstidega, kus väljendatakse subjektiivseid arvamusi ja suhtumist."	
pehmik	leebe ja järeleandlik, abituna mõjuv, mittekarm inimene, hrl mehe kohta	informaalsetes	"""Pehmik"" selles tähenduses kannab endas negatiivset ja halvustavat varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  See kõlab emotsionaalselt laetuna ja subjektiivsena, mitte ametliku ja objektiivsena nagu neutraalsetes või formaalsetes tekstides eeldatakse."	
perse	tagumik	informaalsetes	"Sõna ""perse"" tähenduses ""tagumik"" on vulgaarne ja ebaviisakas.  Seda kasutatakse peamiselt mitteametlikes ja emotsionaalselt laetud olukordides, näiteks sõprade vahelises vestluses, ropendamisel või viha väljendamisel.  Formaalsemates ja ametlikes tekstides, nagu teadusartiklid, ametlikud kirjad või uudistekanalid, on selle kasutamine sobimatu."	
pill	televiisor, muusikakeskus, auto, fotokaamera vms riist	informaalsetes	"Sõna ""pill"" selles tähenduses ('televiisor, muusikakeskus, auto, fotokaamera vms riist') on kõnekeelne ja slängilähedane.  See sobib hästi igapäevasesse suhtlusse ja mitteametlikesse olukordadesse, kuid ametlikes tekstides ja formaalses kõnes kasutatakse pigem täpsemaid ja neutraalsemaid termineid.  ""Pill"" viitab sageli ka millegi uhkeldava või kalli peale, lisades sõnale emotsionaalse varjundi, mis ei sobi formaalsesse keelekasutusse."	
pillitama	hellitama, poputama	informaalsetes	"""Pillitama"" tähenduses ""hellitama, poputama"" on pigem argikeelne ja emotsionaalselt laetud sõna. See sobib hästi suulise kõne ja mitteametlike tekstide konteksti, kus väljendatakse lähedust ja hellust. Formaalsemates tekstides kasutatakse pigem neutraalsemaid vasteid nagu ""hellitama"" või ""hoolitsema""."	
pillitama	nututama	informaalsetes	"""Pillitama"" tähenduses ""nutma"" on slängisõna ja seetõttu pigem informaalseks suhtluseks.  See ei sobi ametlikesse või akadeemilistesse tekstidesse."	
pillitama	(jahti pidades) vilega lindu või looma peibutama	neutraalsetes/formaalsetes	"Sõna ""pillitama"" selles tähenduses esineb peamiselt jahikirjanduses ja looduskirjeldustes, mis on stiililt pigem neutraalsed või formaalsed.  See ei ole släng ega kõnekeelne väljend, mida kasutataks argisuhtluses või informaalsetes tekstides."	
pilves	narkootikumist tingitult joobeseisundis, narkouimas	informaalsetes	"Sõna ""pilves"" narkootikumide mõju all viibimise kohta kasutatakse peamiselt argikeeles ja mitteametlikes olukordades. See on slängisõna ja seetõttu ebatõenäoline, et seda ametlikes tekstides või formaalses kõnepruugis kohataks."	
pipstükk	mingi paremat, peenemat sorti toit või toidupala	informaalsetes	"""Pipstükk"" omab selgelt argise ja naljatleva alatooni, mis sobib hästi suulise kõne ja mitteametlike tekstidega.  See ei oleks sobiv ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides. Sõna viitab millelegi heale ja maitsvale, kuid teeb seda kergelt lapseliku ja humoorika varjundiga."	
pipstükk	peps (nõudlik ja valiv) inimene	informaalsetes	"""Pipstükk"" selles tähenduses on selgelt halvustav ja slängisõna, mida kasutatakse pigem ebaviisakas ja mitteametlikus suhtluses.  See ei sobi ametlikesse ega neutraalsetesse tekstidesse."	
plass	"(näovärvi kohta:) kahvatu, jumetu	 (värvide kohta:) ereduseta, erksuseta"	neutraalsetes/formaalsetes	"Sõna ""plass"" kirjeldatud tähenduses on pigem kirjakeelne ja seda võib kohata ilukirjanduses, ajakirjanduses ja muudes ametlikumates tekstides. Kuigi see ei ole rangelt formaalne sõna, ei ole see ka tüüpiliselt informaalne.  Seega sobib see nii neutraalsesse kui ka formaalsesse registrisse."	
poppar	"popmuusik	 popmuusika fänn"	informaalsetes	"Sõna ""poppar"" kannab endas kergelt halvustavat või iroonilist varjundit ning seostub pigem fänluse kui professionaalse muusikaga. Seega sobib see paremini argisema ja mitteametliku suhtluse konteksti.  Kuigi sõna võib kohata ka neutraalsetes tekstides, on selle kasutus pigem informaalne."	
porte	mustriga ilustatud riba, lint või nöör rõivaste, tapeedi vm äärel	neutraalsetes/formaalsetes	"Sõna ""porte"" selles tähenduses esineb pigem kirjeldavates ja spetsiifilisemates tekstides, näiteks käsitööõpetustes, ajaloolistes kirjeldustes või rõivadisaini käsitlevates tekstides. See viitab pigem neutraalsele või formaalsele keelekasutusele.  Informaalsetes tekstides kasutatakse tõenäoliselt lihtsamaid ja igapäevasemaid sünonüüme nagu ""ääris"", ""riba"" või ""pael""."	
prahmakas	"ebaõnnestumine	 ekslik tegu, (suur) viga"	informaalsetes	"""Prahmakas"" selles tähenduses on kõnekeelne ja emotsionaalselt laetud sõna, mis sobib pigem argisesse suhtlusse ja mitteametlikesse tekstidesse.  See ei oleks sobiv ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides."	
puukeel	purssiv võõrkeele kõnelemine	informaalsetes	"""Puukese"" tähenduses ""purssiv võõrkeele kõnelemine"" viitab humoorikale ja halvustavale suhtumisele keeleoskusesse. See on ebaviisakas ja emotsionaalselt laetud väljend, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  Seega on selle kasutus informaalsetes tekstides sobivam."	
põrakas	"(tugev) hoop	 pauk või plahvatus"	informaalsetes	"""Põrakas"" selles tähenduses kõlab kõnekeelse ja ekspressiivsena.  See sobib hästi emotsionaalse ja mitteametliku suhtluse konteksti, näiteks otsekõnesse või jutustavasse stiili, kus soovitakse luua elavat ja värvikat pilti. Formaalsetes või ametlikes tekstides kasutataks pigem neutraalsemaid vasteid nagu ""pauk"", ""plahvatus"" või ""löök""."	
pätakas	(väike) laps	informaalsetes	"""Pätakas"" lapse kohta on hellitav või naljatlev sõna, mida kasutatakse peamiselt mitteametlikes vestlustes ja olukordades. See ei sobi ametlikesse dokumentidesse ega formaalsesse kõnekeele."	
reaktiiv	ühe või mitme reaktiivmootoriga lennuk	neutraalsetes/formaalsetes	"""Reaktiiv"" lennuki tähenduses on lühike ja asjalik termin, mida kasutatakse tehnilistes kirjeldustes, uudistes ja muudes faktipõhistes tekstides.  Kuigi sõna võib esineda ka informaalsetes kontekstides, ei ole see spetsiifiliselt informaalne.  Näiteks võib keegi vabalt öelda ""nägin taevas reaktiivi"", aga see ei tee sõnast enesest informaalset."	
ropsima	"kui sa oksendad, siis tuleb toit su kõhust suu kaudu välja	 pooleldi seeditud toitu koos maomahlaga tahtele allumatult suu kaudu välja paiskama"	informaalsetes	"""Ropsima"" on rahvapärane ja ebaviisakas sõna oksendamise kohta.  Seda kasutatakse tavaliselt mitteametlikes olukordades ja tuttavate inimeste vahel.  Formaalsemas või meditsiinilises kontekstis kasutatakse pigem sõna ""oksendama""."	
satikas	(parasiit)putukas	neutraalsetes/formaalsetes	"""Satikas"" putuka tähenduses on üldkasutatav sõna, mida võib kohata nii teaduslikes tekstides kui ka igapäevakõnes. See ei ole släng ega piirdu ainult informaalse keelekasutusega."	
siiberdama	edasi-tagasi (logelevalt, lõdvalt) liikuma, sel viisil midagi tegema	informaalsetes	"Sõna ""siiberdama"" kõlab kõnekeelse ja lohaka tegevuse kirjeldusena. See sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse, aga ametlikus või formaalses keeles mõjuks see kohatu.  Seega on tegemist selgelt informaalse sõnaga."	
sittama	mustaks, räpaseks tegema, jäätmetega saastama, reostama	informaalsetes	"Sõna ""sittama"" tähenduses 'mustaks tegema, saastama' on vulgaarne ja ebaviisakas. Seega on selle kasutus piiratud informaalsete tekstidega, kus selline väljenduslaad on aktsepteeritav. Neutraalsetes ja formaalsetes tekstides kasutatakse viisakamaid ja kirjakeelseid sünonüüme, näiteks ""saastama"", ""reostama"", ""määrima""."	
soss	saamatu, käpardlik	informaalsetes	"""Soss"" tähenduses ""saamatu, käpardlik"" on selgelt halvustav ja emotsionaalselt laetud sõna.  Seda kasutatakse pigem argikeeles, suulises kõnes ja mitteametlikes kirjalikes tekstides nagu blogid, foorumid ja sotsiaalmeedia.  Ametlikes ja formaalsetes tekstides kasutatakse selle asemel neutraalsemaid ja objektiivsemaid sõnu."	
suksutama	naisega armusuhtes olema, sellele ahvatlema	informaalsetes	"Sõna ""suksutama"" antud tähenduses kannab selgelt slängilist ja vulgaarset varjundit. Seega on selle kasutus pigem omane informaalsetele suhtlusolukordadele ja tekstidele, näiteks sõprade vahelisele jutuajamisele või internetikommentaaridele.  Formaalsetes või neutraalsetes tekstides oleks sellise sõna kasutamine kohatu."	
surmasõlm	(lennunduses:) vigurlennu element, mida sooritav lennuk teeb õhus vertikaalse ringi	neutraalsetes/formaalsetes	"""Surmasõlm"" on spetsiifiline termin, mida kasutatakse lennunduse kontekstis.  See viitab konkreetsele vigurlennu elemendile ja seetõttu sobib see pigem ametlikku ja tehnilisemat laadi kirjeldustesse. Kuigi sõna võib esineda ka informaalsemates tekstides, näiteks lennundushuviliste foorumites, on selle esmane kasutusvaldkond siiski neutraalne või formaalne."	
sutsakas	lühiajaline sooritus, eriti väike teatri- või filmiroll	informaalsetes	"""Sutsakas"" selles tähenduses kõlab kõnekeelse ja mitteametlikuna.  See sobiks hästi näiteks blogipostitusse või vestlusse, aga ametlikus teatrikriitikas või filmiarvustuses oleks see pigem kohatu.  Sõna kannab endas teatavat kergust ja lühikest kestust, mis viitab pigem argisele suhtlusele."	
sürr	(sürrealistlikke) nägemusi, (veidraid) kujutluspilte sisaldav või muul moel uskumatu ja põnev	informaalsetes	"Sõna ""sürr"" selles tähenduses viitab millelegi ebatavalisele, veidrale ja fantastilisele.  See kõlab suupäraselt ja emotsionaalselt laetult, mis sobib hästi informaalse keelekasutusega.  Tõsisemas ja ametlikumas kontekstis kasutataks pigem täpsemaid ja neutraalsemaid väljendeid.  Kuigi sõna ""sürr"" on tuletatud sõnast ""sürrealistlik"", on see oma lühikese ja emotsionaalse vormi tõttu omandanud selgelt informaalse varjundi."	
tatine	tatiga koos, tatiga määrdunud	informaalsetes	"Sõna ""tatine"" kõlab lastekeelsena ja argisena.  Seda kasutatakse pigem suulises kõnes ja mitteametlikes olukordades, kirjakeeles ametlikes tekstides seda tõenäoliselt ei kohta."	
tatt	(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)	informaalsetes	"Sõna ""tatt"" selles tähenduses kannab halvustavat või sõimusõna varjundit ning on seetõttu iseloomulik eeskätt mitteametlikule suhtlusstiilile.  See sobib pigem argikeelde, laste omavahelise suhtluse või täiskasvanute emotsionaalse kõnepruugi konteksti. Formaalses ja neutraalses keelekasutuses on ebatõenäoline, et seda sõna kohata."	
tatt	"ninast erituv lima, ninasekreet	 sülg"	informaalsetes	"Sõna ""tatt"" on oma olemuselt rahvapärane ja lastekeelne.  Seda kasutatakse tavaliselt mitteametlikes vestlustes, eriti laste seas või täiskasvanute poolt lastega suheldes.  Formaalsemas või kirjalikus keeles kasutatakse pigem sõnu ""ninaeritis"", ""lima"" või ""ninasekreet""."	
tiiskant	"(kõrge kileda hääle kohta)	 kõrge lapse-, poisihääl koorilaulus"	neutraalsetes/formaalsetes	"""Tiiskant"" on spetsiifiline muusikatermin, mida kasutatakse koorilaulu kontekstis. See ei ole släng ega argikeelne väljend. Seetõttu sobib see pigem neutraalsetesse ja formaalsetesse tekstidesse, näiteks muusikaõpikutesse, kontserdiarvustustesse või koorijuhtimise käsiraamatutesse.  Kuigi sõna võib esineda ka informaalsemas kontekstis (nt koorilauljate omavahelises vestluses), ei ole see piisavalt tugev argument selle märkimiseks informaalseks."	
tirts	(väike) tüdruk, tütarlaps	informaalsetes	"Sõna ""tirts"" tüdruku/tütarlapse kohta on hellitav ja pisut lapselik.  See sobib perekonnasiseselt või lähedaste sõprade vahel kasutamiseks, aga ametlikus või neutraalses kontekstis võib see tunduda kohatu või liiga familiaarne. Seega on tegemist selgelt informaalse sõnaga."	
tohlakas	hoop, löök	informaalsetes	"""Tohlakas"" tähenduses ""hoop, löök"" on kõnekeelne ja emotsionaalselt laetud sõna.  Seda kasutatakse pigem argises suhtluses, mitte ametlikes või formaalsetes tekstides."	
trehvama	kellegagi kokku sattuma, kedagi (juhuslikult) kohtama	informaalsetes	"""Trehvama"" selles tähenduses kõlab kõnekeelselt ja argisemalt.  See sobib hästi otsekõnesse ja mitteametlikku suhtlusse. Näiteks ""Trehvasin eile poes Mariaga"" sobiks hästi jutustavasse teksti või blogisse, aga ametlikus kirjas või teadusartiklis oleks parem kasutada sõna ""kohtuma""."	
töss	jõuetu, energiata, saamatu, vilets	informaalsetes	"Sõna ""töss"" selles tähenduses on kõnekeelne ja emotsionaalselt laetud.  See sobib hästi argisesse suhtlusse ja mitteametlikesse olukordadesse, kuid ametlikes või formaalsetes tekstides mõjub see kohatuna."	
tümakas	monotoonse tugeva rütmiga muusika	informaalsetes	"""Tümakas"" selles tähenduses on slängisõna, mida kasutatakse peamiselt mitteametlikes vestlustes ja kontekstides muusika kirjeldamiseks, mida peetakse lihtsaks ja korduvaks.  See ei ole sõna, mida tavaliselt ametlikes kirjutistes või akadeemilises kontekstis kohataks."	
vargapesa	pistik, mis võimaldab mitu elektririista vooluvõrku lülitada, harupistik	informaalsetes	"""Vargapesa"" on rahvapärane ja mitteametlik termin harupistiku kohta.  Kuigi seda mõistetakse laialdaselt, kasutatakse ametlikes tekstides ja tehnilistes kirjeldustes pigem sõna ""harupistik"" või ""pikendusjuhe pesadega"". ""Vargapesa"" kõlab argikeelne ja sobib seetõttu paremini informaalsetesse olukordadesse."	
vibra	mehaaniline võnkumine	neutraalsetes/formaalsetes	"""Vibra"" tehnilises tähenduses ""mehaaniline võnkumine"" esineb pigem spetsiifilisemates tekstides, mis viitab neutraalsele või formaalsele keelekasutusele.  Kuigi sõna ise on lühike ja meenutab kõnekeelt, ei seostu see otseselt informaalse suhtlusstiiliga.  ""Vibra"" asemel võidakse informaalsetes tekstides kasutada pigem üldisemaid ja vähem spetsiifilisi väljendeid nagu ""värisemine"" või ""võbisemine""."	
vitsutama	rohkesti ja aplalt sööma	informaalsetes	"""Vitsutama"" tähenduses ""rohkesti ja aplalt sööma"" on kõnekeelne ja humoorikas väljend.  See sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse, kuid ametlikus või formaalses keeles kõlaks see kohatu."	
volüüm	heli tugevus	neutraalsetes/formaalsetes	"""Volüüm"" heli tugevuse tähenduses on küllaltki tehniline termin ja seetõttu esineb see pigem neutraalsetes või formaalsetes tekstides, näiteks kasutusjuhendites või tehnilistes kirjeldustes.  Kuigi sõna võib kohata ka informaalsetes tekstides, on see seal harvem ja asendatakse tihti sünonüümidega nagu ""heli tugevus"", ""kõvadus"" vms."	
värdjas	(vastumeelsust äratava inimese kohta, ka sõimusõnana)	informaalsetes	"Sõna ""värdjas"" selles tähenduses on ropp ja emotsionaalselt laetud. Seda kasutatakse peamiselt viha või põlguse väljendamiseks ja see ei sobi ametlikku ega neutraalsesse keelekasutusse. Seega on selle kasutus pigem iseloomulik informaalsetele tekstidele, kus selliseid väljendeid rohkem tolereeritakse."	
aidaa	(lahkumisel öeldav sõna:) nägemiseni, kohtumiseni	informaalsetes	"""Aidaa"" on argikeelne ja emotsionaalselt laetud hüvastijätt, mida kasutatakse peamiselt suulises kõnes ja mitteametlikes olukordades. See ei sobi ametlikesse tekstidesse ega formaalsesse suhtlusse."	
alias	varjunimi	neutraalsetes/formaalsetes	"Sõna ""alias"" varjunime tähenduses on laen ladina keelest ja seda kasutatakse pigem ametlikumas, kirjalikus keeles.  Kuigi see ei ole rangelt formaalne, ei tundu see ka informaalsesse registrisse sobivat.  Näiteks võib seda kohata ametlikes dokumentides või uudistes kellegi varjunime tähistamiseks.  Seega sobib see pigem neutraalsesse või formaalsesse registrisse."	
amarüll	Kesk- ja Lõuna-Ameerikast pärit suurte hrl punaste või valgete kellukjate õitega sibullill, Eestis toataim	neutraalsetes/formaalsetes	"""Amarüll"" on taime korrektne nimetus ja seda kasutatakse nii aiandusalastes tekstides, entsüklopeediates kui ka igapäevakõnes. See ei ole släng ega omane ainult informaalsele suhtlusele.  Seega sobib see nii neutraalsesse kui ka formaalsesse keelekasutusse."	
ARK	"riiklik teenindusbüroo, kus korraldatakse sõiduki ostu- ja müügitoiminguid, juhilubade taotlemist vms	 sõidukite registreerimise büroo"	neutraalsetes/formaalsetes	ARK on ametliku asutuse lühend ja seda kasutatakse sageli ametlikes dokumentides ja teadaannetes. Samas on see laialt levinud ja arusaadav ka igapäevases suhtluses, mistõttu sobib see ka neutraalsetesse tekstidesse.  Kuigi lühendi võib kohata ka informaalsetes tekstides, ei ole see seal piisavalt domineeriv, et seda informaalseks märkida.	
