katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;; ;;;2;inimene, kellel on huule-suulaelõhe;;3;keskmine;"Koolis vaadati minu peale alati kõõrdi ja mõned isegi sülitasid mu pihta. | Maimuke sündis, kui Inger oli parasjagu üksi. Oma suureks hirmuks ning meelehärmiks oli laps samasuguse puudega nagu ta ise – jänesemokaga. | Joaquin Phoenix - jänesemokk | vastik jah. viimasel ajal koolis muud ei näegi kui jänesemokkadega põhikooli poisse. | Tyrion prõmmis, kuni ilustatud pronkssilm lahti lõksatas. ""See olen mina."" Mees, kes ta sisse lasi, oli üks Varyse parimaid leide – braavoslasest pistodamees, kellel olid jänesemokk ja töntsid silmad.";informaalsetes;;"Sõna ""jänesemokk"" kasutatakse sageli informaalsetes kontekstides, et viidata inimestele, kellel on huule-suulaelõhe. Sellistes tekstides võib sõna kanda emotsionaalset või hinnangulist alatooni, kuna see viitab inimese füüsilisele omadusele, mis võib olla seotud sotsiaalsete ja isiklike väljakutsetega. Näiteks kirjeldatakse inimesi, kellel on see seisund, sageli nende välimuse või sotsiaalsete kogemuste kaudu, mis viitab sõna kasutamisele informaalsetes ja isiklikumates kontekstides. Olen pigem kindel, et see tähendus on informaalsetes tekstides kasutusel.";pigem kindel;rahvapärane;jah;"Sõna ""jänesemokk"" kasutatakse sageli kõnekeeles ja rahvapäraselt, et viidata inimestele, kellel on huule-suulaelõhe. See kasutus on levinud igapäevases keelekasutuses, kus sõna kasutatakse ilma meditsiinilise või teadusliku kontekstita. Selline kasutus on kõnekeelne, kuna see ei vasta formaalsele või teaduslikule terminoloogiale, vaid on pigem rahvapärane viis viidata sellele füüsilisele seisundile. Seetõttu on märgendid ""kõnekeelne"" ja ""rahvapärane"" sobivad.";;;;;;;;;;;;;
;;; ;;;3;kõnekeelne halvustav nimetus;ei;3;vähene;"Kujuta end ütlemas emale, et sa moodustad bändi puukingades Briani ja jänesemokkadega lõuna-aafriklase Freddiega. | Küsisin, kuidas pääsen Gotlandile talle teateid tooma, aga tema kinnitas, et tal on selleks oma nõksud, ja soovitas mul Lüübekis sadamakõrtsidest üles otsida jänesemokaga mehe, kellel oli paremal käel vaid kolm sõrme järel. | Riidlesin temaga karmilt, et ta purjus oli, aga Antti hakkas oma armetuse pärast nutma ja ütles: ""Mu pea hakkab siin koledas linnas ringi käima, sest sadamas on vähemalt sada kõrtsi ja lõbumaja ja ma jõudsin ainult mõnekümnes ära käia, kui jalad enam ei kandnud ja silme ees läks kirjuks, nii et kõigil vastutulijatel olid minu silmis jänesemokad. | Lõpuks tuli Antti ühel päeval sadamast, kus tal oli palju jänesemokaga sõpru, ja ütles: ""Arsenali värava kõrval istub juba neljandat päeva põrsakasti otsas üks kõõrdsilmne mees ja müüb laevadele põrsaid. | Tuli pähe, et kõõrdsilmsus, nagu ka jänesemokk, viitasid admiral Severini kelmikale loomusele, sest niisugune mees oli ka võõrale kerge välimuse järgi ära tunda.";informaalsetes;ei;"Sõna ""jänesemokk"" kasutatakse mõnikord halvustavalt, et kirjeldada inimesi, kellel on huule-suulaelõhe, või lihtsalt kedagi, kelle välimust peetakse ebatavaliseks või naljakaks. Sellistes kontekstides on sõna kasutus kõnekeelne ja halvustav, kuna see viitab inimesele negatiivses või pilkavas võtmes. Näiteks kasutatakse seda sõna kirjanduses ja kõnekeelsetes tekstides, et rõhutada kellegi välimuse eripära negatiivses valguses. Olen pigem kindel, et see tähendus on informaalsetes tekstides kasutusel.";pigem kindel;kõnekeelne;ei;"Sõna ""jänesemokk"" kasutatakse mõnikord halvustavalt, et kirjeldada inimesi, kellel on huule-suulaelõhe, või lihtsalt kedagi, kelle välimust peetakse ebatavaliseks või naljakaks. Sellistes kontekstides on sõna kasutus kõnekeelne ja halvustav, kuna see viitab inimesele negatiivses või pilkavas võtmes. Näiteks kasutatakse seda sõna kirjanduses ja kõnekeelsetes tekstides, et rõhutada kellegi välimuse eripära negatiivses valguses. Seetõttu on märgendid ""kõnekeelne"" ja ""halvustav"" sobivad.";;;;;;;;;;;;;
;;; ;;;3;kõnekeelne halvustav nimetus;;3;vähene;"Kujuta end ütlemas emale, et sa moodustad bändi puukingades Briani ja jänesemokkadega lõuna-aafriklase Freddiega. | Küsisin, kuidas pääsen Gotlandile talle teateid tooma, aga tema kinnitas, et tal on selleks oma nõksud, ja soovitas mul Lüübekis sadamakõrtsidest üles otsida jänesemokaga mehe, kellel oli paremal käel vaid kolm sõrme järel. | Riidlesin temaga karmilt, et ta purjus oli, aga Antti hakkas oma armetuse pärast nutma ja ütles: ""Mu pea hakkab siin koledas linnas ringi käima, sest sadamas on vähemalt sada kõrtsi ja lõbumaja ja ma jõudsin ainult mõnekümnes ära käia, kui jalad enam ei kandnud ja silme ees läks kirjuks, nii et kõigil vastutulijatel olid minu silmis jänesemokad. | Lõpuks tuli Antti ühel päeval sadamast, kus tal oli palju jänesemokaga sõpru, ja ütles: ""Arsenali värava kõrval istub juba neljandat päeva põrsakasti otsas üks kõõrdsilmne mees ja müüb laevadele põrsaid. | Tuli pähe, et kõõrdsilmsus, nagu ka jänesemokk, viitasid admiral Severini kelmikale loomusele, sest niisugune mees oli ka võõrale kerge välimuse järgi ära tunda.";informaalsetes;;"Sõna ""jänesemokk"" kasutatakse mõnikord halvustavalt, et kirjeldada inimesi, kellel on huule-suulaelõhe, või lihtsalt kedagi, kelle välimust peetakse ebatavaliseks või naljakaks. Sellistes kontekstides on sõna kasutus kõnekeelne ja halvustav, kuna see viitab inimesele negatiivses või pilkavas võtmes. Näiteks kasutatakse seda sõna kirjanduses ja kõnekeelsetes tekstides, et rõhutada kellegi välimuse eripära negatiivses valguses. Olen pigem kindel, et see tähendus on informaalsetes tekstides kasutusel.";pigem kindel;halvustav;ei;"Sõna ""jänesemokk"" kasutatakse mõnikord halvustavalt, et kirjeldada inimesi, kellel on huule-suulaelõhe, või lihtsalt kedagi, kelle välimust peetakse ebatavaliseks või naljakaks. Sellistes kontekstides on sõna kasutus kõnekeelne ja halvustav, kuna see viitab inimesele negatiivses või pilkavas võtmes. Näiteks kasutatakse seda sõna kirjanduses ja kõnekeelsetes tekstides, et rõhutada kellegi välimuse eripära negatiivses valguses. Seetõttu on märgendid ""kõnekeelne"" ja ""halvustav"" sobivad.";;;;;;;;;;;;;
mihklikuu;rahvapärane;1;rahvapärane;515;ei;1;September (kalendrikuu nimetus);jah;3;sage;"""Mihklikuu teisel pühapäeval tähistatav vanavanemate päev sai veel paar päeva hiljemgi Sindi gümnaasiumi aulas toimunud õnnestunud kontserdiga ilusa täienduse."" | ""Mihklikuul leiad meie kampaanialaualt mõrušokolaadi ja puuviljabatooni, teed ja kohvi, tatart ja oliiviõli praadimiseks, puljongipulbri ja müsli beebidele, šampooni, palsamit ja vannivahtusid."" | ""Mihklikuu nädalal tõid lapsed kooli mitmesuguseid nunnusid oma koduaiast või metsast ning meisterdasid meeskonnatööna nendest kompositsioonid."" | ""Mihklikuu alguse ilmad on kartulivõtjatele kuldaväärt ilusad, soojad ja kuivad, kuid saagi üle rõõmustavad vähesed, sest põud noppis mugulaid vähemaks ja pesad pole loodetud suured."" | ""Mihklikuu lõpus oli Kuuse talu karjas üle 120 lamba.""";neutraalsetes/formaalsetes;jah;Seda kasutatakse sageli ametlikes ja neutraalsetes kontekstides, nagu ilmastiku kirjeldustes, kalendriüritustes ja üldistes ajakirjanduslikes tekstides, kus septembrit mainitakse kui kalendrikuu nime.;väga kindel;ei kohaldu;jah;ei kohaldu;1;september;jah;3;sage;Mihklikuu on aeg, mil koolid algavad. | Mihklikuu toob kaasa jahedamad ilmad. | Mihklikuu on tuntud oma saagikoristuse poolest. | Mihklikuu on traditsiooniliselt olnud aeg, mil valmistutakse talveks. | Mihklikuu on september vana kalendri järgi.;neutraalsetes/formaalsetes;jah;Mihklikuu kui september on kasutusel peamiselt neutraalsetes ja formaalsetes kontekstides, kuna see viitab otseselt kalendrikuule. Seda kasutatakse sageli ametlikes dokumentides, koolide ja töökohtade ajakavades ning muudes formaalsetes olukordades. Sõna on selgelt määratletud ja ei kanna endas emotsionaalset ega stilistilist varjundit, mis viitaks mitteametlikule kasutusele. Seetõttu on see tähendus neutraalne ja formaalne. Olen väga kindel, et see tähendus on neutraalne ja formaalne, kuna see on seotud kalendri ja ajaga, mis on universaalsed ja ametlikud mõisted.;väga kindel;ei kohaldu;jah;ei kohaldu
;;; ;;;2;Mihklipäeva kuu (rahvakalendri nimetus septembrile);jah;3;keskmine;"""Septembrit nimetatakse veel ka kanarbikukuuks, sügiskuuks, pohlakuuks, jahikuuks (jahihooaja alguse järgi), kaalukuuks (saagi kaalumise aja järgi), lõikamisekuuks ja mihklikuks."" | ""Mihklikuu on lambakasvatajatel 'saagikoristuse' aeg ja kuna Euroopas kasvav moslemikogukond küsib aina enam lambaliha, siis ongi eeskätt just hollandlased siit noorlambaid kokku ostmas."" | ""Mihklikuu on huviringidelegi taas hoo sisse lükanud."" | ""Mihklikuu on tähistaeva vaatlemiseks väga magus aastaaeg, mil võib taevas näha mõndagi põnevat planeetidest süvataeva objektideni."" | ""Mihklikuu on traditsiooniliselt Eesti toidu kuu, milles osalevad ka mitmed Tartu Ülikooli Pärnu kolledži väärikate ülikooli toimekad naised.""";informaalsetes;ei;Seda kasutatakse rohkem rahvapärastes ja mitteametlikes kontekstides, kus rõhutatakse traditsioonilisi ja kultuurilisi aspekte, nagu rahvakalendri tähtpäevad ja kombed.;pigem kindel;rahvapärane;jah;Seda kasutatakse rahvakalendri kontekstis, mis on levinud rahva seas, kuid mitte ametlikus terminoloogias. See viitab traditsioonilistele ja kultuurilistele aspektidele, mis on omased rahvapärasele keelekasutusele.;2;sügis;ei;3;keskmine;Mihklikuu on sügise algus. | Mihklikuu värvid on sügiseselt kirevad. | Mihklikuu toob sügise lõhnad ja maitsed. | Sügisel, mihklikuul, on õunad valmis. | Mihklikuu on sügise keskpaik.;informaalsetes;ei;Mihklikuu kui sügis on pigem informaalne, kuna see viitab hooajale ja sellel on emotsionaalne ja kultuuriline tähendus. Seda kasutatakse sageli kirjeldustes, mis on seotud looduse ja isiklike kogemustega, näiteks sügise värvid ja lõhnad. See tähendus on seotud pigem igapäevase keelekasutusega, kus inimesed räägivad oma kogemustest ja tunnetest. Seetõttu on see tähendus informaalne. Olen pigem kindel, et see tähendus on informaalne, kuna see on seotud isiklike ja kultuuriliste kogemustega, mis ei ole formaalsed.;pigem kindel;kõnekeelne;ei;Mihklikuu kui sügis on kõnekeelne ja rahvapärane, kuna see viitab hooajale ja on seotud kultuuriliste ja isiklike kogemustega. Seda kasutatakse sageli igapäevases keeles, et kirjeldada sügise algust ja sellega seotud nähtusi. Rahvapärasus tuleneb sellest, et see on traditsiooniline viis sügise alguse tähistamiseks, mis on levinud rahva seas. Kõnekeelsus tuleneb selle kasutamisest mitteametlikes vestlustes ja kirjeldustes. Seetõttu on see tähendus kõnekeelne ja rahvapärane.
;;; ;;;3;Aasta üheksas kuu (üldine viide septembrile);jah;3;vähene;"""Mihklikuu kujunes väga soojaks."" | ""Mihklikuu viimase kümmepäevaku keskmine õhutemperatuur kujunes tavapärasest 5...6 kraadi soojemaks."" | ""Mihklikuu jooksul esitati moneyzenile kokku 339 laenutaotlust."" | ""Mihklikuu viimasel päeval väga väikeses seltskonnas toimunud Tartu Ülikooli Pärnu kolledži väärikate ülikooli õppeaasta avamine on järelvaadatav kolledži veebilehel."" | ""Mihklikuu viimasel reedel tähistasid Viljandimaa jahimehed uue jahihooaja algust suurejoonelise.""";ei kohaldu;ei;See tähendus on üldine ja kontekstist sõltumatu, viidates lihtsalt kalendriaastale, mistõttu ei ole selget eristust formaalsuse osas.;pigem ebakindel;harv;ei;Seda tähendust leidub tekstimaterjalis vähe, mistõttu on see harv.;2;sügis;;3;keskmine;Mihklikuu on sügise algus. | Mihklikuu värvid on sügiseselt kirevad. | Mihklikuu toob sügise lõhnad ja maitsed. | Sügisel, mihklikuul, on õunad valmis. | Mihklikuu on sügise keskpaik.;informaalsetes;;Mihklikuu kui sügis on pigem informaalne, kuna see viitab hooajale ja sellel on emotsionaalne ja kultuuriline tähendus. Seda kasutatakse sageli kirjeldustes, mis on seotud looduse ja isiklike kogemustega, näiteks sügise värvid ja lõhnad. See tähendus on seotud pigem igapäevase keelekasutusega, kus inimesed räägivad oma kogemustest ja tunnetest. Seetõttu on see tähendus informaalne. Olen pigem kindel, et see tähendus on informaalne, kuna see on seotud isiklike ja kultuuriliste kogemustega, mis ei ole formaalsed.;pigem kindel;rahvapärane;ei;Mihklikuu kui sügis on kõnekeelne ja rahvapärane, kuna see viitab hooajale ja on seotud kultuuriliste ja isiklike kogemustega. Seda kasutatakse sageli igapäevases keeles, et kirjeldada sügise algust ja sellega seotud nähtusi. Rahvapärasus tuleneb sellest, et see on traditsiooniline viis sügise alguse tähistamiseks, mis on levinud rahva seas. Kõnekeelsus tuleneb selle kasutamisest mitteametlikes vestlustes ja kirjeldustes. Seetõttu on see tähendus kõnekeelne ja rahvapärane.
;;; ;;;;;;;;;;;;;;;;3;aasta üheksas kuu;jah;3;vähene;Mihklikuu on aasta üheksas kuu. | Aasta üheksas kuu, mihklikuu, on täis tegevusi. | Mihklikuu on kalendri järgi üheksas kuu. | Septembris, mihklikuul, on üheksas kuu. | Mihklikuu on üheksas kuu, mil suvi lõpeb.;ei kohaldu;ei;Mihklikuu kui aasta üheksas kuu on tähendus, mis ei ole selgelt seotud ei formaalse ega mitteametliku kontekstiga. See on lihtsalt kalendriline fakt, mis ei kanna endas erilist stilistilist ega emotsionaalset varjundit. Seetõttu ei kohaldu sellele tähendusele kindel registri määratlus. Olen pigem ebakindel, kuna see on lihtsalt faktipõhine ja ei viita selgelt ühele või teisele registrile.;pigem ebakindel;harv;ei;Mihklikuu kui aasta üheksas kuu on harv tähendus, kuna seda kasutatakse vähem ja see on pigem faktipõhine. See ei ole levinud igapäevases keelekasutuses ja esineb peamiselt spetsiifilistes kontekstides, kus rõhutatakse kalendrilist järjestust. Seetõttu on see tähendus harv.
nääl;rahvapärane;1;rahvapärane;162;ei;1;naise vend;jah;1;vähene;"ONU – ema vend TÄDI – ema õde LELL – isa vend SÕTSE – isa õde NÄÄL – naise vend | Hans on Lepiku Juhani Schwager - mitte väimees, vaid ""sugulane abielu kaudu"" ehk veelgi täpsemalt väljendudes ""III ja IV astme meessoost hõimlane"" SIIN . Kitsamas tähenduses naisevend (nääl) või õemees... | Sest Otepääl elab mu nääl ja Rõngus nõbu. | Kui paljud mäletavad veel, kes on käli, nääl, küdi ja nadu? | Nääl – naise vend Käli – naise õde Küdi – mehe vend Nadu – mehe õde";informaalsetes;ei;"... Sõna ""nääl"" kasutatakse pigem informaalsetes tekstides. Seda võib järeldada asjaolust, et sõna esineb peamiselt kontekstides, kus arutatakse perekondlikke suhteid ja sugulussidemeid, mis on tihti isiklikud ja mitteametlikud teemad. Lisaks on sõna kasutamine tänapäeval haruldane ja pigem rahvapärane, mis viitab sellele, et see ei ole levinud ametlikes või neutraalsetes kontekstides. Samuti on sõna kasutamine seotud vanemate keelepruukide ja murretega, mis viitab selle informaalsetele juurtele. Kuigi sõna võib esineda ka kirjanduses või ajaloolistes tekstides, on selle kasutus siiski pigem haruldane ja mitte standardne.";väga kindel;harv;ei;"Sõna ""nääl"" on harva kasutatav tänapäeva eesti keeles, kuna see esineb peamiselt vanemates tekstides või murdekeeltes. Selle kasutus on piiratud ja mitte laialt levinud, mistõttu on see haruldane. Lisaks on sõna tähendus ja kasutusala kitsas, piirdudes peamiselt sugulussidemete kirjeldamisega, mis ei ole igapäevases keelekasutuses tavaline. Seetõttu on sõna ""nääl"" tähendus ja kasutus haruldane ning vajab eraldi märgendit, et rõhutada selle vähest esinemissagedust ja spetsiifilist kasutusala.";1;ei määratletud;ei;0;ei määratletud;ei leitud;ei määratletud;ei;ei määratletud;pigem ebakindel;ei kohaldu;ei;ei kohaldu
talinelk;rahvapärane;2;rahvapärane;96;ei;1;taim;jah;2;sage;Väliterassil kasvavad nüüd talinelgid. | Talinelgid õitsevad ka, suvine kullerkupp ja teised. | Küüni majapoolse seina äärde rajatud talinelkide alast polegi veel pilti. | Katuselt maha valgunud vihmavesi on aga koleda kruusa jälle välja loputanud.| Küll oleks tore, kui talinelgid suudaksid nii hästi kasvada, et selle koleda koha enda alla mataksid.;neutraalsetes/formaalsetes;jah;Sõna „talinelk“ kasutatakse peamiselt neutraalsetes ja formaalsetes tekstides, kuna see viitab konkreetsele taimele, mida kasvatatakse aedades ja kasutatakse aianduses. Tekstides, kus seda mainitakse, on sageli tegemist aianduse või botaanika kontekstiga, mis eeldab neutraalset või formaalset keelekasutust. Näiteks kirjeldatakse talinelkide kasvatamist, nende omadusi ja kasutamist aianduses. Selline kasutusviis viitab sellele, et sõna on selles tähenduses neutraalne ja formaalne. Olen väga kindel, et see on õige hinnang, kuna tekstid on selgelt seotud aianduse ja botaanikaga, mis on tavaliselt neutraalsed või formaalsed valdkonnad.;väga kindel;ei kohaldu;jah;ei kohaldu;1;ei määratletud;ei;0;ei määratletud;ei leitud;ei määratletud;ei;ei määratletud;pigem ebakindel;ei kohaldu;ei;ei kohaldu
;;; ;;;2;rahvapärane nimetus seebilillele;jah;2;vähene;Seebilille rahvapärased nimed on nelgid, talinelk, talituhlid, seebijuured. | Välimuselt meenutab seebilill floksi või talinelki ja selliste nimede all teda ka tuntakse. | Seebilill pole meie looduslik liik, kuigi ta on metsistunult tavaline vanemates aedades, teeservadel ja inimasustuse ümbruses. | Sageli kasvab ta suurte puhmikutena, milles on palju püstisi varsi. | Õied on seebilillel eriti sarnased floksi ehk leeklille omadele.;informaalsetes;jah;Sõna „talinelk“ kasutatakse rahvapärase nimetusena seebilillele peamiselt informaalsetes tekstides. Selline kasutus viitab sellele, et sõna on osa rahvapärasest keelekasutusest, mida kasutatakse igapäevases kõnes ja mitteametlikes olukordades. Tekstides, kus seda mainitakse, on sageli tegemist isikliku kogemuse või mälestuste jagamisega, mis viitab mitteametlikule kontekstile. Selline kasutusviis viitab sellele, et sõna on selles tähenduses informaalne. Olen pigem kindel, et see on õige hinnang, kuna tekstid on isiklikud ja mitteametlikud, mis viitab informaalsetele olukordadele.;pigem kindel;rahvapärane;jah;Sõna „talinelk“ kui rahvapärane nimetus seebilillele on harv ja rahvapärane. Seda kasutatakse vähestes tekstides ja peamiselt mitteametlikes kontekstides, mis viitab sellele, et see pole laialt levinud ega ametlik termin. Rahvapärane märgend sobib, kuna see viitab sõna kasutamisele rahva seas levinud, kuid mitte ametliku terminina. Harv märgend sobib, kuna sõna selles tähenduses esineb etteantud tekstimaterjalis vähe.;;;;;;;;;;;;;
;;; ;;;2;rahvapärane nimetus seebilillele;;2;vähene;Seebilille rahvapärased nimed on nelgid, talinelk, talituhlid, seebijuured. | Välimuselt meenutab seebilill floksi või talinelki ja selliste nimede all teda ka tuntakse. | Seebilill pole meie looduslik liik, kuigi ta on metsistunult tavaline vanemates aedades, teeservadel ja inimasustuse ümbruses. | Sageli kasvab ta suurte puhmikutena, milles on palju püstisi varsi. | Õied on seebilillel eriti sarnased floksi ehk leeklille omadele.;informaalsetes;;Sõna „talinelk“ kasutatakse rahvapärase nimetusena seebilillele peamiselt informaalsetes tekstides. Selline kasutus viitab sellele, et sõna on osa rahvapärasest keelekasutusest, mida kasutatakse igapäevases kõnes ja mitteametlikes olukordades. Tekstides, kus seda mainitakse, on sageli tegemist isikliku kogemuse või mälestuste jagamisega, mis viitab mitteametlikule kontekstile. Selline kasutusviis viitab sellele, et sõna on selles tähenduses informaalne. Olen pigem kindel, et see on õige hinnang, kuna tekstid on isiklikud ja mitteametlikud, mis viitab informaalsetele olukordadele.;pigem kindel;harv;jah;Sõna „talinelk“ kui rahvapärane nimetus seebilillele on harv ja rahvapärane. Seda kasutatakse vähestes tekstides ja peamiselt mitteametlikes kontekstides, mis viitab sellele, et see pole laialt levinud ega ametlik termin. Rahvapärane märgend sobib, kuna see viitab sõna kasutamisele rahva seas levinud, kuid mitte ametliku terminina. Harv märgend sobib, kuna sõna selles tähenduses esineb etteantud tekstimaterjalis vähe.;;;;;;;;;;;;;
