katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
vissi;lastekeelne;6;kõik teised registrita;1207;jah;1;lehm;jah;3;sage;Kui on lüpsiaeg, astub asendustalunik Tiiu Kästik lauda ees pingi otsa ja hüüab: vissi, vissi, vissi! | See on vissi. Tule tagant poolt, õpetas isa poega herefordivasika juures. | Meie vissi annab keskmiselt 10 600 liitrit ehedat talupiima aastas! | Üks kohalik vissi oli eelmisel nädalal põõsasse poegima siirdunud ja seal omadega ummuksisse läinud. | Eesti Tõuloomakasvatajate Ühistu on juba aastaid korraldanud veiste näitus-konkursse VISS.;informaalsetes;jah;Sõna vissi lehma tähenduses esineb tekstides selgelt informaalses kontekstis. Kasutatakse argistes olukordades nagu loomade kutsumine, rahvalikes väljendites ja kõnekeeles. Formaalsetes tekstides kasutatakse terminit lehm või veis. Vissi on traditsiooniline rahvakeelne nimetus, mis on iseloomulik just mitteametlikule suhtlusele.;väga kindel;kõnekeelne;jah;Kõnekeelne märgend sobib, kuna vissi on selgelt argikeelesõna, mida kasutatakse mitteformaalsetes olukordades lehma kutsumiseks või nimetamiseks. ;1;viski (alkohoolne jook);ei;1;vähene;Ta tellis baaris vissi koos jääga. | Õhtul joodi vissi ja arutati äriasju. | Vana vissi pudel seisis kapiriiulil. | Mees võttis vissipudeli kotist välja. | Nad jõid head Šoti vissi.;informaalsetes;ei;"Sõna ""vissi"" kasutatakse pigem informaalsetes tekstides. See on viski kõnekeelne ja lühendatud vorm, mida kasutatakse argises suhtluses. Formaalsetes tekstides, nagu ametlikud dokumendid, teadusartiklid või uudised, kasutatakse pigem täisvormi ""viski"". Sõna ""vissi"" esineb peamiselt ilukirjanduses dialoogides, argistes vestlustes ja mitteametlikes tekstides. See peegeldab igapäevast kõnekeelt.";pigem kindel;kõnekeelne;ei;"Sõna ""vissi"" on selgelt kõnekeelne variant sõnast ""viski"". See kuulub mitteformaalsesse registrisse ja on iseloomulik argisele suhtlusele. Tegemist on lühendatud vormiga, mis on tekkinud kõnekeeles mugavuse huvides. Sellist lühendamist esineb eesti keeles sageli just kõnekeeles. Formaalsetes kontekstides eelistatakse täisvormi. Märgend ""harv"" on lisatud, kuna sõna esineb treeningandmetes vähe."
;;;;;;1;lehm;;3;sage;Kui on lüpsiaeg, astub asendustalunik Tiiu Kästik lauda ees pingi otsa ja hüüab: vissi, vissi, vissi! | See on vissi. Tule tagant poolt, õpetas isa poega herefordivasika juures. | Meie vissi annab keskmiselt 10 600 liitrit ehedat talupiima aastas! | Üks kohalik vissi oli eelmisel nädalal põõsasse poegima siirdunud ja seal omadega ummuksisse läinud. | Eesti Tõuloomakasvatajate Ühistu on juba aastaid korraldanud veiste näitus-konkursse VISS.;informaalsetes;;Sõna vissi lehma tähenduses esineb tekstides selgelt informaalses kontekstis. Kasutatakse argistes olukordades nagu loomade kutsumine, rahvalikes väljendites ja kõnekeeles. Formaalsetes tekstides kasutatakse terminit lehm või veis. Vissi on traditsiooniline rahvakeelne nimetus, mis on iseloomulik just mitteametlikule suhtlusele.;väga kindel;rahvapärane;ei;Rahvapärane märgend on asjakohane, sest tegemist on traditsioonilise rahvakeelse nimetusega, mis pole ametlik termin. Sõna on levinud just rahva seas ja kuulub pigem suulisse kõnesse kui kirjakeelde.;1;viski (alkohoolne jook);;1;vähene;Ta tellis baaris vissi koos jääga. | Õhtul joodi vissi ja arutati äriasju. | Vana vissi pudel seisis kapiriiulil. | Mees võttis vissipudeli kotist välja. | Nad jõid head Šoti vissi.;informaalsetes;;"Sõna ""vissi"" kasutatakse pigem informaalsetes tekstides. See on viski kõnekeelne ja lühendatud vorm, mida kasutatakse argises suhtluses. Formaalsetes tekstides, nagu ametlikud dokumendid, teadusartiklid või uudised, kasutatakse pigem täisvormi ""viski"". Sõna ""vissi"" esineb peamiselt ilukirjanduses dialoogides, argistes vestlustes ja mitteametlikes tekstides. See peegeldab igapäevast kõnekeelt.";pigem kindel;harv;ei;"Sõna ""vissi"" on selgelt kõnekeelne variant sõnast ""viski"". See kuulub mitteformaalsesse registrisse ja on iseloomulik argisele suhtlusele. Tegemist on lühendatud vormiga, mis on tekkinud kõnekeeles mugavuse huvides. Sellist lühendamist esineb eesti keeles sageli just kõnekeeles. Formaalsetes kontekstides eelistatakse täisvormi. Märgend ""harv"" on lisatud, kuna sõna esineb treeningandmetes vähe."
;;;;;;2;kohanimi;jah;3;keskmine;"Vissi järv (Viritjärv) on ida-lääne suunas piklik järv; 0,5 km Viisjaagu järvest lõuna pool. | Vissi küla on ühendatud Elva linna veevärgiga. | Projekt hõlmab Vissi külas Jõhvi-Tartu-Valga maantee ääres olevat endist suvilapiirkonda. | Mosina Vesiveski, Nõo vald, Vissi | Vissi, küla Põlvamaal Valgjärve vallas Tartu–Võru maantee ääres Maaritsast põhja pool";neutraalsetes/formaalsetes;jah;Kohanimed esinevad nii ametlikes dokumentides kui ka argikeeles ühtemoodi. Vissi küla ja Vissi järv esinevad neutraalsetes tekstides nagu teaduslikud kirjeldused, ametlikud dokumendid ja uudised. Kohanimed on oma olemuselt neutraalsed ja nende kasutus ei sõltu registrist.;väga kindel;ei kohaldu;jah;ei kohaldu;;;;;;;;;;;;;
;;;;;;3;isiku- või lemmiklooma nimi;ei;3;vähene;Vissi on chihuahua-laadne koerake, kes ootab Pärnu loomade varjupaigas hoolivat peremeest. | Oot aga tegelikult kui ma Vissi ostsin (keda enam pole:() siis poemüüad ütlesid et ma olen siin nii tihe külaline | Vissi on nüüd growtopiatiimis... harjuge ära | Kergejõustikutreener Milvi Vissi käis õnnitlemas ligi 150 inimest | Minul juhtus nii et mu emane merisiga Vissi sünnitas 3 poega;ei kohaldu;ei;Pärisnimede puhul on raske eristada registrit, kuna need on konkreetsed nimed. Materjalis esineb nii formaalsetes kontekstides (Milvi Vissi kui isiku nimi) kui ka argikeeles (lemmiklooma nimi). Register sõltub kontekstist, mitte nimest endast.;pigem kindel;harv;ei;Harv märgend on põhjendatud, kuna materjalis esineb sõna selles tähenduses väga vähe. Tegemist pole levinud kasutusega ja andmeid on vähe. Enamasti kasutatakse sõna vissi muudes tähendustes, pärisnimena esineb see harva.;;;;;;;;;;;;;
sala;luulekeelne/luules;2;teised tähendused registrita;6737;jah;1;kohanimi;jah;3;sage;"Sala on küla Venemaal Leningradi oblastis Kingissepa rajoonis Bolšoi Lutski külaasunduses. | Sala on asula (tätort) Rootsis Västmanlandi läänis, ajaloolise haldusjaotuse järgi Västmanlandi maakonnas Sala vallas. | Sala on küla (lielciems) Lätis Jēkabpilsi piirkonnas, Sala valla ja endise Sala piirkonna halduskeskus. | Sala sai tänapäevase ilme pärast Teist maailmasõda, kujunedes kohaliku kooli ümber. | Sala asus algselt teises kohas kui tänapäevane Sala; see asus Sala Gustav Vasa ajal rajatud hõbedakaevanduse juures.";neutraalsetes/formaalsetes;jah;Kohanimed esinevad entsüklopeedilistes ja informatiivsetes tekstides, kus kirjeldatakse geograafilisi objekte. Need on faktipõhised, neutraalse tooniga kirjeldused asulate, piirkondade ja muude kohtade kohta. Stiil on ametlik ja informatiivne, puuduvad emotsionaalsed või kõnekeelsed elemendid.;väga kindel;ei kohaldu;jah;ei kohaldu;1;salajane, varjatud;ei;3;sage;Ta hoidis oma tundeid sala. | Sala plaanid tulid lõpuks avalikuks. | Nad kohtusid sala, et keegi ei saaks teada. | Dokumendid hoiti sala arhiivis. | Sala tehing sai avalikuks alles aastaid hiljem.;neutraalsetes/formaalsetes;ei;See tähendus esineb nii ilukirjanduses, ajakirjanduses kui ka ametlikes tekstides. Sõna on neutraalne ja sobib igasugustesse kontekstidesse. Ei ole märke, et see oleks eriti kõnekeelne või stiililiselt markeeritud. Kasutatakse võrdselt nii formaalsetes kui ka mitteformaalsetes olukordades. Tähendus on standardkeelne ja üldkasutatav.;väga kindel;ei kohaldu;ei;ei kohaldu
;;;;;;2;isikuvarjunimi;ei;3;keskmine;Nimi: sala Vanus: 34 Elukoht: tallinn/Harjumaa E-mail: kymme.tolli@mail.ee Kuulutus: Otsin diskreetseks suhtluseks naist, et vahel ka kohtuda. | Nimi: Sala Vanus: 33 Elukoht: Tallinn E-mail: EMAIL Kuulutus: Hei kui on sama mure kui mul kodus pole kõik korras võiks kohtuda päevasel ajal. | Nimi: Sala Vanus: 39 Elukoht: Tallinn E-mail: salasuhe77@outlook.com Kuulutus: 39.a abielumees tutvub samuti suhtes naisega, kellel on jäänud voodifantaasiad realiseerumata. | Nimi: sala Vanus: 30 E-mail: jussike321@hot.er Kuulutus: Otsin neidu sellega aegajalt kohtuda ja seksi nautida. | Nimi: sala (50-aastane) Asukoht: k-eesti Kuulutuse sisu: tutvun lühema naisega Paidest või Türilt vanuses 55-... kes oleks heaks armukeseks ,vajalik diskreetsus.;informaalsetes;ei;See tähendus esineb eranditult tutvumiskuulutustes ja isiklikes sõnumites, kus inimesed soovivad säilitada anonüümsust. Tekstid on väga isiklikud, sisaldavad kõnekeelseid väljendeid ja intiimseid teemasid. Stiil on vaba ja mitteametlik.;väga kindel;kõnekeelne;ei;Varjunimi tutvumiskuulutustes on selgelt mitteametlik kasutus, mis kuulub vabamasse registrisse. Tekstid sisaldavad kõnekeelseid väljendeid ja intiimseid teemasid. See on tüüpiline internetikuulutuste žanr, kus kasutatakse mitteformaalset keelt. Kasutuskontekst on alati mitteametlik ja privaatne.;2;salajane kokkusaamine/kohtumine;ei;3;keskmine;Armastajad pidasid öösiti sala. | Nad käisid sala pidamas vanas talus. | Noorpaar pidas sala kuuvalgel ööl. | Sala peeti metsas, kaugel küla silmist. | Kevadised salad olid nende armastuse algus.;neutraalsetes/formaalsetes;ei;Kuigi tähendus viitab romantilisele kontekstile, on sõna ise neutraalne. Esineb peamiselt ilukirjanduses ja rahvalauludes. Pole eriti kõnekeelne, pigem poeetiline või kirjanduslik. Stiililiselt pigem kõrgem register kui argikeel. Kasutatakse peamiselt kirjanduslikes ja poeetilistes tekstides.;pigem kindel;luulekeelne;ei;See tähendus esineb peamiselt luules, rahvalauludes ja poeetilises keeles. On iseloomulik just luulele ja lüürilisele väljendusviisile. Romantilise alatooniga, mis on omane just poeetilisele keelekasutusele. Tänapäevases proosas ja kõnekeeles praktiliselt ei esine. Sõna selles tähenduses kannab endas poeetilist kujundlikkust.
;;;;;;3;perekonnanimi;ei;3;sage;Emiliano Sala õde Romina Sala postitas sotsiaalmeediasse foto, millel on Sala kore Nala, kes seni ootab oma peremeest. | Sala allkirjastas Cardiff City jalgpalliuklubiga lepingu selle aasta alguses. | Jaanuari lõpus lennuõnnetuse tagajärjel hukkunud Argentina jalgpalluri Emiliano Sala perekonda tabas lühikese aja jooksul juba teine tragöödia. | Horacio Sala suri oma voodis kodulinnas Progresos 58aastasena. | 28aastane Sala mängis jaanuarini Prantsusmaa kõrgliigas Nantes'i ridades, aga Cardiff ostis 17 miljoni euro eest ründaja mängijaõigused ära.;neutraalsetes/formaalsetes;ei;Perekonnanimi esineb peamiselt uudistekstides ja ametlikes teadetes, mis käsitlevad jalgpalluri Emiliano Sala traagilist surma. Tekstid on ajakirjanduslikud, faktipõhised ja neutraalse tooniga. Kuigi teema on emotsionaalne, on esitusviis professionaalne ja ametlik.;väga kindel;ei kohaldu;ei;ei kohaldu;3;metsatukk, salu;ei;3;vähene;Väike sala kasvas künka taga. | Lapsed mängisid salas peitu. | Sala servas voolas väike oja. | Kased ja haavad moodustasid tiheda sala. | Sala varjus oli jahe ja hämar.;ei kohaldu;ei;See tähendus on väga haruldane ja esineb peamiselt vanemais tekstides või murdekeeles. Raske määrata registrit väheste näidete põhjal. Tundub olevat neutraalne, kuid andmeid on liiga vähe kindla otsuse tegemiseks. Võib olla piirkondlik või ajalooline kasutus. Tänapäevases standardkeeles praktiliselt ei esine.;väga ebakindel;harv;ei;Tähendus esineb väga harva, peamiselt vanemais tekstides. Tundub olevat murdeline variant sõnast salu. Standardkeeles kasutatakse pigem salu või metsatukk. Andmeid on vähe, mis kinnitab selle haruldust. Võib olla piirkondlik või ajalooline kasutus.
;;;;;;;;;;;;;;;;;;;3;metsatukk, salu;;3;vähene;Väike sala kasvas künka taga. | Lapsed mängisid salas peitu. | Sala servas voolas väike oja. | Kased ja haavad moodustasid tiheda sala. | Sala varjus oli jahe ja hämar.;ei kohaldu;;See tähendus on väga haruldane ja esineb peamiselt vanemais tekstides või murdekeeles. Raske määrata registrit väheste näidete põhjal. Tundub olevat neutraalne, kuid andmeid on liiga vähe kindla otsuse tegemiseks. Võib olla piirkondlik või ajalooline kasutus. Tänapäevases standardkeeles praktiliselt ei esine.;väga ebakindel;murdekeelne;ei;Tähendus esineb väga harva, peamiselt vanemais tekstides. Tundub olevat murdeline variant sõnast salu. Standardkeeles kasutatakse pigem salu või metsatukk. Andmeid on vähe, mis kinnitab selle haruldust. Võib olla piirkondlik või ajalooline kasutus.
askus;luulekeelne/luules;2;homonüüm registrita;420;ei;1;korvpalliklubi nimi;ei;2;sage;Hiiumaa korvpalliklubi Askus 1992. aastal ja hiljem sündinud poisid osalesid möödnud nädalavahetusel Kuremaal toimunud Eesti eliitsarja meistrivõistlustel korvpallis. | EMV esimesel etapil mängis Askus Tartu palliklubi ja Kuremaa spordiklubi poistega. | Meeste poolfinaalid: Nõva – Askus 102:60. | Hiidlaste korvpalliklubi Askus naiskond võitles N35+ vanusegrupis välja kolmanda koha ja sai kaela pronksmedalid. | Laupäeval Haapsalus peetud Saku II liiga kohtumises pidi Haapsalu korvpalliklubi tasavägises mängus tunnistama KK Askus Jetoili paremust 63:68.;neutraalsetes/formaalsetes;ei;Tegemist on pärisnimega, mida kasutatakse spordiuudistes, ametlikes teadaannetes ja ajakirjanduslikes tekstides. Kasutus on neutraalne, faktipõhine ja informatiivne. Puuduvad kõnekeelsed või emotsionaalsed väljendused. Tekstid on kirjutatud standardses ajakirjanduskeeles.;väga kindel;ei kohaldu;ei;ei kohaldu;1;askeesi harrastamine, enesepiiramine, lihtne ja tagasihoidlik eluviis;ei;1;vähene;Munk elas ranges askuses, loobudes kõigist maistest hüvedest. | Tema askus väljenduski selles, et ta sõi vaid kord päevas ja magas kõval põrandal. | Filosoof propageeris askust kui teed vaimsele puhtusele. | Budistlik askus nõuab täielikku loobumist materiaalsetest soovidest. | Kaasaegses ühiskonnas on askus haruldane nähtus.;neutraalsetes/formaalsetes;ei;Sõna kasutatakse pigem neutraalsetes/formaalsetes tekstides. See on filosoofiline ja usuline termin, mis esineb peamiselt akadeemilistes, teaduslikel või usuteemalistel tekstides. Sõna on pärit kreeka keelest ja kuulub pigem harituma keelekasutuse juurde. Kõnekeeles seda praktiliselt ei kasutata. Termin on spetsiifiline ja eeldab teatud haritust või teadmisi filosoofiast või religioonist.;väga kindel;harv;ei;"Sõna ""askus"" on eesti keeles harva kasutatav termin. See esineb peamiselt spetsiifilistes kontekstides nagu usuteadus, filosoofia või ajalugu. Igapäevases keelekasutuses seda praktiliselt ei kohta. Sõna on küll neutraalse registriga, kuid selle vähese esinemissageduse tõttu on kohane märgend ""harv"". Laiem avalikkus ei pruugi selle tähendust teada."
;;;;;;2;eoskott (bioloogiline termin);jah;2;vähene;Eoskott ehk askus (ascus) on kottseente sugulise paljunemise organ, milles kujunevad haploidsed kotteosed. | Sugulistes viljakehades ehk pseudoteetsiumites arenevad eoskotid ehk askused, milles omakorda kotteosed ehk askospoorid. | Askuste valmimisel paiskuvad askospoorid keskkonda ning tuule abil kanduvad need laiali järgmistele peremeestaimedele. | Sporulatsiooni käigus moodustub eoskott ehk askus, milles paikneb 4 haploidset kotteost ehk askospoori. | Kottseentel asuvad eosed eoskottides ehk askustes.;neutraalsetes/formaalsetes;jah;Tegemist on teadusliku terminiga, mida kasutatakse bioloogia- ja mükoloogiaalastes tekstides. Kasutus on rangelt terminoloogiline ja akadeemiline. Esineb teaduskirjanduses ja õppematerjalides. Sõna kasutatakse koos teiste erialaterminitega.;väga kindel;ei kohaldu;jah;ei kohaldu;;;;;;;;;;;;;
neelma;luulekeelne/luules;1;;13;ei;1;alla neelama, sisse võtma;ei;2;sage;kes just ei ole ahned neelma trükitähti | Kas peaksin uuesti mõõka minema neelma | muidu tuleb mõnel asjaosalisel varsti validooli neelma hakkata | kuid pean veel tablette neelma usinalt | kes viisakusest lambieli neelma pidi;ei kohaldu;ei;Seda tähendust kasutatakse nii informaalsetes kui neutraalsetes tekstides. Näeme kasutust nii foorumites ja blogides kui ka ilukirjanduslikes ja ajakirjanduslikes tekstides. Sõna on selles tähenduses üldkeelne ja registrineutraalne. Kasutus ulatub argisest keelest kuni kirjanduskeeleni.;väga kindel;ei kohaldu;ei;ei kohaldu;1;alla neelama, sisse võtma (toitu, jooki, ravimit vms);ei;2;sage;Ta neelas tableti kiiresti alla, ilma vett joomata. | Laps ei tahtnud rohtu neelata ja sülitas selle välja. | Krokodill neelas saagi tervelt alla. | Ta neelas suutäie leiba kiiruga alla. | Haige neelas valuvaigistit raske vaevaga.;neutraalsetes/formaalsetes;ei;See on sõna põhitähendus, mida kasutatakse nii igapäevases kõnes kui ka meditsiinilistes ja teaduslikes tekstides. Sõna on neutraalne ja sobib igasugustesse kontekstidesse. Ei ole märke, et see oleks stiililiselt markeeritud või piiratud kindla registriga. Kasutatakse laialdaselt erinevates tekstiliikides.;väga kindel;ei kohaldu;ei;ei kohaldu
;;;;;;2;endasse haarama, kaasa kiskuma;jah;2;vähene;Teda saab ehk neelma meri | kus kasm avanes meid neelma | teind koletise, kes meid nüüd tuleb neelma | Peavad neelma me käsigranaadid | nobedaste lainenid neelmas;neutraalsetes/formaalsetes;jah;Seda tähendust kasutatakse pigem neutraalsetes ja formaalsetes tekstides, eriti ilukirjanduses ja luules. Näited pärinevad peamiselt kirjanduslikest tekstidest. Sõna kannab selles tähenduses poeetilist või metafoorilist tähendust. Kasutus on kunstiliselt markeeritud.;pigem kindel;luulekeelne;jah;Seda tähendust kohtame peamiselt ilukirjanduslikes ja luulelistes tekstides. Näited nagu meri neelma ja kasm meid neelma on selgelt poeetilised väljendid. Sõna kasutus selles tähenduses on kunstiliselt markeeritud ja kuulub pigem kõrgstiiliga tekstidesse. Metafooriline kasutus on iseloomulik just luulekeelele.;2;endasse haarama, kaasa kiskuma, kaduma panema (abstraktsem, ülekantud tähendus);jah;2;keskmine;Pimedus neelas linna vaikselt endasse. | Mets neelas eksinud matkaja jäljetult. | Suur laine neelas paadi koos meeskonnaga. | Udu neelas maastiku täielikult. | Soo neelas kõik, mis sinna sattus.;neutraalsetes/formaalsetes;jah;Kuigi tegemist on metafoorilise kasutusega, esineb see sageli ka ilukirjanduses ja ajakirjanduses. See pole spetsiifiliselt kõnekeelne ega vulgaarne. Pigem on tegemist tavapärase kujundliku väljendusviisiga, mis sobib erinevatesse registritesse. Leidub nii formaalsetes kui ka neutraalsetes tekstides.;pigem kindel;ei kohaldu;ei;ei kohaldu
puhk;luulekeelne/luules;4;teised tähendused registrita;76017;jah;1;perekonnanimi;ei;3;sage;"The Puhk family lost his property, except the flour mill in Finland. | The firm Puhk and Sons was established by Johann-Jaak Puhk. | Joakim Puhk (1888–1942) kuulus nende ettevõtjate hulka, kes aitasid luua ja üles ehitada Eesti riigi. | Puhkide perekonna tõus algas 1881. aastal, kui ettevõtlik mulk Jaak Puhk avas oma isatalus poe. | Aleksander Puhk oli jahuveskite suurtööstuse ""Puhk ja Pojad"" direktor.";neutraalsetes/formaalsetes;ei;Perekonnanimi Puhk esineb peamiselt ajaloolistes, entsüklopeedilistes ja ametlikes tekstides. Tegemist on pärisnimega, mis esineb nii akadeemilistes uurimustes kui ka ajaleheuudistes. Sõna kasutus on neutraalne ja faktipõhine. Registrimärgend pole vajalik, kuna tegemist on standardse pärisnimega.;väga kindel;ei kohaldu;ei;ei kohaldu;1;puhkus, puhkeaeg;ei;3;sage;Lähen homme puhkule, kaks nädalat puhku. | Tal on puhk, ta ei tööta sel nädalal. | Pärast rasket tööpäeva on vaja natuke puhku. | Suvel on õpetajatel pikk puhk. | Võta endale puhk, oled seda ära teeninud.;informaalsetes;ei;"Sõna ""puhk"" tähenduses 'puhkus' esineb peamiselt argivestlustes ja mitteametlikes tekstides. See on lühendatud vorm sõnast ""puhkus"" ning kasutatakse sageli suulises kõnes. Formaalsetes dokumentides eelistatakse täisvormi ""puhkus"". Näitelausetes on näha argise suhtluse kontekst. Sõna on iseloomulik just kõnekeelele, kus eelistatakse lühemaid vorme.";pigem kindel;kõnekeelne;ei;"Sõna ""puhk"" tähenduses 'puhkus' on selgelt kõnekeelne variant. See on lühendatud vorm, mis on iseloomulik just suulisele keelele ja argivestlusele. Formaalsetes tekstides kasutatakse täisvormi ""puhkus"". Sõna kuulub vabamasse registrisse ja on tüüpiline mitteametlikus suhtluses. Kõnekeelne märgend on siin kõige sobivam, sest peegeldab sõna tegelikku kasutuskonteksti."
